Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A4048	BE_39	Block4	Stim02	CSES	0	ML	10334	4.014268457	Eng	CS	sw
A4049	BE_53	Block4	Stim27	CSES	1	CS	472	2.673941999	Eng	CS	supsw
A4050	BE_17	Block4	Stim21	CSES	0	ML	373	2.571708832	Eng	CS	nonsw
A4051	BE_39	Block4	Stim21	CSES	0	ML	851	2.92992956	Eng	CS	sw
A4052	BE_53	Block4	Stim29	CSES	1	CS	1135	3.054995862	Eng	CS	supsw
A4053	BE_17	Block4	Stim26	CSES	0	ML	1968	3.294025094	Eng	CS	nonsw
A4054	BE_39	Block4	Stim26	CSES	0	ML	2974	3.473340964	Eng	CS	sw
A4055	BE_53	Block4	Stim01	CSES	0	ML	878	2.943494516	Eng	CS	supsw
A4056	BE_17	Block4	Stim27	CSES	0	ML	280	2.447158031	Eng	CS	nonsw
A4057	BE_39	Block4	Stim27	CSES	0	ML	11104	4.045479453	Eng	CS	sw
A4058	BE_53	Block4	Stim17	CSES	0	ML	1193	3.076640444	Eng	CS	supsw
A4059	BE_17	Block4	Stim28	CSES	0	ML	450	2.653212514	Eng	CS	nonsw
A4060	BE_39	Block4	Stim28	CSES	0	ML	1943	3.288472801	Eng	CS	sw
A4061	BE_53	Block4	Stim21	CSES	0	ML	1893	3.277150614	Eng	CS	supsw
A4062	BE_17	Block4	Stim29	CSES	0	ML	388	2.588831726	Eng	CS	nonsw
A4063	BE_39	Block4	Stim29	CSES	0	ML	6111	3.786112284	Eng	CS	sw
A4064	BE_53	Block4	Stim28	CSES	0	ML	449	2.652246341	Eng	CS	supsw
A4065	BE_17	Block4	Stim03	CSES	0	ML	352	2.546542663	Eng	CS	nonsw
A4066	BE_39	Block4	Stim03	CSES	0	ML	613	2.787460475	Eng	CS	sw
A4067	BE_53	Block4	Stim03	CSES	0	ML	445	2.648360011	Eng	CS	supsw
A4068	BE_17	Block4	Stim32	CSES	0	ML	753	2.876794976	Eng	CS	nonsw
A4069	BE_39	Block4	Stim32	CSES	0	ML	1666	3.221674997	Eng	CS	sw
A4070	BE_53	Block4	Stim32	CSES	0	ML	1152	3.061452479	Eng	CS	supsw
A4071	BE_17	Block4	Stim13	CSSE	0	ML	805	2.90579588	Sp	CS	nonsw
A4072	BE_39	Block4	Stim13	CSSE	1	CS	3611	3.557627488	Sp	CS	sw
A4073	BE_53	Block4	Stim23	CSSE	1	CS	1008	3.003460532	Sp	CS	supsw
A4074	BE_17	Block4	Stim18	CSSE	0	ML	1347	3.129367596	Sp	CS	nonsw
A4075	BE_39	Block4	Stim18	CSSE	1	CS	1366	3.135450699	Sp	CS	sw
A4076	BE_53	Block4	Stim05	CSSE	1	CS	502	2.700703717	Sp	CS	supsw
A4077	BE_17	Block4	Stim22	CSSE	1	CS	739	2.868644438	Sp	CS	nonsw
A4078	BE_39	Block4	Stim22	CSSE	1	CS	3135	3.496237545	Sp	CS	sw
A4079	BE_53	Block4	Stim06	CSSE	1	CS	440	2.643452676	Sp	CS	supsw
A4080	BE_17	Block4	Stim23	CSSE	0	ML	588	2.769377326	Sp	CS	nonsw
A4081	BE_39	Block4	Stim23	CSSE	1	CS	2852	3.455149521	Sp	CS	sw
A4082	BE_53	Block4	Stim13	CSSE	0	ML	1476	3.169086357	Sp	CS	supsw
A4083	BE_17	Block4	Stim24	CSSE	0	ML	402	2.604226053	Sp	CS	nonsw
A4084	BE_39	Block4	Stim30	CSSE	1	CS	2102	3.322632712	Sp	CS	sw
A4085	BE_53	Block4	Stim18	CSSE	0	ML	304	2.482873584	Sp	CS	supsw
A4086	BE_17	Block4	Stim30	CSSE	0	ML	553	2.742725131	Sp	CS	nonsw
A4087	BE_39	Block4	Stim05	CSSE	1	CS	1800	3.255272505	Sp	CS	sw
A4088	BE_53	Block4	Stim22	CSSE	0	ML	739	2.868644438	Sp	CS	supsw
A4089	BE_17	Block4	Stim36	CSSE	0	ML	1942	3.288249226	Sp	CS	nonsw
A4090	BE_39	Block4	Stim24	CSSE	0	ML	1020	3.008600172	Sp	CS	sw
A4091	BE_53	Block4	Stim24	CSSE	0	ML	1102	3.042181595	Sp	CS	supsw
A4092	BE_17	Block4	Stim04	CSSE	1	CS	479	2.680335513	Sp	CS	nonsw
A4093	BE_39	Block4	Stim36	CSSE	0	ML	1878	3.273695588	Sp	CS	sw
A4094	BE_53	Block4	Stim30	CSSE	0	ML	1096	3.039810554	Sp	CS	supsw
A4095	BE_17	Block4	Stim05	CSSE	0	ML	255	2.40654018	Sp	CS	nonsw
A4096	BE_39	Block4	Stim04	CSSE	0	ML	12144	4.084361759	Sp	CS	sw
A4097	BE_53	Block4	Stim36	CSSE	0	ML	482	2.683047038	Sp	CS	supsw
A4098	BE_17	Block4	Stim06	CSSE	0	ML	301	2.478566496	Sp	CS	nonsw
A4099	BE_39	Block4	Stim06	CSSE	0	ML	1789	3.252610341	Sp	CS	sw
A4100	BE_53	Block4	Stim04	CSSE	0	ML	1393	3.143951116	Sp	CS	supsw
A4101	BE_17	Block4	Stim14	E	1	ML	632	2.800717078	Eng	ML	nonsw
A4102	BE_39	Block4	Stim33	E	0	CS	3847	3.585122186	Eng	ML	sw
A4103	BE_53	Block4	Stim14	E	1	ML	630	2.799340549	Eng	ML	supsw
A4104	BE_17	Block4	Stim15	E	1	ML	399	2.600972896	Eng	ML	nonsw
A4105	BE_39	Block4	Stim37	E	0	CS	677	2.830588669	Eng	ML	sw
A4106	BE_53	Block4	Stim15	E	1	ML	1294	3.111934276	Eng	ML	supsw
A4107	BE_17	Block4	Stim16	E	1	ML	730	2.86332286	Eng	ML	nonsw
A4108	BE_39	Block4	Stim39	E	0	CS	4329	3.636387586	Eng	ML	sw
A4109	BE_53	Block4	Stim16	E	1	ML	505	2.703291378	Eng	ML	supsw
A4110	BE_17	Block4	Stim33	E	1	ML	293	2.46686762	Eng	ML	nonsw
A4111	BE_39	Block4	Stim14	E	1	ML	5884	3.769672664	Eng	ML	sw
A4112	BE_53	Block4	Stim35	E	1	ML	1460	3.164352856	Eng	ML	supsw
A4113	BE_17	Block4	Stim34	E	1	ML	1265	3.102090526	Eng	ML	nonsw
A4114	BE_39	Block4	Stim15	E	1	ML	7331	3.86516322	Eng	ML	sw
A4115	BE_53	Block4	Stim37	E	1	ML	1310	3.117271296	Eng	ML	supsw
A4116	BE_17	Block4	Stim35	E	1	ML	722	2.858537198	Eng	ML	nonsw
A4117	BE_39	Block4	Stim16	E	1	ML	4070	3.609594409	Eng	ML	sw
A4118	BE_53	Block4	Stim39	E	1	ML	743	2.870988814	Eng	ML	supsw
A4119	BE_17	Block4	Stim37	E	1	ML	1387	3.142076461	Eng	ML	nonsw
A4120	BE_39	Block4	Stim34	E	1	ML	1720	3.235528447	Eng	ML	sw
A4121	BE_53	Block4	Stim40	E	1	ML	318	2.50242712	Eng	ML	supsw
A4122	BE_17	Block4	Stim38	E	1	ML	723	2.859138297	Eng	ML	nonsw
A4123	BE_39	Block4	Stim35	E	1	ML	4519	3.655042341	Eng	ML	sw
A4124	BE_53	Block4	Stim33	E	0	CS	436	2.639486489	Eng	ML	supsw
A4125	BE_17	Block4	Stim39	E	1	ML	1514	3.180125875	Eng	ML	nonsw
A4126	BE_39	Block4	Stim38	E	1	ML	4741	3.675869955	Eng	ML	sw
A4127	BE_53	Block4	Stim34	E	0	CS	1205	3.080987047	Eng	ML	supsw
A4128	BE_17	Block4	Stim40	E	1	ML	415	2.618048097	Eng	ML	nonsw
A4129	BE_39	Block4	Stim40	E	1	ML	614	2.788168371	Eng	ML	sw
A4130	BE_53	Block4	Stim38	E	0	CS	566	2.752816431	Eng	ML	supsw
A4131	BE_17	Block4	Stim10	S	1	ML	372	2.57054294	Sp	ML	nonsw
A4132	BE_39	Block4	Stim11	S	0	CS	8263	3.917137753	Sp	ML	sw
A4133	BE_53	Block4	Stim19	S	1	ML	751	2.875639937	Sp	ML	supsw
A4134	BE_17	Block4	Stim11	S	1	ML	544	2.7355989	Sp	ML	nonsw
A4135	BE_39	Block4	Stim12	S	0	CS	3707	3.569022586	Sp	ML	sw
A4136	BE_53	Block4	Stim07	S	1	ML	626	2.796574333	Sp	ML	supsw
A4137	BE_17	Block4	Stim12	S	1	ML	828	2.918030337	Sp	ML	nonsw
A4138	BE_39	Block4	Stim19	S	0	CS	1984	3.297541668	Sp	ML	sw
A4139	BE_53	Block4	Stim10	S	0	CS	2112	3.324693914	Sp	ML	supsw
A4140	BE_17	Block4	Stim19	S	1	ML	335	2.525044807	Sp	ML	nonsw
A4141	BE_39	Block4	Stim08	S	0	CS	5637	3.751048035	Sp	ML	sw
A4142	BE_53	Block4	Stim11	S	0	CS	1369	3.136403448	Sp	ML	supsw
A4143	BE_17	Block4	Stim20	S	1	ML	273	2.436162647	Sp	ML	nonsw
A4144	BE_39	Block4	Stim10	S	1	ML	5712	3.756788199	Sp	ML	sw
A4145	BE_53	Block4	Stim12	S	0	CS	2165	3.335457901	Sp	ML	supsw
A4146	BE_17	Block4	Stim25	S	1	ML	331	2.519827994	Sp	ML	nonsw
A4147	BE_39	Block4	Stim20	S	1	ML	3325	3.52179165	Sp	ML	sw
A4148	BE_53	Block4	Stim20	S	0	CS	155	2.190331698	Sp	ML	supsw
A4149	BE_17	Block4	Stim31	S	1	ML	825	2.916453949	Sp	ML	nonsw
A4150	BE_39	Block4	Stim25	S	1	ML	317	2.501059262	Sp	ML	sw
A4151	BE_53	Block4	Stim25	S	0	CS	1292	3.111262514	Sp	ML	supsw
A4152	BE_17	Block4	Stim07	S	1	ML	251	2.399673721	Sp	ML	nonsw
A4153	BE_39	Block4	Stim31	S	1	ML	25603	4.408290856	Sp	ML	sw
A4154	BE_53	Block4	Stim31	S	0	CS	635	2.802773725	Sp	ML	supsw
A4155	BE_17	Block4	Stim08	S	1	ML	311	2.492760389	Sp	ML	nonsw
A4156	BE_39	Block4	Stim07	S	1	ML	14901	4.173215415	Sp	ML	sw
A4157	BE_53	Block4	Stim08	S	0	CS	2215	3.345373731	Sp	ML	supsw
A4158	BE_17	Block4	Stim09	S	1	ML	307	2.487138375	Sp	ML	nonsw
A4159	BE_39	Block4	Stim09	S	1	ML	8284	3.91824009	Sp	ML	sw
A4160	BE_53	Block4	Stim09	S	0	CS	1400	3.146128036	Sp	ML	supsw
A4161	BE_21	Block1	Stim01	CSES	0	ML	1276	3.105850674	Eng	CS	nonsw
A4162	BE_40	Block1	Stim26	CSES	1	CS	2236	3.349471799	Eng	CS	sw
A4163	BE_63	Block1	Stim01	CSES	1	CS	3545	3.54961624	Eng	CS	supsw
A4164	BE_21	Block1	Stim17	CSES	0	ML	977	2.989894564	Eng	CS	nonsw
A4165	BE_40	Block1	Stim27	CSES	1	CS	321	2.506505032	Eng	CS	sw
A4166	BE_63	Block1	Stim26	CSES	1	CS	2178	3.338057875	Eng	CS	supsw
A4167	BE_21	Block1	Stim02	CSES	0	ML	1651	3.217747073	Eng	CS	nonsw
A4168	BE_40	Block1	Stim01	CSES	0	ML	331	2.519827994	Eng	CS	sw
A4169	BE_63	Block1	Stim28	CSES	1	CS	713	2.85308953	Eng	CS	supsw
A4170	BE_21	Block1	Stim21	CSES	1	CS	977	2.989894564	Eng	CS	nonsw
A4171	BE_40	Block1	Stim17	CSES	0	ML	1407	3.148294097	Eng	CS	sw
A4172	BE_63	Block1	Stim29	CSES	1	CS	1594	3.202488317	Eng	CS	supsw
A4173	BE_21	Block1	Stim26	CSES	0	ML	476	2.677606953	Eng	CS	nonsw
A4174	BE_40	Block1	Stim02	CSES	0	ML	2155	3.333447274	Eng	CS	sw
A4175	BE_63	Block1	Stim03	CSES	1	CS	1393	3.143951116	Eng	CS	supsw
A4176	BE_21	Block1	Stim27	CSES	0	ML	2090	3.320146286	Eng	CS	nonsw
A4177	BE_40	Block1	Stim21	CSES	0	ML	882	2.945468585	Eng	CS	sw
A4178	BE_63	Block1	Stim17	CSES	0	ML	3083	3.488973525	Eng	CS	supsw
A4179	BE_21	Block1	Stim28	CSES	0	ML	10117	4.00505175	Eng	CS	nonsw
A4180	BE_40	Block1	Stim28	CSES	0	ML	5444	3.735918117	Eng	CS	sw
A4181	BE_63	Block1	Stim02	CSES	0	ML	772	2.8876173	Eng	CS	supsw
A4182	BE_21	Block1	Stim29	CSES	0	ML	456	2.658964843	Eng	CS	nonsw
A4183	BE_40	Block1	Stim29	CSES	0	ML	1852	3.267640982	Eng	CS	sw
A4184	BE_63	Block1	Stim21	CSES	0	ML	1417	3.15136985	Eng	CS	supsw
A4185	BE_21	Block1	Stim03	CSES	0	ML	1826	3.261500773	Eng	CS	nonsw
A4186	BE_40	Block1	Stim03	CSES	0	ML	382	2.582063363	Eng	CS	sw
A4187	BE_63	Block1	Stim27	CSES	0	ML	1400	3.146128036	Eng	CS	supsw
A4188	BE_21	Block1	Stim32	CSES	0	ML	818	2.912753304	Eng	CS	nonsw
A4189	BE_40	Block1	Stim32	CSES	0	ML	1443	3.159266331	Eng	CS	sw
A4190	BE_63	Block1	Stim32	CSES	0	ML	1433	3.15624619	Eng	CS	supsw
A4191	BE_21	Block1	Stim13	CSSE	0	ML	4789	3.680244837	Sp	CS	nonsw
A4192	BE_40	Block1	Stim13	CSSE	1	CS	600	2.77815125	Sp	CS	sw
A4193	BE_63	Block1	Stim13	CSSE	1	CS	2794	3.446226402	Sp	CS	supsw
A4194	BE_21	Block1	Stim18	CSSE	0	ML	418	2.621176282	Sp	CS	nonsw
A4195	BE_40	Block1	Stim22	CSSE	1	CS	1410	3.149219113	Sp	CS	sw
A4196	BE_63	Block1	Stim22	CSSE	1	CS	1690	3.227886705	Sp	CS	supsw
A4197	BE_21	Block1	Stim22	CSSE	0	ML	2363	3.373463722	Sp	CS	nonsw
A4198	BE_40	Block1	Stim23	CSSE	1	CS	575	2.759667845	Sp	CS	sw
A4199	BE_63	Block1	Stim23	CSSE	1	CS	5637	3.751048035	Sp	CS	supsw
A4200	BE_21	Block1	Stim23	CSSE	0	ML	339	2.530199698	Sp	CS	nonsw
A4201	BE_40	Block1	Stim06	CSSE	1	CS	1707	3.232233521	Sp	CS	sw
A4202	BE_63	Block1	Stim24	CSSE	1	CS	2078	3.317645543	Sp	CS	supsw
A4203	BE_21	Block1	Stim24	CSSE	0	ML	915	2.961421094	Sp	CS	nonsw
A4204	BE_40	Block1	Stim18	CSSE	0	ML	1525	3.183269844	Sp	CS	sw
A4205	BE_63	Block1	Stim06	CSSE	1	CS	1907	3.280350693	Sp	CS	supsw
A4206	BE_21	Block1	Stim30	CSSE	0	ML	1097	3.040206628	Sp	CS	nonsw
A4207	BE_40	Block1	Stim24	CSSE	0	ML	719	2.85672889	Sp	CS	sw
A4208	BE_63	Block1	Stim18	CSSE	0	ML	450	2.653212514	Sp	CS	supsw
A4209	BE_21	Block1	Stim36	CSSE	0	ML	1369	3.136403448	Sp	CS	nonsw
A4210	BE_40	Block1	Stim30	CSSE	0	ML	1025	3.010723865	Sp	CS	sw
A4211	BE_63	Block1	Stim30	CSSE	0	ML	1495	3.174641193	Sp	CS	supsw
A4212	BE_21	Block1	Stim04	CSSE	0	ML	678	2.831229694	Sp	CS	nonsw
A4213	BE_40	Block1	Stim36	CSSE	0	ML	949	2.977266212	Sp	CS	sw
A4214	BE_63	Block1	Stim36	CSSE	0	ML	2249	3.351989455	Sp	CS	supsw
A4215	BE_21	Block1	Stim05	CSSE	0	ML	926	2.966610987	Sp	CS	nonsw
A4216	BE_40	Block1	Stim04	CSSE	0	ML	711	2.851869601	Sp	CS	sw
A4217	BE_63	Block1	Stim04	CSSE	0	ML	1685	3.226599905	Sp	CS	supsw
A4218	BE_21	Block1	Stim06	CSSE	0	ML	507	2.705007959	Sp	CS	nonsw
A4219	BE_40	Block1	Stim05	CSSE	0	ML	762	2.881954971	Sp	CS	sw
A4220	BE_63	Block1	Stim05	CSSE	0	ML	601	2.778874472	Sp	CS	supsw
A4221	BE_21	Block1	Stim14	E	1	ML	625	2.795880017	Eng	ML	nonsw
A4222	BE_40	Block1	Stim15	E	0	CS	1214	3.084218687	Eng	ML	sw
A4223	BE_63	Block1	Stim14	E	1	ML	1922	3.283753383	Eng	ML	supsw
A4224	BE_21	Block1	Stim15	E	1	ML	606	2.782472624	Eng	ML	nonsw
A4225	BE_40	Block1	Stim33	E	0	CS	1115	3.047274867	Eng	ML	sw
A4226	BE_63	Block1	Stim15	E	1	ML	2525	3.402261382	Eng	ML	supsw
A4227	BE_21	Block1	Stim16	E	1	ML	599	2.777426822	Eng	ML	nonsw
A4228	BE_40	Block1	Stim38	E	0	CS	2224	3.347134783	Eng	ML	sw
A4229	BE_63	Block1	Stim34	E	1	ML	3290	3.517195898	Eng	ML	supsw
A4230	BE_21	Block1	Stim33	E	1	ML	1235	3.091666958	Eng	ML	nonsw
A4231	BE_40	Block1	Stim14	E	1	ML	742	2.870403905	Eng	ML	sw
A4232	BE_63	Block1	Stim35	E	1	ML	2262	3.354492601	Eng	ML	supsw
A4233	BE_21	Block1	Stim34	E	1	ML	1134	3.054613055	Eng	ML	nonsw
A4234	BE_40	Block1	Stim16	E	1	ML	788	2.896526217	Eng	ML	sw
A4235	BE_63	Block1	Stim37	E	1	ML	531	2.725094521	Eng	ML	supsw
A4236	BE_21	Block1	Stim35	E	1	ML	1193	3.076640444	Eng	ML	nonsw
A4237	BE_40	Block1	Stim34	E	1	ML	1500	3.176091259	Eng	ML	sw
A4238	BE_63	Block1	Stim38	E	1	ML	1613	3.207634367	Eng	ML	supsw
A4239	BE_21	Block1	Stim37	E	1	ML	562	2.749736316	Eng	ML	nonsw
A4240	BE_40	Block1	Stim35	E	1	ML	1343	3.128076013	Eng	ML	sw
A4241	BE_63	Block1	Stim40	E	1	ML	2038	3.30920418	Eng	ML	supsw
A4242	BE_21	Block1	Stim38	E	1	ML	1253	3.097951071	Eng	ML	nonsw
A4243	BE_40	Block1	Stim37	E	1	ML	4169	3.620031895	Eng	ML	sw
A4244	BE_63	Block1	Stim16	E	0	CS	1182	3.072617477	Eng	ML	supsw
A4245	BE_21	Block1	Stim39	E	1	ML	1316	3.119255889	Eng	ML	nonsw
A4246	BE_40	Block1	Stim39	E	1	ML	835	2.921686475	Eng	ML	sw
A4247	BE_63	Block1	Stim33	E	0	CS	1564	3.194236749	Eng	ML	supsw
A4248	BE_21	Block1	Stim40	E	1	ML	453	2.656098202	Eng	ML	nonsw
A4249	BE_40	Block1	Stim40	E	1	ML	741	2.869818208	Eng	ML	sw
A4250	BE_63	Block1	Stim39	E	0	CS	928	2.967547976	Eng	ML	supsw
A4251	BE_21	Block1	Stim10	S	1	ML	1170	3.068185862	Sp	ML	nonsw
A4252	BE_40	Block1	Stim10	S	0	CS	469	2.671172843	Sp	ML	sw
A4253	BE_63	Block1	Stim10	S	1	ML	468	2.670245853	Sp	ML	supsw
A4254	BE_21	Block1	Stim11	S	1	ML	769	2.88592634	Sp	ML	nonsw
A4255	BE_40	Block1	Stim11	S	0	CS	442	2.645422269	Sp	ML	sw
A4256	BE_63	Block1	Stim12	S	1	ML	4318	3.635282638	Sp	ML	supsw
A4257	BE_21	Block1	Stim12	S	1	ML	419	2.622214023	Sp	ML	nonsw
A4258	BE_40	Block1	Stim09	S	0	CS	2646	3.42258984	Sp	ML	sw
A4259	BE_63	Block1	Stim20	S	1	ML	4198	3.623042434	Sp	ML	supsw
A4260	BE_21	Block1	Stim19	S	1	ML	628	2.797959644	Sp	ML	nonsw
A4261	BE_40	Block1	Stim12	S	1	ML	1968	3.294025094	Sp	ML	sw
A4262	BE_63	Block1	Stim25	S	1	ML	1105	3.043362278	Sp	ML	supsw
A4263	BE_21	Block1	Stim20	S	1	ML	1320	3.120573931	Sp	ML	nonsw
A4264	BE_40	Block1	Stim19	S	1	ML	2141	3.330616667	Sp	ML	sw
A4265	BE_63	Block1	Stim08	S	1	ML	1443	3.159266331	Sp	ML	supsw
A4266	BE_21	Block1	Stim25	S	1	ML	1328	3.123198075	Sp	ML	nonsw
A4267	BE_40	Block1	Stim20	S	1	ML	787	2.895974732	Sp	ML	sw
A4268	BE_63	Block1	Stim09	S	1	ML	871	2.940018155	Sp	ML	supsw
A4269	BE_21	Block1	Stim31	S	1	ML	440	2.643452676	Sp	ML	nonsw
A4270	BE_40	Block1	Stim25	S	1	ML	1751	3.243286146	Sp	ML	sw
A4271	BE_63	Block1	Stim11	S	0	CS	1430	3.155336037	Sp	ML	supsw
A4272	BE_21	Block1	Stim07	S	1	ML	623	2.794488047	Sp	ML	nonsw
A4273	BE_40	Block1	Stim31	S	1	ML	5278	3.722469386	Sp	ML	sw
A4274	BE_63	Block1	Stim19	S	0	CS	1693	3.228656958	Sp	ML	supsw
A4275	BE_21	Block1	Stim08	S	1	ML	1053	3.022428371	Sp	ML	nonsw
A4276	BE_40	Block1	Stim07	S	1	ML	1230	3.089905111	Sp	ML	sw
A4277	BE_63	Block1	Stim31	S	0	CS	2696	3.430719888	Sp	ML	supsw
A4278	BE_21	Block1	Stim09	S	1	ML	2091	3.320354033	Sp	ML	nonsw
A4279	BE_40	Block1	Stim08	S	1	ML	1217	3.085290578	Sp	ML	sw
A4280	BE_63	Block1	Stim07	S	0	CS	1465	3.165837625	Sp	ML	supsw
A4281	BE_21	Block2	Stim01	CSES	0	ML	309	2.489958479	Eng	CS	nonsw
A4282	BE_40	Block2	Stim26	CSES	1	CS	1321	3.120902818	Eng	CS	sw
A4283	BE_63	Block2	Stim01	CSES	1	CS	438	2.641474111	Eng	CS	supsw
A4284	BE_21	Block2	Stim17	CSES	0	ML	1071	3.029789471	Eng	CS	nonsw
A4285	BE_40	Block2	Stim27	CSES	1	CS	288	2.459392488	Eng	CS	sw
A4286	BE_63	Block2	Stim27	CSES	1	CS	608	2.783903579	Eng	CS	supsw
A4287	BE_21	Block2	Stim02	CSES	0	ML	303	2.481442629	Eng	CS	nonsw
A4288	BE_40	Block2	Stim28	CSES	1	CS	873	2.941014244	Eng	CS	sw
A4289	BE_63	Block2	Stim28	CSES	1	CS	1559	3.192846115	Eng	CS	supsw
A4290	BE_21	Block2	Stim21	CSES	0	ML	338	2.5289167	Eng	CS	nonsw
A4291	BE_40	Block2	Stim29	CSES	1	CS	804	2.905256049	Eng	CS	sw
A4292	BE_63	Block2	Stim29	CSES	1	CS	613	2.787460475	Eng	CS	supsw
A4293	BE_21	Block2	Stim26	CSES	0	ML	875	2.942008053	Eng	CS	nonsw
A4294	BE_40	Block2	Stim32	CSES	1	CS	748	2.873901598	Eng	CS	sw
A4295	BE_63	Block2	Stim03	CSES	1	CS	391	2.592176757	Eng	CS	supsw
A4296	BE_21	Block2	Stim27	CSES	0	ML	396	2.597695186	Eng	CS	nonsw
A4297	BE_40	Block2	Stim01	CSES	0	ML	1690	3.227886705	Eng	CS	sw
A4298	BE_63	Block2	Stim32	CSES	1	CS	4247	3.628082261	Eng	CS	supsw
A4299	BE_21	Block2	Stim28	CSES	0	ML	427	2.630427875	Eng	CS	nonsw
A4300	BE_40	Block2	Stim17	CSES	0	ML	664	2.822168079	Eng	CS	sw
A4301	BE_63	Block2	Stim17	CSES	0	ML	3004	3.477699928	Eng	CS	supsw
A4302	BE_21	Block2	Stim29	CSES	0	ML	430	2.633468456	Eng	CS	nonsw
A4303	BE_40	Block2	Stim02	CSES	0	ML	277	2.442479769	Eng	CS	sw
A4304	BE_63	Block2	Stim02	CSES	0	ML	812	2.909556029	Eng	CS	supsw
A4305	BE_21	Block2	Stim03	CSES	0	ML	1165	3.066325925	Eng	CS	nonsw
A4306	BE_40	Block2	Stim21	CSES	0	ML	1362	3.134177108	Eng	CS	sw
A4307	BE_63	Block2	Stim21	CSES	0	ML	3624	3.559188189	Eng	CS	supsw
A4308	BE_21	Block2	Stim32	CSES	0	ML	399	2.600972896	Eng	CS	nonsw
A4309	BE_40	Block2	Stim03	CSES	0	ML	820	2.913813852	Eng	CS	sw
A4310	BE_63	Block2	Stim26	CSES	0	ML	1319	3.120244796	Eng	CS	supsw
A4311	BE_21	Block2	Stim13	CSSE	0	ML	1790	3.252853031	Sp	CS	nonsw
A4312	BE_40	Block2	Stim13	CSSE	1	CS	509	2.706717782	Sp	CS	sw
A4313	BE_63	Block2	Stim23	CSSE	1	CS	844	2.926342447	Sp	CS	supsw
A4314	BE_21	Block2	Stim18	CSSE	0	ML	2626	3.419294722	Sp	CS	nonsw
A4315	BE_40	Block2	Stim23	CSSE	1	CS	745	2.872156273	Sp	CS	sw
A4316	BE_63	Block2	Stim04	CSSE	1	CS	1864	3.270445908	Sp	CS	supsw
A4317	BE_21	Block2	Stim22	CSSE	0	ML	954	2.979548375	Sp	CS	nonsw
A4318	BE_40	Block2	Stim18	CSSE	0	ML	404	2.606381365	Sp	CS	sw
A4319	BE_63	Block2	Stim06	CSSE	1	CS	3424	3.534533756	Sp	CS	supsw
A4320	BE_21	Block2	Stim23	CSSE	1	CS	1443	3.159266331	Sp	CS	nonsw
A4321	BE_40	Block2	Stim22	CSSE	0	ML	1292	3.111262514	Sp	CS	sw
A4322	BE_63	Block2	Stim13	CSSE	0	ML	2531	3.403292145	Sp	CS	supsw
A4323	BE_21	Block2	Stim24	CSSE	0	ML	2273	3.356599436	Sp	CS	nonsw
A4324	BE_40	Block2	Stim24	CSSE	0	ML	4224	3.62572391	Sp	CS	sw
A4325	BE_63	Block2	Stim18	CSSE	0	ML	287	2.457881897	Sp	CS	supsw
A4326	BE_21	Block2	Stim30	CSSE	0	ML	1465	3.165837625	Sp	CS	nonsw
A4327	BE_40	Block2	Stim30	CSSE	0	ML	879	2.943988875	Sp	CS	sw
A4328	BE_63	Block2	Stim22	CSSE	0	ML	2222	3.346744055	Sp	CS	supsw
A4329	BE_21	Block2	Stim36	CSSE	0	ML	589	2.770115295	Sp	CS	nonsw
A4330	BE_40	Block2	Stim36	CSSE	0	ML	415	2.618048097	Sp	CS	sw
A4331	BE_63	Block2	Stim24	CSSE	0	ML	3499	3.543943942	Sp	CS	supsw
A4332	BE_21	Block2	Stim04	CSSE	0	ML	1145	3.058805487	Sp	CS	nonsw
A4333	BE_40	Block2	Stim04	CSSE	0	ML	2464	3.391640703	Sp	CS	sw
A4334	BE_63	Block2	Stim30	CSSE	0	ML	2103	3.322839273	Sp	CS	supsw
A4335	BE_21	Block2	Stim05	CSSE	0	ML	331	2.519827994	Sp	CS	nonsw
A4336	BE_40	Block2	Stim05	CSSE	0	ML	811	2.909020854	Sp	CS	sw
A4337	BE_63	Block2	Stim36	CSSE	0	ML	2034	3.308350949	Sp	CS	supsw
A4338	BE_21	Block2	Stim06	CSSE	0	ML	1410	3.149219113	Sp	CS	nonsw
A4339	BE_40	Block2	Stim06	CSSE	0	ML	1768	3.247482261	Sp	CS	sw
A4340	BE_63	Block2	Stim05	CSSE	0	ML	391	2.592176757	Sp	CS	supsw
A4341	BE_21	Block2	Stim14	E	1	ML	1279	3.106870544	Eng	ML	nonsw
A4342	BE_40	Block2	Stim15	E	0	CS	1010	3.004321374	Eng	ML	sw
A4343	BE_63	Block2	Stim14	E	1	ML	1184	3.073351702	Eng	ML	supsw
A4344	BE_21	Block2	Stim15	E	1	ML	1115	3.047274867	Eng	ML	nonsw
A4345	BE_40	Block2	Stim14	E	1	ML	425	2.62838893	Eng	ML	sw
A4346	BE_63	Block2	Stim15	E	1	ML	2651	3.423409728	Eng	ML	supsw
A4347	BE_21	Block2	Stim16	E	1	ML	527	2.721810615	Eng	ML	nonsw
A4348	BE_40	Block2	Stim16	E	1	ML	665	2.822821645	Eng	ML	sw
A4349	BE_63	Block2	Stim16	E	1	ML	3336	3.523226042	Eng	ML	supsw
A4350	BE_21	Block2	Stim33	E	1	ML	631	2.800029359	Eng	ML	nonsw
