"Item"	"Subject"	"Block"	"Stimuli"	"Context"	"Correct"	"Response"	"RT"	"RT_log"	"Lg_Heard"	"Main_Context"	"Group"
"11869"	"A11869"	"BE_69"	"Block1"	"Stim39"	"E"	1	"ML"	957	2.980911938	"Eng"	"ML"	"nonsw"
"11870"	"A11870"	"BE_69"	"Block1"	"Stim40"	"E"	1	"ML"	4038	3.606166315	"Eng"	"ML"	"nonsw"
"11871"	"A11871"	"BE_69"	"Block1"	"Stim10"	"S"	1	"ML"	2306	3.362859303	"Sp"	"ML"	"nonsw"
"11872"	"A11872"	"BE_69"	"Block1"	"Stim11"	"S"	1	"ML"	1397	3.145196406	"Sp"	"ML"	"nonsw"
"11873"	"A11873"	"BE_69"	"Block1"	"Stim12"	"S"	1	"ML"	553	2.742725131	"Sp"	"ML"	"nonsw"
"11874"	"A11874"	"BE_69"	"Block1"	"Stim19"	"S"	1	"ML"	647	2.810904281	"Sp"	"ML"	"nonsw"
"11875"	"A11875"	"BE_69"	"Block1"	"Stim20"	"S"	1	"ML"	548	2.738780558	"Sp"	"ML"	"nonsw"
"11876"	"A11876"	"BE_69"	"Block1"	"Stim25"	"S"	1	"ML"	635	2.802773725	"Sp"	"ML"	"nonsw"
"11877"	"A11877"	"BE_69"	"Block1"	"Stim31"	"S"	1	"ML"	609	2.784617293	"Sp"	"ML"	"nonsw"
"11878"	"A11878"	"BE_69"	"Block1"	"Stim07"	"S"	1	"ML"	1344	3.128399269	"Sp"	"ML"	"nonsw"
"11879"	"A11879"	"BE_69"	"Block1"	"Stim08"	"S"	1	"ML"	386	2.586587305	"Sp"	"ML"	"nonsw"
"11880"	"A11880"	"BE_69"	"Block1"	"Stim09"	"S"	1	"ML"	469	2.671172843	"Sp"	"ML"	"nonsw"
"11881"	"A11881"	"BE_69"	"Block2"	"Stim01"	"CSES"	0	"ML"	305	2.484299839	"Eng"	"CS"	"nonsw"
"11882"	"A11882"	"BE_69"	"Block2"	"Stim17"	"CSES"	0	"ML"	812	2.909556029	"Eng"	"CS"	"nonsw"
"11883"	"A11883"	"BE_69"	"Block2"	"Stim02"	"CSES"	0	"ML"	955	2.980003372	"Eng"	"CS"	"nonsw"
"11884"	"A11884"	"BE_69"	"Block2"	"Stim21"	"CSES"	0	"ML"	940	2.973127854	"Eng"	"CS"	"nonsw"
"11885"	"A11885"	"BE_69"	"Block2"	"Stim26"	"CSES"	0	"ML"	871	2.940018155	"Eng"	"CS"	"nonsw"
"11886"	"A11886"	"BE_69"	"Block2"	"Stim27"	"CSES"	0	"ML"	627	2.797267541	"Eng"	"CS"	"nonsw"
"11887"	"A11887"	"BE_69"	"Block2"	"Stim28"	"CSES"	1	"CS"	800	2.903089987	"Eng"	"CS"	"nonsw"
"11888"	"A11888"	"BE_69"	"Block2"	"Stim29"	"CSES"	0	"ML"	541	2.733197265	"Eng"	"CS"	"nonsw"
"11889"	"A11889"	"BE_69"	"Block2"	"Stim03"	"CSES"	0	"ML"	384	2.584331224	"Eng"	"CS"	"nonsw"
"11890"	"A11890"	"BE_69"	"Block2"	"Stim32"	"CSES"	0	"ML"	1022	3.009450896	"Eng"	"CS"	"nonsw"
"11891"	"A11891"	"BE_69"	"Block2"	"Stim13"	"CSSE"	0	"ML"	1829	3.262213705	"Sp"	"CS"	"nonsw"
"11892"	"A11892"	"BE_69"	"Block2"	"Stim18"	"CSSE"	0	"ML"	953	2.979092901	"Sp"	"CS"	"nonsw"
"11893"	"A11893"	"BE_69"	"Block2"	"Stim22"	"CSSE"	0	"ML"	358	2.553883027	"Sp"	"CS"	"nonsw"
"11894"	"A11894"	"BE_69"	"Block2"	"Stim23"	"CSSE"	0	"ML"	497	2.696356389	"Sp"	"CS"	"nonsw"
"11895"	"A11895"	"BE_69"	"Block2"	"Stim24"	"CSSE"	0	"ML"	495	2.694605199	"Sp"	"CS"	"nonsw"
"11896"	"A11896"	"BE_69"	"Block2"	"Stim30"	"CSSE"	0	"ML"	1719	3.235275877	"Sp"	"CS"	"nonsw"
"11897"	"A11897"	"BE_69"	"Block2"	"Stim36"	"CSSE"	0	"ML"	494	2.693726949	"Sp"	"CS"	"nonsw"
"11898"	"A11898"	"BE_69"	"Block2"	"Stim04"	"CSSE"	0	"ML"	408	2.610660163	"Sp"	"CS"	"nonsw"
"11899"	"A11899"	"BE_69"	"Block2"	"Stim05"	"CSSE"	0	"ML"	359	2.555094449	"Sp"	"CS"	"nonsw"
"11900"	"A11900"	"BE_69"	"Block2"	"Stim06"	"CSSE"	0	"ML"	290	2.462397998	"Sp"	"CS"	"nonsw"
"11901"	"A11901"	"BE_69"	"Block2"	"Stim14"	"E"	1	"ML"	992	2.996511672	"Eng"	"ML"	"nonsw"
"11902"	"A11902"	"BE_69"	"Block2"	"Stim15"	"E"	1	"ML"	322	2.507855872	"Eng"	"ML"	"nonsw"
"11903"	"A11903"	"BE_69"	"Block2"	"Stim16"	"E"	1	"ML"	564	2.751279104	"Eng"	"ML"	"nonsw"
"11904"	"A11904"	"BE_69"	"Block2"	"Stim33"	"E"	1	"ML"	516	2.712649702	"Eng"	"ML"	"nonsw"
"11905"	"A11905"	"BE_69"	"Block2"	"Stim34"	"E"	1	"ML"	1494	3.174350597	"Eng"	"ML"	"nonsw"
"11906"	"A11906"	"BE_69"	"Block2"	"Stim35"	"E"	1	"ML"	401	2.603144373	"Eng"	"ML"	"nonsw"
"11907"	"A11907"	"BE_69"	"Block2"	"Stim37"	"E"	1	"ML"	456	2.658964843	"Eng"	"ML"	"nonsw"
"11908"	"A11908"	"BE_69"	"Block2"	"Stim38"	"E"	1	"ML"	790	2.897627091	"Eng"	"ML"	"nonsw"
"11909"	"A11909"	"BE_69"	"Block2"	"Stim39"	"E"	1	"ML"	1112	3.046104787	"Eng"	"ML"	"nonsw"
"11910"	"A11910"	"BE_69"	"Block2"	"Stim40"	"E"	1	"ML"	528	2.722633923	"Eng"	"ML"	"nonsw"
"11911"	"A11911"	"BE_69"	"Block2"	"Stim10"	"S"	1	"ML"	343	2.53529412	"Sp"	"ML"	"nonsw"
"11912"	"A11912"	"BE_69"	"Block2"	"Stim11"	"S"	1	"ML"	446	2.649334859	"Sp"	"ML"	"nonsw"
"11913"	"A11913"	"BE_69"	"Block2"	"Stim12"	"S"	1	"ML"	1238	3.092720645	"Sp"	"ML"	"nonsw"
"11914"	"A11914"	"BE_69"	"Block2"	"Stim19"	"S"	1	"ML"	312	2.494154594	"Sp"	"ML"	"nonsw"
"11915"	"A11915"	"BE_69"	"Block2"	"Stim20"	"S"	1	"ML"	298	2.474216264	"Sp"	"ML"	"nonsw"
"11916"	"A11916"	"BE_69"	"Block2"	"Stim25"	"S"	1	"ML"	433	2.636487896	"Sp"	"ML"	"nonsw"
"11917"	"A11917"	"BE_69"	"Block2"	"Stim31"	"S"	1	"ML"	1048	3.020361283	"Sp"	"ML"	"nonsw"
"11918"	"A11918"	"BE_69"	"Block2"	"Stim07"	"S"	1	"ML"	1672	3.223236273	"Sp"	"ML"	"nonsw"
"11919"	"A11919"	"BE_69"	"Block2"	"Stim08"	"S"	1	"ML"	676	2.829946696	"Sp"	"ML"	"nonsw"
"11920"	"A11920"	"BE_69"	"Block2"	"Stim09"	"S"	1	"ML"	347	2.540329475	"Sp"	"ML"	"nonsw"
"11921"	"A11921"	"BE_69"	"Block3"	"Stim01"	"CSES"	0	"ML"	511	2.7084209	"Eng"	"CS"	"nonsw"
"11922"	"A11922"	"BE_69"	"Block3"	"Stim17"	"CSES"	0	"ML"	1385	3.141449773	"Eng"	"CS"	"nonsw"
"11923"	"A11923"	"BE_69"	"Block3"	"Stim02"	"CSES"	0	"ML"	510	2.707570176	"Eng"	"CS"	"nonsw"
"11924"	"A11924"	"BE_69"	"Block3"	"Stim21"	"CSES"	0	"ML"	229	2.359835482	"Eng"	"CS"	"nonsw"
"11925"	"A11925"	"BE_69"	"Block3"	"Stim26"	"CSES"	0	"ML"	535	2.728353782	"Eng"	"CS"	"nonsw"
"11926"	"A11926"	"BE_69"	"Block3"	"Stim27"	"CSES"	0	"ML"	381	2.580924976	"Eng"	"CS"	"nonsw"
"11927"	"A11927"	"BE_69"	"Block3"	"Stim28"	"CSES"	1	"CS"	1132	3.053846427	"Eng"	"CS"	"nonsw"
"11928"	"A11928"	"BE_69"	"Block3"	"Stim29"	"CSES"	0	"ML"	1239	3.093071306	"Eng"	"CS"	"nonsw"
"11929"	"A11929"	"BE_69"	"Block3"	"Stim03"	"CSES"	0	"ML"	376	2.575187845	"Eng"	"CS"	"nonsw"
"11930"	"A11930"	"BE_69"	"Block3"	"Stim32"	"CSES"	0	"ML"	1083	3.034628457	"Eng"	"CS"	"nonsw"
"11931"	"A11931"	"BE_69"	"Block3"	"Stim13"	"CSSE"	0	"ML"	323	2.509202522	"Sp"	"CS"	"nonsw"
"11932"	"A11932"	"BE_69"	"Block3"	"Stim18"	"CSSE"	0	"ML"	352	2.546542663	"Sp"	"CS"	"nonsw"
"11933"	"A11933"	"BE_69"	"Block3"	"Stim22"	"CSSE"	0	"ML"	307	2.487138375	"Sp"	"CS"	"nonsw"
"11934"	"A11934"	"BE_69"	"Block3"	"Stim23"	"CSSE"	0	"ML"	263	2.419955748	"Sp"	"CS"	"nonsw"
"11935"	"A11935"	"BE_69"	"Block3"	"Stim24"	"CSSE"	0	"ML"	338	2.5289167	"Sp"	"CS"	"nonsw"
"11936"	"A11936"	"BE_69"	"Block3"	"Stim30"	"CSSE"	1	"CS"	1741	3.240798771	"Sp"	"CS"	"nonsw"
"11937"	"A11937"	"BE_69"	"Block3"	"Stim36"	"CSSE"	0	"ML"	370	2.568201724	"Sp"	"CS"	"nonsw"
"11938"	"A11938"	"BE_69"	"Block3"	"Stim04"	"CSSE"	0	"ML"	360	2.556302501	"Sp"	"CS"	"nonsw"
"11939"	"A11939"	"BE_69"	"Block3"	"Stim05"	"CSSE"	0	"ML"	318	2.50242712	"Sp"	"CS"	"nonsw"
"11940"	"A11940"	"BE_69"	"Block3"	"Stim06"	"CSSE"	1	"CS"	626	2.796574333	"Sp"	"CS"	"nonsw"
"11941"	"A11941"	"BE_69"	"Block3"	"Stim14"	"E"	1	"ML"	1049	3.020775488	"Eng"	"ML"	"nonsw"
"11942"	"A11942"	"BE_69"	"Block3"	"Stim15"	"E"	1	"ML"	422	2.625312451	"Eng"	"ML"	"nonsw"
"11943"	"A11943"	"BE_69"	"Block3"	"Stim16"	"E"	1	"ML"	373	2.571708832	"Eng"	"ML"	"nonsw"
"11944"	"A11944"	"BE_69"	"Block3"	"Stim33"	"E"	1	"ML"	295	2.469822016	"Eng"	"ML"	"nonsw"
"11945"	"A11945"	"BE_69"	"Block3"	"Stim34"	"E"	1	"ML"	830	2.919078092	"Eng"	"ML"	"nonsw"
"11946"	"A11946"	"BE_69"	"Block3"	"Stim35"	"E"	1	"ML"	1759	3.245265839	"Eng"	"ML"	"nonsw"
"11947"	"A11947"	"BE_69"	"Block3"	"Stim37"	"E"	1	"ML"	320	2.505149978	"Eng"	"ML"	"nonsw"
"11948"	"A11948"	"BE_69"	"Block3"	"Stim38"	"E"	1	"ML"	587	2.768638101	"Eng"	"ML"	"nonsw"
"11949"	"A11949"	"BE_69"	"Block3"	"Stim39"	"E"	1	"ML"	1142	3.057666104	"Eng"	"ML"	"nonsw"
"11950"	"A11950"	"BE_69"	"Block3"	"Stim40"	"E"	1	"ML"	1087	3.036229544	"Eng"	"ML"	"nonsw"
"11951"	"A11951"	"BE_69"	"Block3"	"Stim10"	"S"	1	"ML"	1164	3.06595298	"Sp"	"ML"	"nonsw"
"11952"	"A11952"	"BE_69"	"Block3"	"Stim11"	"S"	1	"ML"	257	2.409933123	"Sp"	"ML"	"nonsw"
"11953"	"A11953"	"BE_69"	"Block3"	"Stim12"	"S"	1	"ML"	454	2.657055853	"Sp"	"ML"	"nonsw"
"11954"	"A11954"	"BE_69"	"Block3"	"Stim19"	"S"	1	"ML"	332	2.521138084	"Sp"	"ML"	"nonsw"
"11955"	"A11955"	"BE_69"	"Block3"	"Stim20"	"S"	1	"ML"	251	2.399673721	"Sp"	"ML"	"nonsw"
"11956"	"A11956"	"BE_69"	"Block3"	"Stim25"	"S"	1	"ML"	372	2.57054294	"Sp"	"ML"	"nonsw"
"11957"	"A11957"	"BE_69"	"Block3"	"Stim31"	"S"	1	"ML"	435	2.638489257	"Sp"	"ML"	"nonsw"
"11958"	"A11958"	"BE_69"	"Block3"	"Stim07"	"S"	1	"ML"	309	2.489958479	"Sp"	"ML"	"nonsw"
"11959"	"A11959"	"BE_69"	"Block3"	"Stim08"	"S"	1	"ML"	1492	3.173768823	"Sp"	"ML"	"nonsw"
"11960"	"A11960"	"BE_69"	"Block3"	"Stim09"	"S"	1	"ML"	255	2.40654018	"Sp"	"ML"	"nonsw"
"11961"	"A11961"	"BE_69"	"Block4"	"Stim01"	"CSES"	0	"ML"	330	2.51851394	"Eng"	"CS"	"nonsw"
"11962"	"A11962"	"BE_69"	"Block4"	"Stim17"	"CSES"	0	"ML"	357	2.552668216	"Eng"	"CS"	"nonsw"
"11963"	"A11963"	"BE_69"	"Block4"	"Stim02"	"CSES"	0	"ML"	214	2.330413773	"Eng"	"CS"	"nonsw"
"11964"	"A11964"	"BE_69"	"Block4"	"Stim21"	"CSES"	0	"ML"	316	2.499687083	"Eng"	"CS"	"nonsw"
"11965"	"A11965"	"BE_69"	"Block4"	"Stim26"	"CSES"	0	"ML"	1579	3.19838213	"Eng"	"CS"	"nonsw"
"11966"	"A11966"	"BE_69"	"Block4"	"Stim27"	"CSES"	0	"ML"	573	2.758154622	"Eng"	"CS"	"nonsw"
"11967"	"A11967"	"BE_69"	"Block4"	"Stim28"	"CSES"	0	"ML"	275	2.439332694	"Eng"	"CS"	"nonsw"
"11968"	"A11968"	"BE_69"	"Block4"	"Stim29"	"CSES"	0	"ML"	612	2.786751422	"Eng"	"CS"	"nonsw"
"11969"	"A11969"	"BE_69"	"Block4"	"Stim03"	"CSES"	0	"ML"	295	2.469822016	"Eng"	"CS"	"nonsw"
"11970"	"A11970"	"BE_69"	"Block4"	"Stim32"	"CSES"	0	"ML"	1179	3.071513805	"Eng"	"CS"	"nonsw"
"11971"	"A11971"	"BE_69"	"Block4"	"Stim13"	"CSSE"	0	"ML"	483	2.683947131	"Sp"	"CS"	"nonsw"
"11972"	"A11972"	"BE_69"	"Block4"	"Stim18"	"CSSE"	0	"ML"	325	2.511883361	"Sp"	"CS"	"nonsw"
"11973"	"A11973"	"BE_69"	"Block4"	"Stim22"	"CSSE"	0	"ML"	414	2.617000341	"Sp"	"CS"	"nonsw"
"11974"	"A11974"	"BE_69"	"Block4"	"Stim23"	"CSSE"	0	"ML"	347	2.540329475	"Sp"	"CS"	"nonsw"
"11975"	"A11975"	"BE_69"	"Block4"	"Stim24"	"CSSE"	0	"ML"	324	2.51054501	"Sp"	"CS"	"nonsw"
"11976"	"A11976"	"BE_69"	"Block4"	"Stim30"	"CSSE"	0	"ML"	2249	3.351989455	"Sp"	"CS"	"nonsw"
"11977"	"A11977"	"BE_69"	"Block4"	"Stim36"	"CSSE"	0	"ML"	742	2.870403905	"Sp"	"CS"	"nonsw"
"11978"	"A11978"	"BE_69"	"Block4"	"Stim04"	"CSSE"	0	"ML"	319	2.503790683	"Sp"	"CS"	"nonsw"
"11979"	"A11979"	"BE_69"	"Block4"	"Stim05"	"CSSE"	0	"ML"	292	2.465382851	"Sp"	"CS"	"nonsw"
"11980"	"A11980"	"BE_69"	"Block4"	"Stim06"	"CSSE"	0	"ML"	1843	3.265525335	"Sp"	"CS"	"nonsw"
"11981"	"A11981"	"BE_69"	"Block4"	"Stim14"	"E"	1	"ML"	306	2.485721426	"Eng"	"ML"	"nonsw"
"11982"	"A11982"	"BE_69"	"Block4"	"Stim15"	"E"	1	"ML"	357	2.552668216	"Eng"	"ML"	"nonsw"
"11983"	"A11983"	"BE_69"	"Block4"	"Stim16"	"E"	1	"ML"	303	2.481442629	"Eng"	"ML"	"nonsw"
"11984"	"A11984"	"BE_69"	"Block4"	"Stim33"	"E"	1	"ML"	633	2.80140371	"Eng"	"ML"	"nonsw"
"11985"	"A11985"	"BE_69"	"Block4"	"Stim34"	"E"	1	"ML"	337	2.527629901	"Eng"	"ML"	"nonsw"
"11986"	"A11986"	"BE_69"	"Block4"	"Stim35"	"E"	1	"ML"	991	2.996073654	"Eng"	"ML"	"nonsw"
"11987"	"A11987"	"BE_69"	"Block4"	"Stim37"	"E"	1	"ML"	272	2.434568904	"Eng"	"ML"	"nonsw"
"11988"	"A11988"	"BE_69"	"Block4"	"Stim38"	"E"	1	"ML"	261	2.416640507	"Eng"	"ML"	"nonsw"
"11989"	"A11989"	"BE_69"	"Block4"	"Stim39"	"E"	1	"ML"	1941	3.288025535	"Eng"	"ML"	"nonsw"
"11990"	"A11990"	"BE_69"	"Block4"	"Stim40"	"E"	1	"ML"	343	2.53529412	"Eng"	"ML"	"nonsw"
"11991"	"A11991"	"BE_69"	"Block4"	"Stim10"	"S"	1	"ML"	333	2.522444234	"Sp"	"ML"	"nonsw"
"11992"	"A11992"	"BE_69"	"Block4"	"Stim11"	"S"	1	"ML"	118	2.071882007	"Sp"	"ML"	"nonsw"
"11993"	"A11993"	"BE_69"	"Block4"	"Stim12"	"S"	1	"ML"	342	2.534026106	"Sp"	"ML"	"nonsw"
"11994"	"A11994"	"BE_69"	"Block4"	"Stim19"	"S"	1	"ML"	212	2.326335861	"Sp"	"ML"	"nonsw"
"11995"	"A11995"	"BE_69"	"Block4"	"Stim20"	"S"	1	"ML"	362	2.558708571	"Sp"	"ML"	"nonsw"
"11996"	"A11996"	"BE_69"	"Block4"	"Stim25"	"S"	1	"ML"	360	2.556302501	"Sp"	"ML"	"nonsw"
"11997"	"A11997"	"BE_69"	"Block4"	"Stim31"	"S"	1	"ML"	375	2.574031268	"Sp"	"ML"	"nonsw"
"11998"	"A11998"	"BE_69"	"Block4"	"Stim07"	"S"	1	"ML"	1052	3.02201574	"Sp"	"ML"	"nonsw"
"11999"	"A11999"	"BE_69"	"Block4"	"Stim08"	"S"	1	"ML"	197	2.294466226	"Sp"	"ML"	"nonsw"
"12000"	"A12000"	"BE_69"	"Block4"	"Stim09"	"S"	1	"ML"	309	2.489958479	"Sp"	"ML"	"nonsw"
"12001"	"A12001"	"BE_70"	"Block1"	"Stim01"	"CSES"	0	"ML"	1852	3.267640982	"Eng"	"CS"	"nonsw"
"12002"	"A12002"	"BE_70"	"Block1"	"Stim17"	"CSES"	0	"ML"	800	2.903089987	"Eng"	"CS"	"nonsw"
"12003"	"A12003"	"BE_70"	"Block1"	"Stim02"	"CSES"	1	"CS"	948	2.976808337	"Eng"	"CS"	"nonsw"
"12004"	"A12004"	"BE_70"	"Block1"	"Stim21"	"CSES"	0	"ML"	1158	3.063708559	"Eng"	"CS"	"nonsw"
"12005"	"A12005"	"BE_70"	"Block1"	"Stim26"	"CSES"	0	"ML"	4121	3.615002615	"Eng"	"CS"	"nonsw"
"12006"	"A12006"	"BE_70"	"Block1"	"Stim27"	"CSES"	0	"ML"	2949	3.469674773	"Eng"	"CS"	"nonsw"
"12007"	"A12007"	"BE_70"	"Block1"	"Stim28"	"CSES"	0	"ML"	2069	3.315760491	"Eng"	"CS"	"nonsw"
"12008"	"A12008"	"BE_70"	"Block1"	"Stim29"	"CSES"	1	"CS"	1392	3.143639235	"Eng"	"CS"	"nonsw"
"12009"	"A12009"	"BE_70"	"Block1"	"Stim03"	"CSES"	0	"ML"	5517	3.741702984	"Eng"	"CS"	"nonsw"
"12010"	"A12010"	"BE_70"	"Block1"	"Stim32"	"CSES"	0	"ML"	1079	3.033021445	"Eng"	"CS"	"nonsw"
"12011"	"A12011"	"BE_70"	"Block1"	"Stim13"	"CSSE"	0	"ML"	532	2.725911632	"Sp"	"CS"	"nonsw"
"12012"	"A12012"	"BE_70"	"Block1"	"Stim18"	"CSSE"	0	"ML"	831	2.919601024	"Sp"	"CS"	"nonsw"
"12013"	"A12013"	"BE_70"	"Block1"	"Stim22"	"CSSE"	0	"ML"	869	2.939019776	"Sp"	"CS"	"nonsw"
"12014"	"A12014"	"BE_70"	"Block1"	"Stim23"	"CSSE"	1	"CS"	500	2.698970004	"Sp"	"CS"	"nonsw"
"12016"	"A12016"	"BE_70"	"Block1"	"Stim30"	"CSSE"	0	"ML"	527	2.721810615	"Sp"	"CS"	"nonsw"
"12017"	"A12017"	"BE_70"	"Block1"	"Stim36"	"CSSE"	0	"ML"	295	2.469822016	"Sp"	"CS"	"nonsw"
"12018"	"A12018"	"BE_70"	"Block1"	"Stim04"	"CSSE"	0	"ML"	1887	3.2757719	"Sp"	"CS"	"nonsw"
"12019"	"A12019"	"BE_70"	"Block1"	"Stim05"	"CSSE"	0	"ML"	1835	3.263636069	"Sp"	"CS"	"nonsw"
"12020"	"A12020"	"BE_70"	"Block1"	"Stim06"	"CSSE"	0	"ML"	935	2.970811611	"Sp"	"CS"	"nonsw"
"12021"	"A12021"	"BE_70"	"Block1"	"Stim14"	"E"	1	"ML"	923	2.965201701	"Eng"	"ML"	"nonsw"
"12022"	"A12022"	"BE_70"	"Block1"	"Stim15"	"E"	1	"ML"	1846	3.266231697	"Eng"	"ML"	"nonsw"
"12023"	"A12023"	"BE_70"	"Block1"	"Stim16"	"E"	1	"ML"	1938	3.287353773	"Eng"	"ML"	"nonsw"
"12024"	"A12024"	"BE_70"	"Block1"	"Stim33"	"E"	0	"CS"	2164	3.335257256	"Eng"	"ML"	"nonsw"
"12025"	"A12025"	"BE_70"	"Block1"	"Stim34"	"E"	1	"ML"	1005	3.002166062	"Eng"	"ML"	"nonsw"
"12026"	"A12026"	"BE_70"	"Block1"	"Stim35"	"E"	1	"ML"	2197	3.341830057	"Eng"	"ML"	"nonsw"
"12027"	"A12027"	"BE_70"	"Block1"	"Stim37"	"E"	1	"ML"	4058	3.608312043	"Eng"	"ML"	"nonsw"
"12028"	"A12028"	"BE_70"	"Block1"	"Stim38"	"E"	1	"ML"	3598	3.556061159	"Eng"	"ML"	"nonsw"
"12030"	"A12030"	"BE_70"	"Block1"	"Stim40"	"E"	1	"ML"	1788	3.252367514	"Eng"	"ML"	"nonsw"
"12031"	"A12031"	"BE_70"	"Block1"	"Stim10"	"S"	1	"ML"	1473	3.168202747	"Sp"	"ML"	"nonsw"
"12032"	"A12032"	"BE_70"	"Block1"	"Stim11"	"S"	1	"ML"	1376	3.138618434	"Sp"	"ML"	"nonsw"
"12033"	"A12033"	"BE_70"	"Block1"	"Stim12"	"S"	1	"ML"	1304	3.115277591	"Sp"	"ML"	"nonsw"
"12034"	"A12034"	"BE_70"	"Block1"	"Stim19"	"S"	1	"ML"	424	2.627365857	"Sp"	"ML"	"nonsw"
"12035"	"A12035"	"BE_70"	"Block1"	"Stim20"	"S"	1	"ML"	1866	3.270911639	"Sp"	"ML"	"nonsw"
"12036"	"A12036"	"BE_70"	"Block1"	"Stim25"	"S"	1	"ML"	1882	3.274619619	"Sp"	"ML"	"nonsw"
"12038"	"A12038"	"BE_70"	"Block1"	"Stim07"	"S"	1	"ML"	1717	3.234770295	"Sp"	"ML"	"nonsw"
"12039"	"A12039"	"BE_70"	"Block1"	"Stim08"	"S"	1	"ML"	865	2.937016107	"Sp"	"ML"	"nonsw"
"12041"	"A12041"	"BE_70"	"Block2"	"Stim01"	"CSES"	0	"ML"	1300	3.113943352	"Eng"	"CS"	"nonsw"
"12042"	"A12042"	"BE_70"	"Block2"	"Stim17"	"CSES"	0	"ML"	1255	3.098643726	"Eng"	"CS"	"nonsw"
"12043"	"A12043"	"BE_70"	"Block2"	"Stim02"	"CSES"	0	"ML"	452	2.655138435	"Eng"	"CS"	"nonsw"
"12044"	"A12044"	"BE_70"	"Block2"	"Stim21"	"CSES"	0	"ML"	711	2.851869601	"Eng"	"CS"	"nonsw"
"12045"	"A12045"	"BE_70"	"Block2"	"Stim26"	"CSES"	0	"ML"	582	2.764922985	"Eng"	"CS"	"nonsw"
"12046"	"A12046"	"BE_70"	"Block2"	"Stim27"	"CSES"	0	"ML"	1421	3.152594078	"Eng"	"CS"	"nonsw"
"12047"	"A12047"	"BE_70"	"Block2"	"Stim28"	"CSES"	0	"ML"	773	2.888179494	"Eng"	"CS"	"nonsw"
"12048"	"A12048"	"BE_70"	"Block2"	"Stim29"	"CSES"	0	"ML"	1443	3.159266331	"Eng"	"CS"	"nonsw"
"12049"	"A12049"	"BE_70"	"Block2"	"Stim03"	"CSES"	0	"ML"	1330	3.123851641	"Eng"	"CS"	"nonsw"
"12050"	"A12050"	"BE_70"	"Block2"	"Stim32"	"CSES"	0	"ML"	231	2.36361198	"Eng"	"CS"	"nonsw"
"12051"	"A12051"	"BE_70"	"Block2"	"Stim13"	"CSSE"	0	"ML"	356	2.551449998	"Sp"	"CS"	"nonsw"
"12052"	"A12052"	"BE_70"	"Block2"	"Stim18"	"CSSE"	0	"ML"	362	2.558708571	"Sp"	"CS"	"nonsw"
"12053"	"A12053"	"BE_70"	"Block2"	"Stim22"	"CSSE"	0	"ML"	766	2.88422877	"Sp"	"CS"	"nonsw"
"12054"	"A12054"	"BE_70"	"Block2"	"Stim23"	"CSSE"	0	"ML"	227	2.356025857	"Sp"	"CS"	"nonsw"
"12055"	"A12055"	"BE_70"	"Block2"	"Stim24"	"CSSE"	0	"ML"	537	2.729974286	"Sp"	"CS"	"nonsw"
"12056"	"A12056"	"BE_70"	"Block2"	"Stim30"	"CSSE"	0	"ML"	1302	3.114610984	"Sp"	"CS"	"nonsw"
"12057"	"A12057"	"BE_70"	"Block2"	"Stim36"	"CSSE"	0	"ML"	121	2.08278537	"Sp"	"CS"	"nonsw"
"12058"	"A12058"	"BE_70"	"Block2"	"Stim04"	"CSSE"	0	"ML"	299	2.475671188	"Sp"	"CS"	"nonsw"
"12059"	"A12059"	"BE_70"	"Block2"	"Stim05"	"CSSE"	0	"ML"	292	2.465382851	"Sp"	"CS"	"nonsw"
"12060"	"A12060"	"BE_70"	"Block2"	"Stim06"	"CSSE"	0	"ML"	254	2.404833717	"Sp"	"CS"	"nonsw"
"12061"	"A12061"	"BE_70"	"Block2"	"Stim14"	"E"	1	"ML"	545	2.736396502	"Eng"	"ML"	"nonsw"
"12062"	"A12062"	"BE_70"	"Block2"	"Stim15"	"E"	1	"ML"	1810	3.257678575	"Eng"	"ML"	"nonsw"
"12063"	"A12063"	"BE_70"	"Block2"	"Stim16"	"E"	1	"ML"	388	2.588831726	"Eng"	"ML"	"nonsw"
"12064"	"A12064"	"BE_70"	"Block2"	"Stim33"	"E"	0	"CS"	1054	3.022840611	"Eng"	"ML"	"nonsw"
"12065"	"A12065"	"BE_70"	"Block2"	"Stim34"	"E"	1	"ML"	2022	3.305781151	"Eng"	"ML"	"nonsw"
"12066"	"A12066"	"BE_70"	"Block2"	"Stim35"	"E"	1	"ML"	2526	3.402433346	"Eng"	"ML"	"nonsw"
"12067"	"A12067"	"BE_70"	"Block2"	"Stim37"	"E"	1	"ML"	564	2.751279104	"Eng"	"ML"	"nonsw"
"12068"	"A12068"	"BE_70"	"Block2"	"Stim38"	"E"	1	"ML"	606	2.782472624	"Eng"	"ML"	"nonsw"
"12069"	"A12069"	"BE_70"	"Block2"	"Stim39"	"E"	1	"ML"	815	2.911157609	"Eng"	"ML"	"nonsw"
"12070"	"A12070"	"BE_70"	"Block2"	"Stim40"	"E"	1	"ML"	863	2.936010796	"Eng"	"ML"	"nonsw"
"12071"	"A12071"	"BE_70"	"Block2"	"Stim10"	"S"	0	"CS"	1022	3.009450896	"Sp"	"ML"	"nonsw"
"12072"	"A12072"	"BE_70"	"Block2"	"Stim11"	"S"	1	"ML"	603	2.780317312	"Sp"	"ML"	"nonsw"
