Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context	Group
A566	BE_08	Block3	Stim27	CSES	0	ML	1025	Eng	CS	nonsw
A567	BE_08	Block3	Stim28	CSES	0	ML	337	Eng	CS	nonsw
A568	BE_08	Block3	Stim29	CSES	0	ML	517	Eng	CS	nonsw
A569	BE_08	Block3	Stim03	CSES	0	ML	390	Eng	CS	nonsw
A570	BE_08	Block3	Stim32	CSES	0	ML	1647	Eng	CS	nonsw
A601	BE_08	Block4	Stim01	CSES	0	ML	181	Eng	CS	nonsw
A602	BE_08	Block4	Stim17	CSES	0	ML	203	Eng	CS	nonsw
A603	BE_08	Block4	Stim02	CSES	0	ML	2571	Eng	CS	nonsw
A604	BE_08	Block4	Stim21	CSES	0	ML	151	Eng	CS	nonsw
A605	BE_08	Block4	Stim26	CSES	0	ML	469	Eng	CS	nonsw
A606	BE_08	Block4	Stim27	CSES	0	ML	1313	Eng	CS	nonsw
A607	BE_08	Block4	Stim28	CSES	0	ML	284	Eng	CS	nonsw
A608	BE_08	Block4	Stim29	CSES	0	ML	249	Eng	CS	nonsw
A610	BE_08	Block4	Stim32	CSES	0	ML	2463	Eng	CS	nonsw
A641	BE_10	Block1	Stim01	CSES	0	ML	1015	Eng	CS	nonsw
A642	BE_10	Block1	Stim17	CSES	0	ML	599	Eng	CS	nonsw
A643	BE_10	Block1	Stim02	CSES	0	ML	3352	Eng	CS	nonsw
A644	BE_10	Block1	Stim21	CSES	0	ML	2175	Eng	CS	nonsw
A645	BE_10	Block1	Stim26	CSES	0	ML	2009	Eng	CS	nonsw
A646	BE_10	Block1	Stim27	CSES	0	ML	1307	Eng	CS	nonsw
A647	BE_10	Block1	Stim28	CSES	0	ML	1748	Eng	CS	nonsw
A648	BE_10	Block1	Stim29	CSES	0	ML	2524	Eng	CS	nonsw
A650	BE_10	Block1	Stim32	CSES	0	ML	1994	Eng	CS	nonsw
A681	BE_10	Block2	Stim01	CSES	0	ML	1512	Eng	CS	nonsw
A682	BE_10	Block2	Stim17	CSES	0	ML	3392	Eng	CS	nonsw
A683	BE_10	Block2	Stim02	CSES	0	ML	629	Eng	CS	nonsw
A684	BE_10	Block2	Stim21	CSES	0	ML	800	Eng	CS	nonsw
A685	BE_10	Block2	Stim26	CSES	0	ML	394	Eng	CS	nonsw
A686	BE_10	Block2	Stim27	CSES	0	ML	825	Eng	CS	nonsw
A687	BE_10	Block2	Stim28	CSES	0	ML	13643	Eng	CS	nonsw
A688	BE_10	Block2	Stim29	CSES	0	ML	3109	Eng	CS	nonsw
A689	BE_10	Block2	Stim03	CSES	0	ML	1536	Eng	CS	nonsw
A690	BE_10	Block2	Stim32	CSES	0	ML	1627	Eng	CS	nonsw
A721	BE_10	Block3	Stim01	CSES	0	ML	390	Eng	CS	nonsw
A722	BE_10	Block3	Stim17	CSES	0	ML	3070	Eng	CS	nonsw
A723	BE_10	Block3	Stim02	CSES	0	ML	254	Eng	CS	nonsw
A724	BE_10	Block3	Stim21	CSES	0	ML	1468	Eng	CS	nonsw
A725	BE_10	Block3	Stim26	CSES	0	ML	1745	Eng	CS	nonsw
A726	BE_10	Block3	Stim27	CSES	0	ML	1306	Eng	CS	nonsw
A727	BE_10	Block3	Stim28	CSES	0	ML	380	Eng	CS	nonsw
A728	BE_10	Block3	Stim29	CSES	0	ML	1071	Eng	CS	nonsw
A729	BE_10	Block3	Stim03	CSES	0	ML	389	Eng	CS	nonsw
A730	BE_10	Block3	Stim32	CSES	0	ML	589	Eng	CS	nonsw
A761	BE_10	Block4	Stim01	CSES	0	ML	490	Eng	CS	nonsw
A762	BE_10	Block4	Stim17	CSES	0	ML	506	Eng	CS	nonsw
A763	BE_10	Block4	Stim02	CSES	0	ML	265	Eng	CS	nonsw
A764	BE_10	Block4	Stim21	CSES	0	ML	324	Eng	CS	nonsw
A765	BE_10	Block4	Stim26	CSES	0	ML	458	Eng	CS	nonsw
A766	BE_10	Block4	Stim27	CSES	0	ML	622	Eng	CS	nonsw
A767	BE_10	Block4	Stim28	CSES	0	ML	2797	Eng	CS	nonsw
A768	BE_10	Block4	Stim29	CSES	0	ML	363	Eng	CS	nonsw
A769	BE_10	Block4	Stim03	CSES	0	ML	355	Eng	CS	nonsw
A770	BE_10	Block4	Stim32	CSES	0	ML	2494	Eng	CS	nonsw
A801	BE_12	Block1	Stim01	CSES	0	ML	3962	Eng	CS	nonsw
A802	BE_12	Block1	Stim17	CSES	0	ML	3693	Eng	CS	nonsw
A803	BE_12	Block1	Stim02	CSES	0	ML	5860	Eng	CS	nonsw
A804	BE_12	Block1	Stim21	CSES	0	ML	1277	Eng	CS	nonsw
A805	BE_12	Block1	Stim26	CSES	0	ML	1760	Eng	CS	nonsw
A806	BE_12	Block1	Stim27	CSES	0	ML	4410	Eng	CS	nonsw
A807	BE_12	Block1	Stim28	CSES	0	ML	4192	Eng	CS	nonsw
A808	BE_12	Block1	Stim29	CSES	0	ML	4325	Eng	CS	nonsw
A809	BE_12	Block1	Stim03	CSES	0	ML	1574	Eng	CS	nonsw
A810	BE_12	Block1	Stim32	CSES	0	ML	2696	Eng	CS	nonsw
A841	BE_12	Block2	Stim01	CSES	0	ML	3406	Eng	CS	nonsw
A843	BE_12	Block2	Stim02	CSES	0	ML	1677	Eng	CS	nonsw
A844	BE_12	Block2	Stim21	CSES	0	ML	2154	Eng	CS	nonsw
A845	BE_12	Block2	Stim26	CSES	0	ML	1446	Eng	CS	nonsw
A846	BE_12	Block2	Stim27	CSES	0	ML	2801	Eng	CS	nonsw
A847	BE_12	Block2	Stim28	CSES	0	ML	3056	Eng	CS	nonsw
A848	BE_12	Block2	Stim29	CSES	0	ML	5793	Eng	CS	nonsw
A849	BE_12	Block2	Stim03	CSES	0	ML	1832	Eng	CS	nonsw
A850	BE_12	Block2	Stim32	CSES	0	ML	1834	Eng	CS	nonsw
A881	BE_12	Block3	Stim01	CSES	0	ML	1184	Eng	CS	nonsw
A882	BE_12	Block3	Stim17	CSES	0	ML	10676	Eng	CS	nonsw
A883	BE_12	Block3	Stim02	CSES	0	ML	947	Eng	CS	nonsw
A884	BE_12	Block3	Stim21	CSES	0	ML	952	Eng	CS	nonsw
A885	BE_12	Block3	Stim26	CSES	0	ML	2679	Eng	CS	nonsw
A886	BE_12	Block3	Stim27	CSES	0	ML	2599	Eng	CS	nonsw
A887	BE_12	Block3	Stim28	CSES	0	ML	5262	Eng	CS	nonsw
A888	BE_12	Block3	Stim29	CSES	0	ML	1569	Eng	CS	nonsw
A889	BE_12	Block3	Stim03	CSES	0	ML	680	Eng	CS	nonsw
A890	BE_12	Block3	Stim32	CSES	0	ML	3372	Eng	CS	nonsw
A921	BE_12	Block4	Stim01	CSES	0	ML	15079	Eng	CS	nonsw
A922	BE_12	Block4	Stim17	CSES	0	ML	3429	Eng	CS	nonsw
A923	BE_12	Block4	Stim02	CSES	0	ML	845	Eng	CS	nonsw
A924	BE_12	Block4	Stim21	CSES	0	ML	4151	Eng	CS	nonsw
A925	BE_12	Block4	Stim26	CSES	0	ML	3998	Eng	CS	nonsw
A926	BE_12	Block4	Stim27	CSES	0	ML	1670	Eng	CS	nonsw
A927	BE_12	Block4	Stim28	CSES	0	ML	3281	Eng	CS	nonsw
A928	BE_12	Block4	Stim29	CSES	0	ML	2966	Eng	CS	nonsw
A929	BE_12	Block4	Stim03	CSES	0	ML	8017	Eng	CS	nonsw
A961	BE_13	Block1	Stim01	CSES	0	ML	1633	Eng	CS	nonsw
A962	BE_13	Block1	Stim17	CSES	0	ML	2385	Eng	CS	nonsw
A963	BE_13	Block1	Stim02	CSES	0	ML	1052	Eng	CS	nonsw
A964	BE_13	Block1	Stim21	CSES	0	ML	1981	Eng	CS	nonsw
A966	BE_13	Block1	Stim27	CSES	0	ML	1467	Eng	CS	nonsw
A968	BE_13	Block1	Stim29	CSES	0	ML	1779	Eng	CS	nonsw
A969	BE_13	Block1	Stim03	CSES	0	ML	1694	Eng	CS	nonsw
A1001	BE_13	Block2	Stim01	CSES	0	ML	1856	Eng	CS	nonsw
A1002	BE_13	Block2	Stim17	CSES	0	ML	1567	Eng	CS	nonsw
A1003	BE_13	Block2	Stim02	CSES	0	ML	1529	Eng	CS	nonsw
A1004	BE_13	Block2	Stim21	CSES	0	ML	1139	Eng	CS	nonsw
A1006	BE_13	Block2	Stim27	CSES	0	ML	1645	Eng	CS	nonsw
A1008	BE_13	Block2	Stim29	CSES	0	ML	1580	Eng	CS	nonsw
A1009	BE_13	Block2	Stim03	CSES	0	ML	1112	Eng	CS	nonsw
A1010	BE_13	Block2	Stim32	CSES	0	ML	1441	Eng	CS	nonsw
A1041	BE_13	Block3	Stim01	CSES	0	ML	661	Eng	CS	nonsw
A1042	BE_13	Block3	Stim17	CSES	0	ML	1583	Eng	CS	nonsw
A1043	BE_13	Block3	Stim02	CSES	0	ML	1392	Eng	CS	nonsw
A1044	BE_13	Block3	Stim21	CSES	0	ML	1247	Eng	CS	nonsw
A1045	BE_13	Block3	Stim26	CSES	0	ML	1862	Eng	CS	nonsw
A1046	BE_13	Block3	Stim27	CSES	0	ML	477	Eng	CS	nonsw
A1047	BE_13	Block3	Stim28	CSES	0	ML	1104	Eng	CS	nonsw
A1048	BE_13	Block3	Stim29	CSES	0	ML	1798	Eng	CS	nonsw
A1049	BE_13	Block3	Stim03	CSES	0	ML	866	Eng	CS	nonsw
A1050	BE_13	Block3	Stim32	CSES	0	ML	1375	Eng	CS	nonsw
A1081	BE_13	Block4	Stim01	CSES	0	ML	1361	Eng	CS	nonsw
A1083	BE_13	Block4	Stim02	CSES	0	ML	907	Eng	CS	nonsw
A1087	BE_13	Block4	Stim28	CSES	0	ML	1668	Eng	CS	nonsw
A1088	BE_13	Block4	Stim29	CSES	0	ML	1025	Eng	CS	nonsw
A1089	BE_13	Block4	Stim03	CSES	0	ML	915	Eng	CS	nonsw
A1121	BE_14	Block1	Stim01	CSES	0	ML	2989	Eng	CS	nonsw
A1122	BE_14	Block1	Stim17	CSES	0	ML	1249	Eng	CS	nonsw
A1123	BE_14	Block1	Stim02	CSES	0	ML	981	Eng	CS	nonsw
A1124	BE_14	Block1	Stim21	CSES	0	ML	951	Eng	CS	nonsw
A1125	BE_14	Block1	Stim26	CSES	0	ML	959	Eng	CS	nonsw
A1126	BE_14	Block1	Stim27	CSES	0	ML	806	Eng	CS	nonsw
A1127	BE_14	Block1	Stim28	CSES	0	ML	2824	Eng	CS	nonsw
A1128	BE_14	Block1	Stim29	CSES	0	ML	1186	Eng	CS	nonsw
A1129	BE_14	Block1	Stim03	CSES	0	ML	5265	Eng	CS	nonsw
A1161	BE_14	Block2	Stim01	CSES	0	ML	206	Eng	CS	nonsw
A1162	BE_14	Block2	Stim17	CSES	0	ML	639	Eng	CS	nonsw
A1163	BE_14	Block2	Stim02	CSES	0	ML	1425	Eng	CS	nonsw
A1164	BE_14	Block2	Stim21	CSES	0	ML	863	Eng	CS	nonsw
A1165	BE_14	Block2	Stim26	CSES	0	ML	893	Eng	CS	nonsw
A1166	BE_14	Block2	Stim27	CSES	0	ML	802	Eng	CS	nonsw
A1168	BE_14	Block2	Stim29	CSES	0	ML	794	Eng	CS	nonsw
A1169	BE_14	Block2	Stim03	CSES	0	ML	2455	Eng	CS	nonsw
A1170	BE_14	Block2	Stim32	CSES	0	ML	1161	Eng	CS	nonsw
A1201	BE_14	Block3	Stim01	CSES	0	ML	298	Eng	CS	nonsw
A1202	BE_14	Block3	Stim17	CSES	0	ML	2025	Eng	CS	nonsw
A1203	BE_14	Block3	Stim02	CSES	0	ML	218	Eng	CS	nonsw
A1204	BE_14	Block3	Stim21	CSES	0	ML	868	Eng	CS	nonsw
A1205	BE_14	Block3	Stim26	CSES	0	ML	381	Eng	CS	nonsw
A1206	BE_14	Block3	Stim27	CSES	0	ML	307	Eng	CS	nonsw
A1207	BE_14	Block3	Stim28	CSES	0	ML	410	Eng	CS	nonsw
A1208	BE_14	Block3	Stim29	CSES	0	ML	932	Eng	CS	nonsw
A1209	BE_14	Block3	Stim03	CSES	0	ML	2035	Eng	CS	nonsw
A1210	BE_14	Block3	Stim32	CSES	0	ML	2131	Eng	CS	nonsw
A1241	BE_14	Block4	Stim01	CSES	0	ML	533	Eng	CS	nonsw
A1242	BE_14	Block4	Stim17	CSES	0	ML	2755	Eng	CS	nonsw
A1243	BE_14	Block4	Stim02	CSES	0	ML	431	Eng	CS	nonsw
A1244	BE_14	Block4	Stim21	CSES	0	ML	811	Eng	CS	nonsw
A1245	BE_14	Block4	Stim26	CSES	0	ML	618	Eng	CS	nonsw
A1246	BE_14	Block4	Stim27	CSES	0	ML	539	Eng	CS	nonsw
A1247	BE_14	Block4	Stim28	CSES	0	ML	1098	Eng	CS	nonsw
A1248	BE_14	Block4	Stim29	CSES	0	ML	426	Eng	CS	nonsw
A1249	BE_14	Block4	Stim03	CSES	0	ML	2812	Eng	CS	nonsw
A1250	BE_14	Block4	Stim32	CSES	0	ML	5136	Eng	CS	nonsw
A1281	BE_15	Block1	Stim01	CSES	0	ML	3377	Eng	CS	nonsw
A1282	BE_15	Block1	Stim17	CSES	0	ML	2160	Eng	CS	nonsw
A1283	BE_15	Block1	Stim02	CSES	0	ML	1267	Eng	CS	nonsw
A1284	BE_15	Block1	Stim21	CSES	0	ML	1530	Eng	CS	nonsw
A1285	BE_15	Block1	Stim26	CSES	0	ML	1594	Eng	CS	nonsw
A1287	BE_15	Block1	Stim28	CSES	0	ML	3205	Eng	CS	nonsw
A1288	BE_15	Block1	Stim29	CSES	0	ML	1841	Eng	CS	nonsw
A1289	BE_15	Block1	Stim03	CSES	0	ML	2281	Eng	CS	nonsw
A1290	BE_15	Block1	Stim32	CSES	0	ML	1417	Eng	CS	nonsw
A1321	BE_15	Block2	Stim01	CSES	0	ML	1291	Eng	CS	nonsw
A1322	BE_15	Block2	Stim17	CSES	0	ML	2321	Eng	CS	nonsw
A1323	BE_15	Block2	Stim02	CSES	0	ML	4469	Eng	CS	nonsw
A1324	BE_15	Block2	Stim21	CSES	0	ML	517	Eng	CS	nonsw
A1325	BE_15	Block2	Stim26	CSES	0	ML	174	Eng	CS	nonsw
A1326	BE_15	Block2	Stim27	CSES	0	ML	642	Eng	CS	nonsw
A1327	BE_15	Block2	Stim28	CSES	0	ML	567	Eng	CS	nonsw
A1328	BE_15	Block2	Stim29	CSES	0	ML	470	Eng	CS	nonsw
A1329	BE_15	Block2	Stim03	CSES	0	ML	845	Eng	CS	nonsw
A1330	BE_15	Block2	Stim32	CSES	0	ML	958	Eng	CS	nonsw
A1361	BE_15	Block3	Stim01	CSES	0	ML	376	Eng	CS	nonsw
A1362	BE_15	Block3	Stim17	CSES	0	ML	302	Eng	CS	nonsw
A1363	BE_15	Block3	Stim02	CSES	0	ML	439	Eng	CS	nonsw
A1365	BE_15	Block3	Stim26	CSES	0	ML	942	Eng	CS	nonsw
A1366	BE_15	Block3	Stim27	CSES	0	ML	345	Eng	CS	nonsw
A1367	BE_15	Block3	Stim28	CSES	0	ML	936	Eng	CS	nonsw
A1368	BE_15	Block3	Stim29	CSES	0	ML	612	Eng	CS	nonsw
A1369	BE_15	Block3	Stim03	CSES	0	ML	310	Eng	CS	nonsw
A1370	BE_15	Block3	Stim32	CSES	0	ML	1444	Eng	CS	nonsw
A1401	BE_15	Block4	Stim01	CSES	0	ML	286	Eng	CS	nonsw
A1402	BE_15	Block4	Stim17	CSES	0	ML	126	Eng	CS	nonsw
A1403	BE_15	Block4	Stim02	CSES	0	ML	325	Eng	CS	nonsw
A1404	BE_15	Block4	Stim21	CSES	0	ML	221	Eng	CS	nonsw
A1405	BE_15	Block4	Stim26	CSES	0	ML	370	Eng	CS	nonsw
A1406	BE_15	Block4	Stim27	CSES	0	ML	221	Eng	CS	nonsw
A1407	BE_15	Block4	Stim28	CSES	0	ML	405	Eng	CS	nonsw
A1408	BE_15	Block4	Stim29	CSES	0	ML	350	Eng	CS	nonsw
A1409	BE_15	Block4	Stim03	CSES	0	ML	439	Eng	CS	nonsw
A1410	BE_15	Block4	Stim32	CSES	0	ML	395	Eng	CS	nonsw
A1441	BE_16	Block1	Stim01	CSES	0	ML	619	Eng	CS	nonsw
A1442	BE_16	Block1	Stim17	CSES	0	ML	1703	Eng	CS	nonsw
A1444	BE_16	Block1	Stim21	CSES	0	ML	2827	Eng	CS	nonsw
A1445	BE_16	Block1	Stim26	CSES	0	ML	1315	Eng	CS	nonsw
A1446	BE_16	Block1	Stim27	CSES	0	ML	399	Eng	CS	nonsw
A1447	BE_16	Block1	Stim28	CSES	0	ML	1785	Eng	CS	nonsw
A1448	BE_16	Block1	Stim29	CSES	0	ML	381	Eng	CS	nonsw
A1450	BE_16	Block1	Stim32	CSES	0	ML	698	Eng	CS	nonsw
A1481	BE_16	Block2	Stim01	CSES	0	ML	895	Eng	CS	nonsw
A1482	BE_16	Block2	Stim17	CSES	0	ML	265	Eng	CS	nonsw
A1484	BE_16	Block2	Stim21	CSES	0	ML	2458	Eng	CS	nonsw
A1485	BE_16	Block2	Stim26	CSES	0	ML	1815	Eng	CS	nonsw
A1486	BE_16	Block2	Stim27	CSES	0	ML	327	Eng	CS	nonsw
A1487	BE_16	Block2	Stim28	CSES	0	ML	291	Eng	CS	nonsw
A1488	BE_16	Block2	Stim29	CSES	0	ML	717	Eng	CS	nonsw
A1489	BE_16	Block2	Stim03	CSES	0	ML	387	Eng	CS	nonsw
A1490	BE_16	Block2	Stim32	CSES	0	ML	747	Eng	CS	nonsw
A1521	BE_16	Block3	Stim01	CSES	0	ML	287	Eng	CS	nonsw
A1522	BE_16	Block3	Stim17	CSES	0	ML	811	Eng	CS	nonsw
A1523	BE_16	Block3	Stim02	CSES	0	ML	228	Eng	CS	nonsw
A1524	BE_16	Block3	Stim21	CSES	0	ML	313	Eng	CS	nonsw
A1525	BE_16	Block3	Stim26	CSES	0	ML	868	Eng	CS	nonsw
A1526	BE_16	Block3	Stim27	CSES	0	ML	375	Eng	CS	nonsw
A1527	BE_16	Block3	Stim28	CSES	0	ML	233	Eng	CS	nonsw
A1528	BE_16	Block3	Stim29	CSES	0	ML	2442	Eng	CS	nonsw
A1529	BE_16	Block3	Stim03	CSES	0	ML	237	Eng	CS	nonsw
A1530	BE_16	Block3	Stim32	CSES	0	ML	1654	Eng	CS	nonsw
A1561	BE_16	Block4	Stim01	CSES	0	ML	314	Eng	CS	nonsw
A1563	BE_16	Block4	Stim02	CSES	0	ML	123	Eng	CS	nonsw
A1564	BE_16	Block4	Stim21	CSES	0	ML	930	Eng	CS	nonsw
A1566	BE_16	Block4	Stim27	CSES	0	ML	208	Eng	CS	nonsw
A1567	BE_16	Block4	Stim28	CSES	0	ML	612	Eng	CS	nonsw
A1568	BE_16	Block4	Stim29	CSES	0	ML	499	Eng	CS	nonsw
A1570	BE_16	Block4	Stim32	CSES	0	ML	1533	Eng	CS	nonsw
A1601	BE_17	Block1	Stim01	CSES	0	ML	2674	Eng	CS	nonsw
A1602	BE_17	Block1	Stim17	CSES	0	ML	2274	Eng	CS	nonsw
A1603	BE_17	Block1	Stim02	CSES	0	ML	1431	Eng	CS	nonsw
A1604	BE_17	Block1	Stim21	CSES	0	ML	818	Eng	CS	nonsw
A1605	BE_17	Block1	Stim26	CSES	0	ML	2416	Eng	CS	nonsw
A1606	BE_17	Block1	Stim27	CSES	0	ML	3117	Eng	CS	nonsw
A1607	BE_17	Block1	Stim28	CSES	0	ML	3073	Eng	CS	nonsw
A1609	BE_17	Block1	Stim03	CSES	0	ML	1147	Eng	CS	nonsw
A1641	BE_17	Block2	Stim01	CSES	0	ML	880	Eng	CS	nonsw
A1642	BE_17	Block2	Stim17	CSES	0	ML	1255	Eng	CS	nonsw
A1643	BE_17	Block2	Stim02	CSES	0	ML	667	Eng	CS	nonsw
A1644	BE_17	Block2	Stim21	CSES	0	ML	752	Eng	CS	nonsw
A1645	BE_17	Block2	Stim26	CSES	0	ML	630	Eng	CS	nonsw
A1646	BE_17	Block2	Stim27	CSES	0	ML	720	Eng	CS	nonsw
A1647	BE_17	Block2	Stim28	CSES	0	ML	762	Eng	CS	nonsw
A1648	BE_17	Block2	Stim29	CSES	0	ML	835	Eng	CS	nonsw
A1649	BE_17	Block2	Stim03	CSES	0	ML	457	Eng	CS	nonsw
A1650	BE_17	Block2	Stim32	CSES	0	ML	881	Eng	CS	nonsw
A1681	BE_17	Block3	Stim01	CSES	0	ML	448	Eng	CS	nonsw
A1682	BE_17	Block3	Stim17	CSES	0	ML	1134	Eng	CS	nonsw
A1683	BE_17	Block3	Stim02	CSES	0	ML	915	Eng	CS	nonsw
A1684	BE_17	Block3	Stim21	CSES	0	ML	989	Eng	CS	nonsw
A1685	BE_17	Block3	Stim26	CSES	0	ML	1161	Eng	CS	nonsw
A1686	BE_17	Block3	Stim27	CSES	0	ML	528	Eng	CS	nonsw
A1687	BE_17	Block3	Stim28	CSES	0	ML	811	Eng	CS	nonsw
A1688	BE_17	Block3	Stim29	CSES	0	ML	2345	Eng	CS	nonsw
A1689	BE_17	Block3	Stim03	CSES	0	ML	401	Eng	CS	nonsw
A1690	BE_17	Block3	Stim32	CSES	0	ML	940	Eng	CS	nonsw
A1721	BE_17	Block4	Stim01	CSES	0	ML	595	Eng	CS	nonsw
A1722	BE_17	Block4	Stim17	CSES	0	ML	740	Eng	CS	nonsw
A1723	BE_17	Block4	Stim02	CSES	0	ML	447	Eng	CS	nonsw
A1724	BE_17	Block4	Stim21	CSES	0	ML	373	Eng	CS	nonsw
A1725	BE_17	Block4	Stim26	CSES	0	ML	1968	Eng	CS	nonsw
A1726	BE_17	Block4	Stim27	CSES	0	ML	280	Eng	CS	nonsw
A1727	BE_17	Block4	Stim28	CSES	0	ML	450	Eng	CS	nonsw
A1728	BE_17	Block4	Stim29	CSES	0	ML	388	Eng	CS	nonsw
A1729	BE_17	Block4	Stim03	CSES	0	ML	352	Eng	CS	nonsw
A1730	BE_17	Block4	Stim32	CSES	0	ML	753	Eng	CS	nonsw
A1761	BE_21	Block1	Stim01	CSES	0	ML	1276	Eng	CS	nonsw
A1762	BE_21	Block1	Stim17	CSES	0	ML	977	Eng	CS	nonsw
A1763	BE_21	Block1	Stim02	CSES	0	ML	1651	Eng	CS	nonsw
A1765	BE_21	Block1	Stim26	CSES	0	ML	476	Eng	CS	nonsw
A1766	BE_21	Block1	Stim27	CSES	0	ML	2090	Eng	CS	nonsw
A1767	BE_21	Block1	Stim28	CSES	0	ML	10117	Eng	CS	nonsw
A1768	BE_21	Block1	Stim29	CSES	0	ML	456	Eng	CS	nonsw
A1769	BE_21	Block1	Stim03	CSES	0	ML	1826	Eng	CS	nonsw
A1770	BE_21	Block1	Stim32	CSES	0	ML	818	Eng	CS	nonsw
A1801	BE_21	Block2	Stim01	CSES	0	ML	309	Eng	CS	nonsw
A1802	BE_21	Block2	Stim17	CSES	0	ML	1071	Eng	CS	nonsw
A1803	BE_21	Block2	Stim02	CSES	0	ML	303	Eng	CS	nonsw
A1804	BE_21	Block2	Stim21	CSES	0	ML	338	Eng	CS	nonsw
A1805	BE_21	Block2	Stim26	CSES	0	ML	875	Eng	CS	nonsw
A1806	BE_21	Block2	Stim27	CSES	0	ML	396	Eng	CS	nonsw
A1807	BE_21	Block2	Stim28	CSES	0	ML	427	Eng	CS	nonsw
A1808	BE_21	Block2	Stim29	CSES	0	ML	430	Eng	CS	nonsw
A1809	BE_21	Block2	Stim03	CSES	0	ML	1165	Eng	CS	nonsw
A1810	BE_21	Block2	Stim32	CSES	0	ML	399	Eng	CS	nonsw
A1841	BE_21	Block3	Stim01	CSES	0	ML	451	Eng	CS	nonsw
A1842	BE_21	Block3	Stim17	CSES	0	ML	411	Eng	CS	nonsw
A1843	BE_21	Block3	Stim02	CSES	0	ML	364	Eng	CS	nonsw
A1844	BE_21	Block3	Stim21	CSES	0	ML	1697	Eng	CS	nonsw
A1845	BE_21	Block3	Stim26	CSES	0	ML	478	Eng	CS	nonsw
A1846	BE_21	Block3	Stim27	CSES	0	ML	1187	Eng	CS	nonsw
A1847	BE_21	Block3	Stim28	CSES	0	ML	534	Eng	CS	nonsw
A1848	BE_21	Block3	Stim29	CSES	0	ML	950	Eng	CS	nonsw
A1849	BE_21	Block3	Stim03	CSES	0	ML	386	Eng	CS	nonsw
A1850	BE_21	Block3	Stim32	CSES	0	ML	309	Eng	CS	nonsw
A1881	BE_21	Block4	Stim01	CSES	0	ML	333	Eng	CS	nonsw
A1882	BE_21	Block4	Stim17	CSES	0	ML	813	Eng	CS	nonsw
A1883	BE_21	Block4	Stim02	CSES	0	ML	836	Eng	CS	nonsw
A1884	BE_21	Block4	Stim21	CSES	0	ML	799	Eng	CS	nonsw
A1885	BE_21	Block4	Stim26	CSES	0	ML	604	Eng	CS	nonsw
A1886	BE_21	Block4	Stim27	CSES	0	ML	310	Eng	CS	nonsw
A1887	BE_21	Block4	Stim28	CSES	0	ML	358	Eng	CS	nonsw
A1888	BE_21	Block4	Stim29	CSES	0	ML	417	Eng	CS	nonsw
A1889	BE_21	Block4	Stim03	CSES	0	ML	1088	Eng	CS	nonsw
A1890	BE_21	Block4	Stim32	CSES	0	ML	457	Eng	CS	nonsw
A1921	BE_22	Block1	Stim01	CSES	0	ML	918	Eng	CS	nonsw
A1922	BE_22	Block1	Stim17	CSES	0	ML	1079	Eng	CS	nonsw
A1923	BE_22	Block1	Stim02	CSES	0	ML	516	Eng	CS	nonsw
A1924	BE_22	Block1	Stim21	CSES	0	ML	969	Eng	CS	nonsw
A1925	BE_22	Block1	Stim26	CSES	0	ML	1019	Eng	CS	nonsw
A1926	BE_22	Block1	Stim27	CSES	0	ML	1315	Eng	CS	nonsw
A1927	BE_22	Block1	Stim28	CSES	0	ML	738	Eng	CS	nonsw
A1928	BE_22	Block1	Stim29	CSES	0	ML	810	Eng	CS	nonsw
A1929	BE_22	Block1	Stim03	CSES	0	ML	780	Eng	CS	nonsw
A1930	BE_22	Block1	Stim32	CSES	0	ML	1442	Eng	CS	nonsw
A1961	BE_22	Block2	Stim01	CSES	0	ML	834	Eng	CS	nonsw
A1962	BE_22	Block2	Stim17	CSES	0	ML	908	Eng	CS	nonsw
A1963	BE_22	Block2	Stim02	CSES	0	ML	1165	Eng	CS	nonsw
A1964	BE_22	Block2	Stim21	CSES	0	ML	993	Eng	CS	nonsw
A1965	BE_22	Block2	Stim26	CSES	0	ML	646	Eng	CS	nonsw
A1966	BE_22	Block2	Stim27	CSES	0	ML	451	Eng	CS	nonsw
A1967	BE_22	Block2	Stim28	CSES	0	ML	819	Eng	CS	nonsw
A1968	BE_22	Block2	Stim29	CSES	0	ML	1041	Eng	CS	nonsw
A1969	BE_22	Block2	Stim03	CSES	0	ML	388	Eng	CS	nonsw
A1970	BE_22	Block2	Stim32	CSES	0	ML	1543	Eng	CS	nonsw
A2001	BE_22	Block3	Stim01	CSES	0	ML	1208	Eng	CS	nonsw
A2002	BE_22	Block3	Stim17	CSES	0	ML	1003	Eng	CS	nonsw
A2003	BE_22	Block3	Stim02	CSES	0	ML	702	Eng	CS	nonsw
A2004	BE_22	Block3	Stim21	CSES	0	ML	324	Eng	CS	nonsw
A2005	BE_22	Block3	Stim26	CSES	0	ML	399	Eng	CS	nonsw
A2006	BE_22	Block3	Stim27	CSES	0	ML	422	Eng	CS	nonsw
A2007	BE_22	Block3	Stim28	CSES	0	ML	451	Eng	CS	nonsw
A2008	BE_22	Block3	Stim29	CSES	0	ML	611	Eng	CS	nonsw
A2009	BE_22	Block3	Stim03	CSES	0	ML	417	Eng	CS	nonsw
A2010	BE_22	Block3	Stim32	CSES	0	ML	946	Eng	CS	nonsw
