Item	Subject	Block	Stimuli	Context	Response	Key	Correct	Error	RT	Lg_Heard	Main_Context
A576	BE_11	Block3	Stim23	CSSE	Spanish	m	English	ML	1038	Sp	CS
A577	BE_11	Block3	Stim30	CSSE	Spanish	m	English	ML	1693	Sp	CS
A578	BE_11	Block3	Stim36	CSSE	Spanish	m	English	ML	1527	Sp	CS
A579	BE_11	Block3	Stim04	CSSE	Spanish	m	English	ML	3444	Sp	CS
A580	BE_11	Block3	Stim06	CSSE	Spanish	m	English	ML	1153	Sp	CS
A613	BE_11	Block4	Stim13	CSSE	Spanish	m	English	ML	1421	Sp	CS
A614	BE_11	Block4	Stim18	CSSE	Spanish	m	English	ML	1470	Sp	CS
A615	BE_11	Block4	Stim23	CSSE	Spanish	m	English	ML	4230	Sp	CS
A616	BE_11	Block4	Stim30	CSSE	Spanish	m	English	ML	1585	Sp	CS
A617	BE_11	Block4	Stim36	CSSE	Spanish	m	English	ML	1416	Sp	CS
A618	BE_11	Block4	Stim04	CSSE	Spanish	m	English	ML	768	Sp	CS
A619	BE_11	Block4	Stim05	CSSE	Spanish	m	English	ML	1117	Sp	CS
A620	BE_11	Block4	Stim06	CSSE	Spanish	m	English	ML	2231	Sp	CS
A657	BE_18	Block1	Stim13	CSSE	Spanish	m	English	ML	2706	Sp	CS
A658	BE_18	Block1	Stim18	CSSE	Spanish	m	English	ML	1220	Sp	CS
A659	BE_18	Block1	Stim22	CSSE	Spanish	m	English	ML	3494	Sp	CS
A660	BE_18	Block1	Stim24	CSSE	Spanish	m	English	ML	1495	Sp	CS
A661	BE_18	Block1	Stim30	CSSE	Spanish	m	English	ML	2470	Sp	CS
A693	BE_18	Block2	Stim13	CSSE	Spanish	m	English	ML	388	Sp	CS
A694	BE_18	Block2	Stim18	CSSE	Spanish	m	English	ML	739	Sp	CS
A695	BE_18	Block2	Stim22	CSSE	Spanish	m	English	ML	982	Sp	CS
A696	BE_18	Block2	Stim23	CSSE	Spanish	m	English	ML	1130	Sp	CS
A697	BE_18	Block2	Stim24	CSSE	Spanish	m	English	ML	317	Sp	CS
A698	BE_18	Block2	Stim30	CSSE	Spanish	m	English	ML	696	Sp	CS
A699	BE_18	Block2	Stim04	CSSE	Spanish	m	English	ML	370	Sp	CS
A700	BE_18	Block2	Stim05	CSSE	Spanish	m	English	ML	425	Sp	CS
A701	BE_18	Block2	Stim06	CSSE	Spanish	m	English	ML	1453	Sp	CS
A733	BE_18	Block3	Stim13	CSSE	Spanish	m	English	ML	439	Sp	CS
A734	BE_18	Block3	Stim18	CSSE	Spanish	m	English	ML	350	Sp	CS
A735	BE_18	Block3	Stim23	CSSE	Spanish	m	English	ML	1147	Sp	CS
A736	BE_18	Block3	Stim24	CSSE	Spanish	m	English	ML	346	Sp	CS
A737	BE_18	Block3	Stim30	CSSE	Spanish	m	English	ML	1669	Sp	CS
A738	BE_18	Block3	Stim36	CSSE	Spanish	m	English	ML	285	Sp	CS
A739	BE_18	Block3	Stim04	CSSE	Spanish	m	English	ML	326	Sp	CS
A740	BE_18	Block3	Stim05	CSSE	Spanish	m	English	ML	318	Sp	CS
A741	BE_18	Block3	Stim06	CSSE	Spanish	m	English	ML	631	Sp	CS
A771	BE_18	Block4	Stim13	CSSE	Spanish	m	English	ML	558	Sp	CS
A772	BE_18	Block4	Stim18	CSSE	Spanish	m	English	ML	398	Sp	CS
A773	BE_18	Block4	Stim22	CSSE	Spanish	m	English	ML	349	Sp	CS
A774	BE_18	Block4	Stim23	CSSE	Spanish	m	English	ML	332	Sp	CS
A775	BE_18	Block4	Stim24	CSSE	Spanish	m	English	ML	299	Sp	CS
A776	BE_18	Block4	Stim30	CSSE	Spanish	m	English	ML	1332	Sp	CS
A777	BE_18	Block4	Stim36	CSSE	Spanish	m	English	ML	256	Sp	CS
A778	BE_18	Block4	Stim04	CSSE	Spanish	m	English	ML	303	Sp	CS
A779	BE_18	Block4	Stim05	CSSE	Spanish	m	English	ML	1499	Sp	CS
A780	BE_18	Block4	Stim06	CSSE	Spanish	m	English	ML	363	Sp	CS
A1451	BE_36	Block1	Stim13	CSSE	Spanish	m	English	ML	1515	Sp	CS
A1452	BE_36	Block1	Stim18	CSSE	Spanish	m	English	ML	5666	Sp	CS
A1453	BE_36	Block1	Stim22	CSSE	Spanish	m	English	ML	352	Sp	CS
A1454	BE_36	Block1	Stim23	CSSE	Spanish	m	English	ML	655	Sp	CS
A1455	BE_36	Block1	Stim24	CSSE	Spanish	m	English	ML	3540	Sp	CS
A1456	BE_36	Block1	Stim30	CSSE	Spanish	m	English	ML	1297	Sp	CS
A1457	BE_36	Block1	Stim36	CSSE	Spanish	m	English	ML	1186	Sp	CS
A1458	BE_36	Block1	Stim04	CSSE	Spanish	m	English	ML	2095	Sp	CS
A1459	BE_36	Block1	Stim05	CSSE	Spanish	m	English	ML	7400	Sp	CS
A1460	BE_36	Block1	Stim06	CSSE	Spanish	m	English	ML	3433	Sp	CS
A1493	BE_36	Block2	Stim22	CSSE	Spanish	m	English	ML	3173	Sp	CS
A1494	BE_36	Block2	Stim23	CSSE	Spanish	m	English	ML	1687	Sp	CS
A1495	BE_36	Block2	Stim24	CSSE	Spanish	m	English	ML	574	Sp	CS
A1496	BE_36	Block2	Stim30	CSSE	Spanish	m	English	ML	729	Sp	CS
A1497	BE_36	Block2	Stim36	CSSE	Spanish	m	English	ML	626	Sp	CS
A1498	BE_36	Block2	Stim04	CSSE	Spanish	m	English	ML	1466	Sp	CS
A1499	BE_36	Block2	Stim05	CSSE	Spanish	m	English	ML	2016	Sp	CS
A1500	BE_36	Block2	Stim06	CSSE	Spanish	m	English	ML	4006	Sp	CS
A1536	BE_36	Block3	Stim13	CSSE	Spanish	m	English	ML	1644	Sp	CS
A1537	BE_36	Block3	Stim22	CSSE	Spanish	m	English	ML	2451	Sp	CS
A1538	BE_36	Block3	Stim23	CSSE	Spanish	m	English	ML	1041	Sp	CS
A1539	BE_36	Block3	Stim36	CSSE	Spanish	m	English	ML	1418	Sp	CS
A1540	BE_36	Block3	Stim05	CSSE	Spanish	m	English	ML	345	Sp	CS
A1574	BE_36	Block4	Stim13	CSSE	Spanish	m	English	ML	538	Sp	CS
A1575	BE_36	Block4	Stim18	CSSE	Spanish	m	English	ML	394	Sp	CS
A1576	BE_36	Block4	Stim22	CSSE	Spanish	m	English	ML	343	Sp	CS
A1577	BE_36	Block4	Stim24	CSSE	Spanish	m	English	ML	666	Sp	CS
A1578	BE_36	Block4	Stim36	CSSE	Spanish	m	English	ML	284	Sp	CS
A1579	BE_36	Block4	Stim04	CSSE	Spanish	m	English	ML	632	Sp	CS
A1580	BE_36	Block4	Stim05	CSSE	Spanish	m	English	ML	754	Sp	CS
A1614	BE_39	Block1	Stim13	CSSE	Spanish	m	English	ML	5332	Sp	CS
A1615	BE_39	Block1	Stim22	CSSE	Spanish	m	English	ML	3076	Sp	CS
A1616	BE_39	Block1	Stim24	CSSE	Spanish	m	English	ML	3066	Sp	CS
A1617	BE_39	Block1	Stim30	CSSE	Spanish	m	English	ML	2991	Sp	CS
A1618	BE_39	Block1	Stim36	CSSE	Spanish	m	English	ML	3987	Sp	CS
A1619	BE_39	Block1	Stim04	CSSE	Spanish	m	English	ML	7001	Sp	CS
A1620	BE_39	Block1	Stim05	CSSE	Spanish	m	English	ML	2856	Sp	CS
A1653	BE_39	Block2	Stim13	CSSE	Spanish	m	English	ML	3630	Sp	CS
A1654	BE_39	Block2	Stim18	CSSE	Spanish	m	English	ML	8041	Sp	CS
A1655	BE_39	Block2	Stim22	CSSE	Spanish	m	English	ML	5022	Sp	CS
A1656	BE_39	Block2	Stim23	CSSE	Spanish	m	English	ML	8147	Sp	CS
A1657	BE_39	Block2	Stim24	CSSE	Spanish	m	English	ML	5927	Sp	CS
A1658	BE_39	Block2	Stim30	CSSE	Spanish	m	English	ML	2402	Sp	CS
A1659	BE_39	Block2	Stim05	CSSE	Spanish	m	English	ML	1685	Sp	CS
A1660	BE_39	Block2	Stim06	CSSE	Spanish	m	English	ML	1377	Sp	CS
A1696	BE_39	Block3	Stim13	CSSE	Spanish	m	English	ML	8787	Sp	CS
A1697	BE_39	Block3	Stim24	CSSE	Spanish	m	English	ML	3412	Sp	CS
A1698	BE_39	Block3	Stim30	CSSE	Spanish	m	English	ML	3045	Sp	CS
A1699	BE_39	Block3	Stim04	CSSE	Spanish	m	English	ML	1093	Sp	CS
A1700	BE_39	Block3	Stim05	CSSE	Spanish	m	English	ML	1937	Sp	CS
A1737	BE_39	Block4	Stim24	CSSE	Spanish	m	English	ML	1020	Sp	CS
A1738	BE_39	Block4	Stim36	CSSE	Spanish	m	English	ML	1878	Sp	CS
A1739	BE_39	Block4	Stim04	CSSE	Spanish	m	English	ML	12144	Sp	CS
A1740	BE_39	Block4	Stim06	CSSE	Spanish	m	English	ML	1789	Sp	CS
A1775	BE_40	Block1	Stim18	CSSE	Spanish	m	English	ML	1525	Sp	CS
A1776	BE_40	Block1	Stim24	CSSE	Spanish	m	English	ML	719	Sp	CS
A1777	BE_40	Block1	Stim30	CSSE	Spanish	m	English	ML	1025	Sp	CS
A1778	BE_40	Block1	Stim36	CSSE	Spanish	m	English	ML	949	Sp	CS
A1779	BE_40	Block1	Stim04	CSSE	Spanish	m	English	ML	711	Sp	CS
A1780	BE_40	Block1	Stim05	CSSE	Spanish	m	English	ML	762	Sp	CS
A1813	BE_40	Block2	Stim18	CSSE	Spanish	m	English	ML	404	Sp	CS
A1814	BE_40	Block2	Stim22	CSSE	Spanish	m	English	ML	1292	Sp	CS
A1815	BE_40	Block2	Stim24	CSSE	Spanish	m	English	ML	4224	Sp	CS
A1816	BE_40	Block2	Stim30	CSSE	Spanish	m	English	ML	879	Sp	CS
A1817	BE_40	Block2	Stim36	CSSE	Spanish	m	English	ML	415	Sp	CS
A1818	BE_40	Block2	Stim04	CSSE	Spanish	m	English	ML	2464	Sp	CS
A1819	BE_40	Block2	Stim05	CSSE	Spanish	m	English	ML	811	Sp	CS
A1820	BE_40	Block2	Stim06	CSSE	Spanish	m	English	ML	1768	Sp	CS
A1854	BE_40	Block3	Stim13	CSSE	Spanish	m	English	ML	859	Sp	CS
A1855	BE_40	Block3	Stim22	CSSE	Spanish	m	English	ML	1556	Sp	CS
A1856	BE_40	Block3	Stim23	CSSE	Spanish	m	English	ML	775	Sp	CS
A1857	BE_40	Block3	Stim24	CSSE	Spanish	m	English	ML	841	Sp	CS
A1858	BE_40	Block3	Stim30	CSSE	Spanish	m	English	ML	1294	Sp	CS
A1859	BE_40	Block3	Stim05	CSSE	Spanish	m	English	ML	3194	Sp	CS
A1860	BE_40	Block3	Stim06	CSSE	Spanish	m	English	ML	176	Sp	CS
A1894	BE_40	Block4	Stim13	CSSE	Spanish	m	English	ML	1103	Sp	CS
A1895	BE_40	Block4	Stim22	CSSE	Spanish	m	English	ML	1261	Sp	CS
A1896	BE_40	Block4	Stim24	CSSE	Spanish	m	English	ML	1066	Sp	CS
A1897	BE_40	Block4	Stim30	CSSE	Spanish	m	English	ML	1048	Sp	CS
A1898	BE_40	Block4	Stim04	CSSE	Spanish	m	English	ML	1182	Sp	CS
A1899	BE_40	Block4	Stim05	CSSE	Spanish	m	English	ML	1416	Sp	CS
A1900	BE_40	Block4	Stim06	CSSE	Spanish	m	English	ML	242	Sp	CS
A2093	BE_47	Block1	Stim13	CSSE	Spanish	z	English	ML	1155	Sp	CS
A2094	BE_47	Block1	Stim22	CSSE	Spanish	z	English	ML	406	Sp	CS
A2095	BE_47	Block1	Stim23	CSSE	Spanish	z	English	ML	939	Sp	CS
A2096	BE_47	Block1	Stim24	CSSE	Spanish	z	English	ML	2236	Sp	CS
A2097	BE_47	Block1	Stim30	CSSE	Spanish	z	English	ML	1149	Sp	CS
A2098	BE_47	Block1	Stim36	CSSE	Spanish	z	English	ML	294	Sp	CS
A2099	BE_47	Block1	Stim05	CSSE	Spanish	z	English	ML	1689	Sp	CS
A2100	BE_47	Block1	Stim06	CSSE	Spanish	z	English	ML	1739	Sp	CS
A2135	BE_47	Block2	Stim22	CSSE	Spanish	z	English	ML	1310	Sp	CS
A2136	BE_47	Block2	Stim24	CSSE	Spanish	z	English	ML	1065	Sp	CS
A2137	BE_47	Block2	Stim36	CSSE	Spanish	z	English	ML	923	Sp	CS
A2138	BE_47	Block2	Stim04	CSSE	Spanish	z	English	ML	1247	Sp	CS
A2139	BE_47	Block2	Stim05	CSSE	Spanish	z	English	ML	751	Sp	CS
A2140	BE_47	Block2	Stim06	CSSE	Spanish	z	English	ML	1523	Sp	CS
A2172	BE_47	Block3	Stim13	CSSE	Spanish	z	English	ML	930	Sp	CS
A2173	BE_47	Block3	Stim18	CSSE	Spanish	z	English	ML	649	Sp	CS
A2174	BE_47	Block3	Stim22	CSSE	Spanish	z	English	ML	1174	Sp	CS
A2175	BE_47	Block3	Stim23	CSSE	Spanish	z	English	ML	6104	Sp	CS
A2176	BE_47	Block3	Stim24	CSSE	Spanish	z	English	ML	392	Sp	CS
A2177	BE_47	Block3	Stim30	CSSE	Spanish	z	English	ML	1922	Sp	CS
A2178	BE_47	Block3	Stim36	CSSE	Spanish	z	English	ML	786	Sp	CS
A2179	BE_47	Block3	Stim04	CSSE	Spanish	z	English	ML	1268	Sp	CS
A2180	BE_47	Block3	Stim05	CSSE	Spanish	z	English	ML	3648	Sp	CS
A2214	BE_47	Block4	Stim18	CSSE	Spanish	z	English	ML	2604	Sp	CS
A2215	BE_47	Block4	Stim23	CSSE	Spanish	z	English	ML	2616	Sp	CS
A2216	BE_47	Block4	Stim30	CSSE	Spanish	z	English	ML	1255	Sp	CS
A2217	BE_47	Block4	Stim36	CSSE	Spanish	z	English	ML	2065	Sp	CS
A2218	BE_47	Block4	Stim04	CSSE	Spanish	z	English	ML	1082	Sp	CS
A2219	BE_47	Block4	Stim05	CSSE	Spanish	z	English	ML	1030	Sp	CS
A2220	BE_47	Block4	Stim06	CSSE	Spanish	z	English	ML	649	Sp	CS
A2737	BE_59	Block1	Stim24	CSSE	Spanish	z	English	ML	1542	Sp	CS
A2738	BE_59	Block1	Stim04	CSSE	Spanish	z	English	ML	1834	Sp	CS
A2739	BE_59	Block1	Stim05	CSSE	Spanish	z	English	ML	2694	Sp	CS
A2740	BE_59	Block1	Stim06	CSSE	Spanish	z	English	ML	1456	Sp	CS
A2773	BE_59	Block2	Stim13	CSSE	Spanish	z	English	ML	3008	Sp	CS
A2774	BE_59	Block2	Stim18	CSSE	Spanish	z	English	ML	792	Sp	CS
A2775	BE_59	Block2	Stim22	CSSE	Spanish	z	English	ML	1554	Sp	CS
A2776	BE_59	Block2	Stim30	CSSE	Spanish	z	English	ML	1638	Sp	CS
A2777	BE_59	Block2	Stim36	CSSE	Spanish	z	English	ML	608	Sp	CS
A2778	BE_59	Block2	Stim04	CSSE	Spanish	z	English	ML	982	Sp	CS
A2779	BE_59	Block2	Stim05	CSSE	Spanish	z	English	ML	1797	Sp	CS
A2780	BE_59	Block2	Stim06	CSSE	Spanish	z	English	ML	2177	Sp	CS
A2813	BE_59	Block3	Stim13	CSSE	Spanish	z	English	ML	2137	Sp	CS
A2814	BE_59	Block3	Stim22	CSSE	Spanish	z	English	ML	1503	Sp	CS
A2815	BE_59	Block3	Stim23	CSSE	Spanish	z	English	ML	3342	Sp	CS
A2816	BE_59	Block3	Stim24	CSSE	Spanish	z	English	ML	2072	Sp	CS
A2817	BE_59	Block3	Stim30	CSSE	Spanish	z	English	ML	688	Sp	CS
A2818	BE_59	Block3	Stim36	CSSE	Spanish	z	English	ML	1692	Sp	CS
A2819	BE_59	Block3	Stim05	CSSE	Spanish	z	English	ML	3659	Sp	CS
A2820	BE_59	Block3	Stim06	CSSE	Spanish	z	English	ML	1116	Sp	CS
A2852	BE_59	Block4	Stim13	CSSE	Spanish	z	English	ML	3109	Sp	CS
A2853	BE_59	Block4	Stim18	CSSE	Spanish	z	English	ML	1517	Sp	CS
A2854	BE_59	Block4	Stim22	CSSE	Spanish	z	English	ML	988	Sp	CS
A2855	BE_59	Block4	Stim23	CSSE	Spanish	z	English	ML	1803	Sp	CS
A2856	BE_59	Block4	Stim24	CSSE	Spanish	z	English	ML	4180	Sp	CS
A2857	BE_59	Block4	Stim30	CSSE	Spanish	z	English	ML	3216	Sp	CS
A2858	BE_59	Block4	Stim04	CSSE	Spanish	z	English	ML	1280	Sp	CS
A2859	BE_59	Block4	Stim05	CSSE	Spanish	z	English	ML	2123	Sp	CS
A2860	BE_59	Block4	Stim06	CSSE	Spanish	z	English	ML	782	Sp	CS
A2891	BE_61	Block1	Stim13	CSSE	Spanish	z	English	ML	1413	Sp	CS
A2892	BE_61	Block1	Stim18	CSSE	Spanish	z	English	ML	672	Sp	CS
A2893	BE_61	Block1	Stim22	CSSE	Spanish	z	English	ML	1102	Sp	CS
A2894	BE_61	Block1	Stim23	CSSE	Spanish	z	English	ML	982	Sp	CS
A2895	BE_61	Block1	Stim24	CSSE	Spanish	z	English	ML	1012	Sp	CS
A2896	BE_61	Block1	Stim30	CSSE	Spanish	z	English	ML	1047	Sp	CS
A2897	BE_61	Block1	Stim36	CSSE	Spanish	z	English	ML	1945	Sp	CS
A2898	BE_61	Block1	Stim04	CSSE	Spanish	z	English	ML	914	Sp	CS
A2899	BE_61	Block1	Stim05	CSSE	Spanish	z	English	ML	1199	Sp	CS
A2900	BE_61	Block1	Stim06	CSSE	Spanish	z	English	ML	2204	Sp	CS
A2934	BE_61	Block2	Stim13	CSSE	Spanish	z	English	ML	397	Sp	CS
A2935	BE_61	Block2	Stim22	CSSE	Spanish	z	English	ML	1669	Sp	CS
A2936	BE_61	Block2	Stim23	CSSE	Spanish	z	English	ML	1519	Sp	CS
A2937	BE_61	Block2	Stim24	CSSE	Spanish	z	English	ML	447	Sp	CS
A2938	BE_61	Block2	Stim04	CSSE	Spanish	z	English	ML	523	Sp	CS
A2939	BE_61	Block2	Stim05	CSSE	Spanish	z	English	ML	567	Sp	CS
A2940	BE_61	Block2	Stim06	CSSE	Spanish	z	English	ML	350	Sp	CS
A2974	BE_61	Block3	Stim18	CSSE	Spanish	z	English	ML	790	Sp	CS
A2975	BE_61	Block3	Stim23	CSSE	Spanish	z	English	ML	733	Sp	CS
A2976	BE_61	Block3	Stim24	CSSE	Spanish	z	English	ML	403	Sp	CS
A2977	BE_61	Block3	Stim30	CSSE	Spanish	z	English	ML	1288	Sp	CS
A2978	BE_61	Block3	Stim04	CSSE	Spanish	z	English	ML	941	Sp	CS
A2979	BE_61	Block3	Stim05	CSSE	Spanish	z	English	ML	1053	Sp	CS
A2980	BE_61	Block3	Stim06	CSSE	Spanish	z	English	ML	257	Sp	CS
A3014	BE_61	Block4	Stim22	CSSE	Spanish	z	English	ML	515	Sp	CS
A3015	BE_61	Block4	Stim23	CSSE	Spanish	z	English	ML	245	Sp	CS
A3016	BE_61	Block4	Stim24	CSSE	Spanish	z	English	ML	827	Sp	CS
A3017	BE_61	Block4	Stim30	CSSE	Spanish	z	English	ML	3220	Sp	CS
A3018	BE_61	Block4	Stim04	CSSE	Spanish	z	English	ML	1245	Sp	CS
A3019	BE_61	Block4	Stim05	CSSE	Spanish	z	English	ML	595	Sp	CS
A3020	BE_61	Block4	Stim06	CSSE	Spanish	z	English	ML	315	Sp	CS
A3055	BE_62	Block1	Stim18	CSSE	Spanish	z	English	ML	1446	Sp	CS
A3056	BE_62	Block1	Stim22	CSSE	Spanish	z	English	ML	3700	Sp	CS
A3057	BE_62	Block1	Stim23	CSSE	Spanish	z	English	ML	1772	Sp	CS
A3058	BE_62	Block1	Stim30	CSSE	Spanish	z	English	ML	2081	Sp	CS
A3059	BE_62	Block1	Stim36	CSSE	Spanish	z	English	ML	884	Sp	CS
A3060	BE_62	Block1	Stim06	CSSE	Spanish	z	English	ML	685	Sp	CS
A3093	BE_62	Block2	Stim13	CSSE	Spanish	z	English	ML	1994	Sp	CS
A3094	BE_62	Block2	Stim18	CSSE	Spanish	z	English	ML	2228	Sp	CS
A3095	BE_62	Block2	Stim22	CSSE	Spanish	z	English	ML	2293	Sp	CS
A3096	BE_62	Block2	Stim23	CSSE	Spanish	z	English	ML	1993	Sp	CS
A3097	BE_62	Block2	Stim24	CSSE	Spanish	z	English	ML	564	Sp	CS
A3098	BE_62	Block2	Stim30	CSSE	Spanish	z	English	ML	956	Sp	CS
A3099	BE_62	Block2	Stim04	CSSE	Spanish	z	English	ML	1888	Sp	CS
A3100	BE_62	Block2	Stim05	CSSE	Spanish	z	English	ML	1673	Sp	CS
A3134	BE_62	Block3	Stim22	CSSE	Spanish	z	English	ML	2074	Sp	CS
A3135	BE_62	Block3	Stim23	CSSE	Spanish	z	English	ML	2623	Sp	CS
A3136	BE_62	Block3	Stim24	CSSE	Spanish	z	English	ML	1319	Sp	CS
A3137	BE_62	Block3	Stim30	CSSE	Spanish	z	English	ML	4462	Sp	CS
A3138	BE_62	Block3	Stim36	CSSE	Spanish	z	English	ML	1072	Sp	CS
A3139	BE_62	Block3	Stim05	CSSE	Spanish	z	English	ML	4369	Sp	CS
A3140	BE_62	Block3	Stim06	CSSE	Spanish	z	English	ML	150	Sp	CS
A3173	BE_62	Block4	Stim13	CSSE	Spanish	z	English	ML	1123	Sp	CS
A3174	BE_62	Block4	Stim22	CSSE	Spanish	z	English	ML	1326	Sp	CS
A3175	BE_62	Block4	Stim23	CSSE	Spanish	z	English	ML	23	Sp	CS
A3176	BE_62	Block4	Stim24	CSSE	Spanish	z	English	ML	1014	Sp	CS
A3177	BE_62	Block4	Stim30	CSSE	Spanish	z	English	ML	831	Sp	CS
A3178	BE_62	Block4	Stim36	CSSE	Spanish	z	English	ML	833	Sp	CS
A3179	BE_62	Block4	Stim05	CSSE	Spanish	z	English	ML	714	Sp	CS
A3180	BE_62	Block4	Stim06	CSSE	Spanish	z	English	ML	396	Sp	CS
A3534	BE_73	Block1	Stim13	CSSE	Spanish	z	English	ML	1225	Sp	CS
A3535	BE_73	Block1	Stim23	CSSE	Spanish	z	English	ML	1110	Sp	CS
A3536	BE_73	Block1	Stim24	CSSE	Spanish	z	English	ML	2967	Sp	CS
A3537	BE_73	Block1	Stim30	CSSE	Spanish	z	English	ML	1870	Sp	CS
A3538	BE_73	Block1	Stim04	CSSE	Spanish	z	English	ML	4217	Sp	CS
A3539	BE_73	Block1	Stim05	CSSE	Spanish	z	English	ML	2842	Sp	CS
A3540	BE_73	Block1	Stim06	CSSE	Spanish	z	English	ML	591	Sp	CS
A3574	BE_73	Block2	Stim18	CSSE	Spanish	z	English	ML	347	Sp	CS
A3575	BE_73	Block2	Stim22	CSSE	Spanish	z	English	ML	1324	Sp	CS
A3576	BE_73	Block2	Stim23	CSSE	Spanish	z	English	ML	4743	Sp	CS
A3577	BE_73	Block2	Stim24	CSSE	Spanish	z	English	ML	1862	Sp	CS
A3578	BE_73	Block2	Stim30	CSSE	Spanish	z	English	ML	4861	Sp	CS
A3579	BE_73	Block2	Stim04	CSSE	Spanish	z	English	ML	730	Sp	CS
A3580	BE_73	Block2	Stim05	CSSE	Spanish	z	English	ML	777	Sp	CS
A3612	BE_73	Block3	Stim13	CSSE	Spanish	z	English	ML	2179	Sp	CS
A3613	BE_73	Block3	Stim18	CSSE	Spanish	z	English	ML	1679	Sp	CS
A3614	BE_73	Block3	Stim22	CSSE	Spanish	z	English	ML	1460	Sp	CS
A3615	BE_73	Block3	Stim23	CSSE	Spanish	z	English	ML	2509	Sp	CS
A3616	BE_73	Block3	Stim24	CSSE	Spanish	z	English	ML	4668	Sp	CS
A3617	BE_73	Block3	Stim30	CSSE	Spanish	z	English	ML	569	Sp	CS
A3618	BE_73	Block3	Stim04	CSSE	Spanish	z	English	ML	671	Sp	CS
A3619	BE_73	Block3	Stim05	CSSE	Spanish	z	English	ML	1714	Sp	CS
A3620	BE_73	Block3	Stim06	CSSE	Spanish	z	English	ML	4059	Sp	CS
A3654	BE_73	Block4	Stim18	CSSE	Spanish	z	English	ML	998	Sp	CS
A3655	BE_73	Block4	Stim22	CSSE	Spanish	z	English	ML	1764	Sp	CS
A3656	BE_73	Block4	Stim24	CSSE	Spanish	z	English	ML	2001	Sp	CS
A3657	BE_73	Block4	Stim30	CSSE	Spanish	z	English	ML	1928	Sp	CS
A3658	BE_73	Block4	Stim04	CSSE	Spanish	z	English	ML	784	Sp	CS
A3659	BE_73	Block4	Stim05	CSSE	Spanish	z	English	ML	1690	Sp	CS
A3660	BE_73	Block4	Stim06	CSSE	Spanish	z	English	ML	533	Sp	CS
A3697	BE_78	Block1	Stim22	CSSE	Spanish	z	English	ML	5007	Sp	CS
A3698	BE_78	Block1	Stim24	CSSE	Spanish	z	English	ML	3133	Sp	CS
A3699	BE_78	Block1	Stim36	CSSE	Spanish	z	English	ML	4632	Sp	CS
A3700	BE_78	Block1	Stim04	CSSE	Spanish	z	English	ML	3890	Sp	CS
A3737	BE_78	Block2	Stim18	CSSE	Spanish	z	English	ML	2464	Sp	CS
A3738	BE_78	Block2	Stim24	CSSE	Spanish	z	English	ML	2962	Sp	CS
A3739	BE_78	Block2	Stim36	CSSE	Spanish	z	English	ML	3581	Sp	CS
A3740	BE_78	Block2	Stim04	CSSE	Spanish	z	English	ML	1265	Sp	CS
A3776	BE_78	Block3	Stim13	CSSE	Spanish	z	English	ML	1272	Sp	CS
A3777	BE_78	Block3	Stim22	CSSE	Spanish	z	English	ML	4075	Sp	CS
A3778	BE_78	Block3	Stim24	CSSE	Spanish	z	English	ML	1665	Sp	CS
A3779	BE_78	Block3	Stim30	CSSE	Spanish	z	English	ML	3539	Sp	CS
A3780	BE_78	Block3	Stim36	CSSE	Spanish	z	English	ML	3973	Sp	CS
A3815	BE_78	Block4	Stim13	CSSE	Spanish	z	English	ML	4349	Sp	CS
A3816	BE_78	Block4	Stim23	CSSE	Spanish	z	English	ML	3068	Sp	CS
A3817	BE_78	Block4	Stim24	CSSE	Spanish	z	English	ML	1264	Sp	CS
A3818	BE_78	Block4	Stim30	CSSE	Spanish	z	English	ML	1538	Sp	CS
A3819	BE_78	Block4	Stim36	CSSE	Spanish	z	English	ML	1031	Sp	CS
A3820	BE_78	Block4	Stim04	CSSE	Spanish	z	English	ML	4784	Sp	CS
A3854	BE_79	Block1	Stim13	CSSE	Spanish	z	English	ML	3600	Sp	CS
A3855	BE_79	Block1	Stim18	CSSE	Spanish	z	English	ML	837	Sp	CS
A3856	BE_79	Block1	Stim24	CSSE	Spanish	z	English	ML	2140	Sp	CS
A3857	BE_79	Block1	Stim36	CSSE	Spanish	z	English	ML	548	Sp	CS
A3858	BE_79	Block1	Stim04	CSSE	Spanish	z	English	ML	675	Sp	CS
A3859	BE_79	Block1	Stim05	CSSE	Spanish	z	English	ML	1596	Sp	CS
A3860	BE_79	Block1	Stim06	CSSE	Spanish	z	English	ML	585	Sp	CS
A3894	BE_79	Block2	Stim13	CSSE	Spanish	z	English	ML	1111	Sp	CS
A3895	BE_79	Block2	Stim18	CSSE	Spanish	z	English	ML	1255	Sp	CS
A3896	BE_79	Block2	Stim23	CSSE	Spanish	z	English	ML	286	Sp	CS
A3897	BE_79	Block2	Stim24	CSSE	Spanish	z	English	ML	735	Sp	CS
A3898	BE_79	Block2	Stim04	CSSE	Spanish	z	English	ML	1001	Sp	CS
A3899	BE_79	Block2	Stim05	CSSE	Spanish	z	English	ML	1536	Sp	CS
A3900	BE_79	Block2	Stim06	CSSE	Spanish	z	English	ML	444	Sp	CS
A3932	BE_79	Block3	Stim13	CSSE	Spanish	z	English	ML	1523	Sp	CS
A3933	BE_79	Block3	Stim18	CSSE	Spanish	z	English	ML	426	Sp	CS
A3934	BE_79	Block3	Stim22	CSSE	Spanish	z	English	ML	230	Sp	CS
