Item	Subject	Block	Stimuli	Context	Response	Key	Correct	Error	RT	Lg_Heard	Main_Context
A2207	BE_47	Block4	Stim26	CSES	English	m	Spanish	ML	662	Eng	CS
A2208	BE_47	Block4	Stim27	CSES	English	m	Spanish	ML	2125	Eng	CS
A2209	BE_47	Block4	Stim03	CSES	English	m	Spanish	ML	241	Eng	CS
A2210	BE_47	Block4	Stim32	CSES	English	m	Spanish	ML	1501	Eng	CS
A2726	BE_59	Block1	Stim01	CSES	English	m	Spanish	ML	3554	Eng	CS
A2727	BE_59	Block1	Stim17	CSES	English	m	Spanish	ML	1969	Eng	CS
A2728	BE_59	Block1	Stim02	CSES	English	m	Spanish	ML	3021	Eng	CS
A2729	BE_59	Block1	Stim21	CSES	English	m	Spanish	ML	2084	Eng	CS
A2730	BE_59	Block1	Stim26	CSES	English	m	Spanish	ML	750	Eng	CS
A2763	BE_59	Block2	Stim01	CSES	English	m	Spanish	ML	818	Eng	CS
A2764	BE_59	Block2	Stim17	CSES	English	m	Spanish	ML	4044	Eng	CS
A2765	BE_59	Block2	Stim02	CSES	English	m	Spanish	ML	3348	Eng	CS
A2766	BE_59	Block2	Stim21	CSES	English	m	Spanish	ML	1949	Eng	CS
A2767	BE_59	Block2	Stim26	CSES	English	m	Spanish	ML	1646	Eng	CS
A2768	BE_59	Block2	Stim29	CSES	English	m	Spanish	ML	2777	Eng	CS
A2769	BE_59	Block2	Stim03	CSES	English	m	Spanish	ML	400	Eng	CS
A2770	BE_59	Block2	Stim32	CSES	English	m	Spanish	ML	1238	Eng	CS
A2803	BE_59	Block3	Stim01	CSES	English	m	Spanish	ML	2444	Eng	CS
A2804	BE_59	Block3	Stim17	CSES	English	m	Spanish	ML	5477	Eng	CS
A2805	BE_59	Block3	Stim02	CSES	English	m	Spanish	ML	3155	Eng	CS
A2806	BE_59	Block3	Stim21	CSES	English	m	Spanish	ML	885	Eng	CS
A2807	BE_59	Block3	Stim26	CSES	English	m	Spanish	ML	547	Eng	CS
A2808	BE_59	Block3	Stim27	CSES	English	m	Spanish	ML	2632	Eng	CS
A2809	BE_59	Block3	Stim03	CSES	English	m	Spanish	ML	415	Eng	CS
A2810	BE_59	Block3	Stim32	CSES	English	m	Spanish	ML	2011	Eng	CS
A2842	BE_59	Block4	Stim01	CSES	English	m	Spanish	ML	1213	Eng	CS
A2843	BE_59	Block4	Stim17	CSES	English	m	Spanish	ML	765	Eng	CS
A2844	BE_59	Block4	Stim02	CSES	English	m	Spanish	ML	218	Eng	CS
A2845	BE_59	Block4	Stim21	CSES	English	m	Spanish	ML	873	Eng	CS
A2846	BE_59	Block4	Stim27	CSES	English	m	Spanish	ML	2980	Eng	CS
A2847	BE_59	Block4	Stim28	CSES	English	m	Spanish	ML	538	Eng	CS
A2848	BE_59	Block4	Stim29	CSES	English	m	Spanish	ML	1827	Eng	CS
A2849	BE_59	Block4	Stim03	CSES	English	m	Spanish	ML	761	Eng	CS
A2850	BE_59	Block4	Stim32	CSES	English	m	Spanish	ML	1199	Eng	CS
A2883	BE_61	Block1	Stim01	CSES	English	m	Spanish	ML	1518	Eng	CS
A2884	BE_61	Block1	Stim17	CSES	English	m	Spanish	ML	1495	Eng	CS
A2885	BE_61	Block1	Stim02	CSES	English	m	Spanish	ML	2421	Eng	CS
A2886	BE_61	Block1	Stim21	CSES	English	m	Spanish	ML	1703	Eng	CS
A2887	BE_61	Block1	Stim26	CSES	English	m	Spanish	ML	1309	Eng	CS
A2888	BE_61	Block1	Stim28	CSES	English	m	Spanish	ML	1562	Eng	CS
A2889	BE_61	Block1	Stim29	CSES	English	m	Spanish	ML	677	Eng	CS
A2890	BE_61	Block1	Stim03	CSES	English	m	Spanish	ML	794	Eng	CS
A2922	BE_61	Block2	Stim01	CSES	English	m	Spanish	ML	1444	Eng	CS
A2923	BE_61	Block2	Stim17	CSES	English	m	Spanish	ML	1577	Eng	CS
A2924	BE_61	Block2	Stim02	CSES	English	m	Spanish	ML	998	Eng	CS
A2925	BE_61	Block2	Stim21	CSES	English	m	Spanish	ML	1651	Eng	CS
A2926	BE_61	Block2	Stim26	CSES	English	m	Spanish	ML	1974	Eng	CS
A2927	BE_61	Block2	Stim27	CSES	English	m	Spanish	ML	893	Eng	CS
A2928	BE_61	Block2	Stim28	CSES	English	m	Spanish	ML	498	Eng	CS
A2929	BE_61	Block2	Stim29	CSES	English	m	Spanish	ML	1581	Eng	CS
A2930	BE_61	Block2	Stim03	CSES	English	m	Spanish	ML	693	Eng	CS
A2962	BE_61	Block3	Stim01	CSES	English	m	Spanish	ML	435	Eng	CS
A2963	BE_61	Block3	Stim17	CSES	English	m	Spanish	ML	504	Eng	CS
A2964	BE_61	Block3	Stim02	CSES	English	m	Spanish	ML	2062	Eng	CS
A2965	BE_61	Block3	Stim21	CSES	English	m	Spanish	ML	633	Eng	CS
A2966	BE_61	Block3	Stim27	CSES	English	m	Spanish	ML	799	Eng	CS
A2967	BE_61	Block3	Stim28	CSES	English	m	Spanish	ML	892	Eng	CS
A2968	BE_61	Block3	Stim29	CSES	English	m	Spanish	ML	607	Eng	CS
A2969	BE_61	Block3	Stim03	CSES	English	m	Spanish	ML	649	Eng	CS
A2970	BE_61	Block3	Stim32	CSES	English	m	Spanish	ML	1068	Eng	CS
A3006	BE_61	Block4	Stim01	CSES	English	m	Spanish	ML	560	Eng	CS
A3007	BE_61	Block4	Stim21	CSES	English	m	Spanish	ML	938	Eng	CS
A3008	BE_61	Block4	Stim26	CSES	English	m	Spanish	ML	1190	Eng	CS
A3009	BE_61	Block4	Stim27	CSES	English	m	Spanish	ML	399	Eng	CS
A3010	BE_61	Block4	Stim29	CSES	English	m	Spanish	ML	442	Eng	CS
A3044	BE_62	Block1	Stim01	CSES	English	m	Spanish	ML	1334	Eng	CS
A3045	BE_62	Block1	Stim17	CSES	English	m	Spanish	ML	1385	Eng	CS
A3046	BE_62	Block1	Stim02	CSES	English	m	Spanish	ML	2824	Eng	CS
A3047	BE_62	Block1	Stim21	CSES	English	m	Spanish	ML	2856	Eng	CS
A3048	BE_62	Block1	Stim26	CSES	English	m	Spanish	ML	1580	Eng	CS
A3049	BE_62	Block1	Stim29	CSES	English	m	Spanish	ML	1621	Eng	CS
A3050	BE_62	Block1	Stim32	CSES	English	m	Spanish	ML	422	Eng	CS
A3083	BE_62	Block2	Stim01	CSES	English	m	Spanish	ML	840	Eng	CS
A3084	BE_62	Block2	Stim17	CSES	English	m	Spanish	ML	1608	Eng	CS
A3085	BE_62	Block2	Stim02	CSES	English	m	Spanish	ML	781	Eng	CS
A3086	BE_62	Block2	Stim21	CSES	English	m	Spanish	ML	740	Eng	CS
A3087	BE_62	Block2	Stim27	CSES	English	m	Spanish	ML	2578	Eng	CS
A3088	BE_62	Block2	Stim28	CSES	English	m	Spanish	ML	2128	Eng	CS
A3089	BE_62	Block2	Stim03	CSES	English	m	Spanish	ML	398	Eng	CS
A3090	BE_62	Block2	Stim32	CSES	English	m	Spanish	ML	1416	Eng	CS
A3123	BE_62	Block3	Stim17	CSES	English	m	Spanish	ML	346	Eng	CS
A3124	BE_62	Block3	Stim02	CSES	English	m	Spanish	ML	291	Eng	CS
A3125	BE_62	Block3	Stim21	CSES	English	m	Spanish	ML	937	Eng	CS
A3126	BE_62	Block3	Stim26	CSES	English	m	Spanish	ML	1676	Eng	CS
A3127	BE_62	Block3	Stim27	CSES	English	m	Spanish	ML	498	Eng	CS
A3128	BE_62	Block3	Stim28	CSES	English	m	Spanish	ML	1072	Eng	CS
A3129	BE_62	Block3	Stim03	CSES	English	m	Spanish	ML	503	Eng	CS
A3130	BE_62	Block3	Stim32	CSES	English	m	Spanish	ML	1218	Eng	CS
A3165	BE_62	Block4	Stim01	CSES	English	m	Spanish	ML	62	Eng	CS
A3166	BE_62	Block4	Stim17	CSES	English	m	Spanish	ML	151	Eng	CS
A3167	BE_62	Block4	Stim02	CSES	English	m	Spanish	ML	501	Eng	CS
A3168	BE_62	Block4	Stim29	CSES	English	m	Spanish	ML	1238	Eng	CS
A3169	BE_62	Block4	Stim03	CSES	English	m	Spanish	ML	54	Eng	CS
A3170	BE_62	Block4	Stim32	CSES	English	m	Spanish	ML	167	Eng	CS
A3524	BE_73	Block1	Stim01	CSES	English	m	Spanish	ML	2118	Eng	CS
A3525	BE_73	Block1	Stim02	CSES	English	m	Spanish	ML	502	Eng	CS
A3526	BE_73	Block1	Stim21	CSES	English	m	Spanish	ML	1279	Eng	CS
A3527	BE_73	Block1	Stim27	CSES	English	m	Spanish	ML	2180	Eng	CS
A3528	BE_73	Block1	Stim29	CSES	English	m	Spanish	ML	3424	Eng	CS
A3529	BE_73	Block1	Stim03	CSES	English	m	Spanish	ML	1661	Eng	CS
A3530	BE_73	Block1	Stim32	CSES	English	m	Spanish	ML	1567	Eng	CS
A3564	BE_73	Block2	Stim17	CSES	English	m	Spanish	ML	987	Eng	CS
A3565	BE_73	Block2	Stim21	CSES	English	m	Spanish	ML	8018	Eng	CS
A3566	BE_73	Block2	Stim26	CSES	English	m	Spanish	ML	650	Eng	CS
A3567	BE_73	Block2	Stim27	CSES	English	m	Spanish	ML	2299	Eng	CS
A3568	BE_73	Block2	Stim28	CSES	English	m	Spanish	ML	2795	Eng	CS
A3569	BE_73	Block2	Stim29	CSES	English	m	Spanish	ML	465	Eng	CS
A3570	BE_73	Block2	Stim32	CSES	English	m	Spanish	ML	1429	Eng	CS
A3602	BE_73	Block3	Stim01	CSES	English	m	Spanish	ML	1296	Eng	CS
A3603	BE_73	Block3	Stim17	CSES	English	m	Spanish	ML	1241	Eng	CS
A3604	BE_73	Block3	Stim02	CSES	English	m	Spanish	ML	1248	Eng	CS
A3605	BE_73	Block3	Stim26	CSES	English	m	Spanish	ML	4191	Eng	CS
A3606	BE_73	Block3	Stim27	CSES	English	m	Spanish	ML	522	Eng	CS
A3607	BE_73	Block3	Stim28	CSES	English	m	Spanish	ML	17467	Eng	CS
A3608	BE_73	Block3	Stim29	CSES	English	m	Spanish	ML	1227	Eng	CS
A3609	BE_73	Block3	Stim03	CSES	English	m	Spanish	ML	3547	Eng	CS
A3610	BE_73	Block3	Stim32	CSES	English	m	Spanish	ML	2833	Eng	CS
A3643	BE_73	Block4	Stim17	CSES	English	m	Spanish	ML	4059	Eng	CS
A3644	BE_73	Block4	Stim02	CSES	English	m	Spanish	ML	596	Eng	CS
A3645	BE_73	Block4	Stim26	CSES	English	m	Spanish	ML	2047	Eng	CS
A3646	BE_73	Block4	Stim27	CSES	English	m	Spanish	ML	1819	Eng	CS
A3647	BE_73	Block4	Stim28	CSES	English	m	Spanish	ML	2070	Eng	CS
A3648	BE_73	Block4	Stim29	CSES	English	m	Spanish	ML	1125	Eng	CS
A3649	BE_73	Block4	Stim03	CSES	English	m	Spanish	ML	1027	Eng	CS
A3650	BE_73	Block4	Stim32	CSES	English	m	Spanish	ML	1161	Eng	CS
A3681	BE_78	Block1	Stim01	CSES	English	m	Spanish	ML	2815	Eng	CS
A3682	BE_78	Block1	Stim17	CSES	English	m	Spanish	ML	1662	Eng	CS
A3683	BE_78	Block1	Stim03	CSES	English	m	Spanish	ML	9739	Eng	CS
A3721	BE_78	Block2	Stim01	CSES	English	m	Spanish	ML	2685	Eng	CS
A3722	BE_78	Block2	Stim17	CSES	English	m	Spanish	ML	2403	Eng	CS
A3723	BE_78	Block2	Stim02	CSES	English	m	Spanish	ML	3065	Eng	CS
A3724	BE_78	Block2	Stim21	CSES	English	m	Spanish	ML	2779	Eng	CS
A3725	BE_78	Block2	Stim26	CSES	English	m	Spanish	ML	1943	Eng	CS
A3726	BE_78	Block2	Stim03	CSES	English	m	Spanish	ML	1829	Eng	CS
A3727	BE_78	Block2	Stim32	CSES	English	m	Spanish	ML	6355	Eng	CS
A3761	BE_78	Block3	Stim01	CSES	English	m	Spanish	ML	1083	Eng	CS
A3762	BE_78	Block3	Stim02	CSES	English	m	Spanish	ML	1027	Eng	CS
A3763	BE_78	Block3	Stim26	CSES	English	m	Spanish	ML	3377	Eng	CS
A3764	BE_78	Block3	Stim27	CSES	English	m	Spanish	ML	694	Eng	CS
A3765	BE_78	Block3	Stim29	CSES	English	m	Spanish	ML	2495	Eng	CS
A3801	BE_78	Block4	Stim01	CSES	English	m	Spanish	ML	250	Eng	CS
A3802	BE_78	Block4	Stim17	CSES	English	m	Spanish	ML	2590	Eng	CS
A3803	BE_78	Block4	Stim02	CSES	English	m	Spanish	ML	2044	Eng	CS
A3804	BE_78	Block4	Stim21	CSES	English	m	Spanish	ML	1702	Eng	CS
A3805	BE_78	Block4	Stim26	CSES	English	m	Spanish	ML	3259	Eng	CS
A3806	BE_78	Block4	Stim03	CSES	English	m	Spanish	ML	445	Eng	CS
A3807	BE_78	Block4	Stim32	CSES	English	m	Spanish	ML	493	Eng	CS
A3841	BE_79	Block1	Stim17	CSES	English	m	Spanish	ML	2295	Eng	CS
A3842	BE_79	Block1	Stim02	CSES	English	m	Spanish	ML	1117	Eng	CS
A3843	BE_79	Block1	Stim21	CSES	English	m	Spanish	ML	2401	Eng	CS
A3844	BE_79	Block1	Stim03	CSES	English	m	Spanish	ML	1262	Eng	CS
A3845	BE_79	Block1	Stim32	CSES	English	m	Spanish	ML	1409	Eng	CS
A3881	BE_79	Block2	Stim17	CSES	English	m	Spanish	ML	1547	Eng	CS
A3882	BE_79	Block2	Stim02	CSES	English	m	Spanish	ML	547	Eng	CS
A3883	BE_79	Block2	Stim21	CSES	English	m	Spanish	ML	336	Eng	CS
A3884	BE_79	Block2	Stim26	CSES	English	m	Spanish	ML	737	Eng	CS
A3885	BE_79	Block2	Stim27	CSES	English	m	Spanish	ML	890	Eng	CS
A3886	BE_79	Block2	Stim28	CSES	English	m	Spanish	ML	480	Eng	CS
A3887	BE_79	Block2	Stim03	CSES	English	m	Spanish	ML	2768	Eng	CS
A3921	BE_79	Block3	Stim01	CSES	English	m	Spanish	ML	893	Eng	CS
A3922	BE_79	Block3	Stim17	CSES	English	m	Spanish	ML	1206	Eng	CS
A3923	BE_79	Block3	Stim02	CSES	English	m	Spanish	ML	489	Eng	CS
A3924	BE_79	Block3	Stim21	CSES	English	m	Spanish	ML	469	Eng	CS
A3925	BE_79	Block3	Stim27	CSES	English	m	Spanish	ML	1810	Eng	CS
A3926	BE_79	Block3	Stim29	CSES	English	m	Spanish	ML	2426	Eng	CS
A3927	BE_79	Block3	Stim03	CSES	English	m	Spanish	ML	1182	Eng	CS
A3928	BE_79	Block3	Stim32	CSES	English	m	Spanish	ML	2368	Eng	CS
A3961	BE_79	Block4	Stim01	CSES	English	m	Spanish	ML	1010	Eng	CS
A3962	BE_79	Block4	Stim02	CSES	English	m	Spanish	ML	2909	Eng	CS
A3963	BE_79	Block4	Stim21	CSES	English	m	Spanish	ML	2530	Eng	CS
A3964	BE_79	Block4	Stim27	CSES	English	m	Spanish	ML	399	Eng	CS
A3965	BE_79	Block4	Stim29	CSES	English	m	Spanish	ML	1072	Eng	CS
A3966	BE_79	Block4	Stim03	CSES	English	m	Spanish	ML	322	Eng	CS
A491	BE_11	Block1	Stim13	CSSE	English	z	English	CS	828	Sp	CS
A492	BE_11	Block1	Stim22	CSSE	English	z	English	CS	750	Sp	CS
A493	BE_11	Block1	Stim23	CSSE	English	z	English	CS	3255	Sp	CS
A494	BE_11	Block1	Stim24	CSSE	English	z	English	CS	2223	Sp	CS
A495	BE_11	Block1	Stim04	CSSE	English	z	English	CS	1391	Sp	CS
A531	BE_11	Block2	Stim30	CSSE	English	z	English	CS	1754	Sp	CS
A571	BE_11	Block3	Stim13	CSSE	English	z	English	CS	3523	Sp	CS
A572	BE_11	Block3	Stim18	CSSE	English	z	English	CS	1329	Sp	CS
A573	BE_11	Block3	Stim24	CSSE	English	z	English	CS	2466	Sp	CS
A574	BE_11	Block3	Stim05	CSSE	English	z	English	CS	824	Sp	CS
A611	BE_11	Block4	Stim22	CSSE	English	z	English	CS	2441	Sp	CS
A612	BE_11	Block4	Stim24	CSSE	English	z	English	CS	2560	Sp	CS
A652	BE_18	Block1	Stim23	CSSE	English	z	English	CS	4194	Sp	CS
A653	BE_18	Block1	Stim36	CSSE	English	z	English	CS	1887	Sp	CS
A654	BE_18	Block1	Stim04	CSSE	English	z	English	CS	1371	Sp	CS
A655	BE_18	Block1	Stim05	CSSE	English	z	English	CS	3200	Sp	CS
A656	BE_18	Block1	Stim06	CSSE	English	z	English	CS	1489	Sp	CS
A692	BE_18	Block2	Stim36	CSSE	English	z	English	CS	658	Sp	CS
A732	BE_18	Block3	Stim22	CSSE	English	z	English	CS	884	Sp	CS
A1491	BE_36	Block2	Stim13	CSSE	English	z	English	CS	2915	Sp	CS
A1492	BE_36	Block2	Stim18	CSSE	English	z	English	CS	390	Sp	CS
A1531	BE_36	Block3	Stim18	CSSE	English	z	English	CS	1923	Sp	CS
A1532	BE_36	Block3	Stim24	CSSE	English	z	English	CS	626	Sp	CS
A1533	BE_36	Block3	Stim30	CSSE	English	z	English	CS	1885	Sp	CS
A1534	BE_36	Block3	Stim04	CSSE	English	z	English	CS	313	Sp	CS
A1535	BE_36	Block3	Stim06	CSSE	English	z	English	CS	996	Sp	CS
A1571	BE_36	Block4	Stim23	CSSE	English	z	English	CS	1667	Sp	CS
A1572	BE_36	Block4	Stim30	CSSE	English	z	English	CS	559	Sp	CS
A1573	BE_36	Block4	Stim06	CSSE	English	z	English	CS	657	Sp	CS
A1611	BE_39	Block1	Stim18	CSSE	English	z	English	CS	5022	Sp	CS
A1612	BE_39	Block1	Stim23	CSSE	English	z	English	CS	1920	Sp	CS
A1613	BE_39	Block1	Stim06	CSSE	English	z	English	CS	2738	Sp	CS
A1651	BE_39	Block2	Stim36	CSSE	English	z	English	CS	5941	Sp	CS
A1652	BE_39	Block2	Stim04	CSSE	English	z	English	CS	1248	Sp	CS
A1691	BE_39	Block3	Stim18	CSSE	English	z	English	CS	4314	Sp	CS
A1692	BE_39	Block3	Stim22	CSSE	English	z	English	CS	10778	Sp	CS
A1693	BE_39	Block3	Stim23	CSSE	English	z	English	CS	3235	Sp	CS
A1694	BE_39	Block3	Stim36	CSSE	English	z	English	CS	4233	Sp	CS
A1695	BE_39	Block3	Stim06	CSSE	English	z	English	CS	7074	Sp	CS
A1731	BE_39	Block4	Stim13	CSSE	English	z	English	CS	3611	Sp	CS
A1732	BE_39	Block4	Stim18	CSSE	English	z	English	CS	1366	Sp	CS
A1733	BE_39	Block4	Stim22	CSSE	English	z	English	CS	3135	Sp	CS
A1734	BE_39	Block4	Stim23	CSSE	English	z	English	CS	2852	Sp	CS
A1735	BE_39	Block4	Stim30	CSSE	English	z	English	CS	2102	Sp	CS
A1736	BE_39	Block4	Stim05	CSSE	English	z	English	CS	1800	Sp	CS
A1771	BE_40	Block1	Stim13	CSSE	English	z	English	CS	600	Sp	CS
A1772	BE_40	Block1	Stim22	CSSE	English	z	English	CS	1410	Sp	CS
A1773	BE_40	Block1	Stim23	CSSE	English	z	English	CS	575	Sp	CS
A1774	BE_40	Block1	Stim06	CSSE	English	z	English	CS	1707	Sp	CS
A1811	BE_40	Block2	Stim13	CSSE	English	z	English	CS	509	Sp	CS
A1812	BE_40	Block2	Stim23	CSSE	English	z	English	CS	745	Sp	CS
A1851	BE_40	Block3	Stim18	CSSE	English	z	English	CS	1005	Sp	CS
A1852	BE_40	Block3	Stim36	CSSE	English	z	English	CS	1298	Sp	CS
A1853	BE_40	Block3	Stim04	CSSE	English	z	English	CS	1868	Sp	CS
A1891	BE_40	Block4	Stim18	CSSE	English	z	English	CS	797	Sp	CS
A1892	BE_40	Block4	Stim23	CSSE	English	z	English	CS	2310	Sp	CS
A1893	BE_40	Block4	Stim36	CSSE	English	z	English	CS	362	Sp	CS
A2091	BE_47	Block1	Stim18	CSSE	English	m	English	CS	1347	Sp	CS
A2092	BE_47	Block1	Stim04	CSSE	English	m	English	CS	1001	Sp	CS
A2131	BE_47	Block2	Stim13	CSSE	English	m	English	CS	2562	Sp	CS
A2132	BE_47	Block2	Stim18	CSSE	English	m	English	CS	2144	Sp	CS
A2133	BE_47	Block2	Stim23	CSSE	English	m	English	CS	3457	Sp	CS
A2134	BE_47	Block2	Stim30	CSSE	English	m	English	CS	2549	Sp	CS
A2171	BE_47	Block3	Stim06	CSSE	English	m	English	CS	1214	Sp	CS
A2211	BE_47	Block4	Stim13	CSSE	English	m	English	CS	1643	Sp	CS
A2212	BE_47	Block4	Stim22	CSSE	English	m	English	CS	1191	Sp	CS
A2213	BE_47	Block4	Stim24	CSSE	English	m	English	CS	2775	Sp	CS
A2731	BE_59	Block1	Stim13	CSSE	English	m	English	CS	3757	Sp	CS
A2732	BE_59	Block1	Stim18	CSSE	English	m	English	CS	4990	Sp	CS
A2733	BE_59	Block1	Stim22	CSSE	English	m	English	CS	3072	Sp	CS
A2734	BE_59	Block1	Stim23	CSSE	English	m	English	CS	1218	Sp	CS
A2735	BE_59	Block1	Stim30	CSSE	English	m	English	CS	4367	Sp	CS
A2736	BE_59	Block1	Stim36	CSSE	English	m	English	CS	990	Sp	CS
A2771	BE_59	Block2	Stim23	CSSE	English	m	English	CS	4674	Sp	CS
A2772	BE_59	Block2	Stim24	CSSE	English	m	English	CS	3828	Sp	CS
A2811	BE_59	Block3	Stim18	CSSE	English	m	English	CS	6462	Sp	CS
A2812	BE_59	Block3	Stim04	CSSE	English	m	English	CS	3038	Sp	CS
A2851	BE_59	Block4	Stim36	CSSE	English	m	English	CS	470	Sp	CS
A2931	BE_61	Block2	Stim18	CSSE	English	m	English	CS	1927	Sp	CS
A2932	BE_61	Block2	Stim30	CSSE	English	m	English	CS	2706	Sp	CS
A2933	BE_61	Block2	Stim36	CSSE	English	m	English	CS	1591	Sp	CS
A2971	BE_61	Block3	Stim13	CSSE	English	m	English	CS	482	Sp	CS
A2972	BE_61	Block3	Stim22	CSSE	English	m	English	CS	630	Sp	CS
A2973	BE_61	Block3	Stim36	CSSE	English	m	English	CS	311	Sp	CS
A3011	BE_61	Block4	Stim13	CSSE	English	m	English	CS	1008	Sp	CS
A3012	BE_61	Block4	Stim18	CSSE	English	m	English	CS	1263	Sp	CS
A3013	BE_61	Block4	Stim36	CSSE	English	m	English	CS	2015	Sp	CS
A3051	BE_62	Block1	Stim13	CSSE	English	m	English	CS	2981	Sp	CS
A3052	BE_62	Block1	Stim24	CSSE	English	m	English	CS	3299	Sp	CS
A3053	BE_62	Block1	Stim04	CSSE	English	m	English	CS	4990	Sp	CS
A3054	BE_62	Block1	Stim05	CSSE	English	m	English	CS	2696	Sp	CS
A3091	BE_62	Block2	Stim36	CSSE	English	m	English	CS	3349	Sp	CS
A3092	BE_62	Block2	Stim06	CSSE	English	m	English	CS	1002	Sp	CS
A3131	BE_62	Block3	Stim13	CSSE	English	m	English	CS	963	Sp	CS
A3132	BE_62	Block3	Stim18	CSSE	English	m	English	CS	883	Sp	CS
A3133	BE_62	Block3	Stim04	CSSE	English	m	English	CS	1706	Sp	CS
A3171	BE_62	Block4	Stim18	CSSE	English	m	English	CS	54	Sp	CS
A3172	BE_62	Block4	Stim04	CSSE	English	m	English	CS	175	Sp	CS
A3531	BE_73	Block1	Stim18	CSSE	English	m	English	CS	2643	Sp	CS
A3532	BE_73	Block1	Stim22	CSSE	English	m	English	CS	2508	Sp	CS
A3533	BE_73	Block1	Stim36	CSSE	English	m	English	CS	2408	Sp	CS
A3571	BE_73	Block2	Stim13	CSSE	English	m	English	CS	7317	Sp	CS
A3572	BE_73	Block2	Stim36	CSSE	English	m	English	CS	3121	Sp	CS
A3573	BE_73	Block2	Stim06	CSSE	English	m	English	CS	3477	Sp	CS
A3611	BE_73	Block3	Stim36	CSSE	English	m	English	CS	1919	Sp	CS
A3651	BE_73	Block4	Stim13	CSSE	English	m	English	CS	2239	Sp	CS
A3652	BE_73	Block4	Stim23	CSSE	English	m	English	CS	1972	Sp	CS
A3653	BE_73	Block4	Stim36	CSSE	English	m	English	CS	913	Sp	CS
A3691	BE_78	Block1	Stim13	CSSE	English	m	English	CS	7981	Sp	CS
A3692	BE_78	Block1	Stim18	CSSE	English	m	English	CS	3315	Sp	CS
A3693	BE_78	Block1	Stim23	CSSE	English	m	English	CS	6326	Sp	CS
A3694	BE_78	Block1	Stim30	CSSE	English	m	English	CS	4577	Sp	CS
A3695	BE_78	Block1	Stim05	CSSE	English	m	English	CS	6926	Sp	CS
A3696	BE_78	Block1	Stim06	CSSE	English	m	English	CS	3007	Sp	CS
A3731	BE_78	Block2	Stim13	CSSE	English	m	English	CS	3239	Sp	CS
A3732	BE_78	Block2	Stim22	CSSE	English	m	English	CS	4144	Sp	CS
A3733	BE_78	Block2	Stim23	CSSE	English	m	English	CS	4233	Sp	CS
A3734	BE_78	Block2	Stim30	CSSE	English	m	English	CS	1940	Sp	CS
A3735	BE_78	Block2	Stim05	CSSE	English	m	English	CS	601	Sp	CS
A3736	BE_78	Block2	Stim06	CSSE	English	m	English	CS	1348	Sp	CS
A3771	BE_78	Block3	Stim18	CSSE	English	m	English	CS	2397	Sp	CS
A3772	BE_78	Block3	Stim23	CSSE	English	m	English	CS	2199	Sp	CS
A3773	BE_78	Block3	Stim04	CSSE	English	m	English	CS	722	Sp	CS
A3774	BE_78	Block3	Stim05	CSSE	English	m	English	CS	3310	Sp	CS
A3775	BE_78	Block3	Stim06	CSSE	English	m	English	CS	336	Sp	CS
A3811	BE_78	Block4	Stim18	CSSE	English	m	English	CS	3498	Sp	CS
A3812	BE_78	Block4	Stim22	CSSE	English	m	English	CS	2795	Sp	CS
A3813	BE_78	Block4	Stim05	CSSE	English	m	English	CS	6049	Sp	CS
A3814	BE_78	Block4	Stim06	CSSE	English	m	English	CS	944	Sp	CS
A3851	BE_79	Block1	Stim22	CSSE	English	m	English	CS	1391	Sp	CS
A3852	BE_79	Block1	Stim23	CSSE	English	m	English	CS	2707	Sp	CS
A3853	BE_79	Block1	Stim30	CSSE	English	m	English	CS	995	Sp	CS
A3891	BE_79	Block2	Stim22	CSSE	English	m	English	CS	2793	Sp	CS
A3892	BE_79	Block2	Stim30	CSSE	English	m	English	CS	2735	Sp	CS
A3893	BE_79	Block2	Stim36	CSSE	English	m	English	CS	940	Sp	CS
A3931	BE_79	Block3	Stim24	CSSE	English	m	English	CS	466	Sp	CS
A3971	BE_79	Block4	Stim13	CSSE	English	m	English	CS	1679	Sp	CS
A3972	BE_79	Block4	Stim36	CSSE	English	m	English	CS	415	Sp	CS
A496	BE_11	Block1	Stim18	CSSE	Spanish	m	English	ML	1621	Sp	CS
A497	BE_11	Block1	Stim30	CSSE	Spanish	m	English	ML	1489	Sp	CS
A498	BE_11	Block1	Stim36	CSSE	Spanish	m	English	ML	1707	Sp	CS
A499	BE_11	Block1	Stim05	CSSE	Spanish	m	English	ML	1087	Sp	CS
A500	BE_11	Block1	Stim06	CSSE	Spanish	m	English	ML	3273	Sp	CS
A532	BE_11	Block2	Stim13	CSSE	Spanish	m	English	ML	1613	Sp	CS
A533	BE_11	Block2	Stim18	CSSE	Spanish	m	English	ML	2016	Sp	CS
A534	BE_11	Block2	Stim22	CSSE	Spanish	m	English	ML	3788	Sp	CS
A535	BE_11	Block2	Stim23	CSSE	Spanish	m	English	ML	668	Sp	CS
A536	BE_11	Block2	Stim24	CSSE	Spanish	m	English	ML	1331	Sp	CS
A537	BE_11	Block2	Stim36	CSSE	Spanish	m	English	ML	1124	Sp	CS
A538	BE_11	Block2	Stim04	CSSE	Spanish	m	English	ML	954	Sp	CS
A539	BE_11	Block2	Stim05	CSSE	Spanish	m	English	ML	1123	Sp	CS
A540	BE_11	Block2	Stim06	CSSE	Spanish	m	English	ML	665	Sp	CS
A575	BE_11	Block3	Stim22	CSSE	Spanish	m	English	ML	1074	Sp	CS
