Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context
A364	BE_09	Block2	Stim28	CSES	1	CS	1443	Eng	CS
A365	BE_09	Block2	Stim29	CSES	1	CS	1634	Eng	CS
A366	BE_09	Block2	Stim17	CSES	0	ML	1878	Eng	CS
A367	BE_09	Block2	Stim02	CSES	0	ML	1923	Eng	CS
A368	BE_09	Block2	Stim21	CSES	0	ML	3055	Eng	CS
A369	BE_09	Block2	Stim03	CSES	0	ML	1718	Eng	CS
A370	BE_09	Block2	Stim32	CSES	0	ML	4167	Eng	CS
A4	BE_06	Block1	Stim28	CSES	1	CS	1449	Eng	CS
A401	BE_09	Block3	Stim26	CSES	1	CS	1715	Eng	CS
A402	BE_09	Block3	Stim27	CSES	1	CS	821	Eng	CS
A403	BE_09	Block3	Stim28	CSES	1	CS	601	Eng	CS
A404	BE_09	Block3	Stim29	CSES	1	CS	1379	Eng	CS
A405	BE_09	Block3	Stim01	CSES	0	ML	2551	Eng	CS
A406	BE_09	Block3	Stim17	CSES	0	ML	1678	Eng	CS
A407	BE_09	Block3	Stim02	CSES	0	ML	2198	Eng	CS
A408	BE_09	Block3	Stim21	CSES	0	ML	2950	Eng	CS
A409	BE_09	Block3	Stim03	CSES	0	ML	1190	Eng	CS
A41	BE_06	Block2	Stim02	CSES	1	CS	932	Eng	CS
A410	BE_09	Block3	Stim32	CSES	0	ML	3655	Eng	CS
A42	BE_06	Block2	Stim21	CSES	1	CS	1924	Eng	CS
A43	BE_06	Block2	Stim27	CSES	1	CS	2227	Eng	CS
A44	BE_06	Block2	Stim28	CSES	1	CS	563	Eng	CS
A441	BE_09	Block4	Stim01	CSES	1	CS	3039	Eng	CS
A442	BE_09	Block4	Stim21	CSES	1	CS	1232	Eng	CS
A443	BE_09	Block4	Stim27	CSES	1	CS	1154	Eng	CS
A444	BE_09	Block4	Stim29	CSES	1	CS	3801	Eng	CS
A445	BE_09	Block4	Stim17	CSES	0	ML	972	Eng	CS
A446	BE_09	Block4	Stim02	CSES	0	ML	2255	Eng	CS
A447	BE_09	Block4	Stim26	CSES	0	ML	3232	Eng	CS
A448	BE_09	Block4	Stim28	CSES	0	ML	1896	Eng	CS
A449	BE_09	Block4	Stim03	CSES	0	ML	789	Eng	CS
A45	BE_06	Block2	Stim29	CSES	1	CS	449	Eng	CS
A450	BE_09	Block4	Stim32	CSES	0	ML	2432	Eng	CS
A46	BE_06	Block2	Stim03	CSES	1	CS	1044	Eng	CS
A47	BE_06	Block2	Stim01	CSES	0	ML	1060	Eng	CS
A48	BE_06	Block2	Stim17	CSES	0	ML	795	Eng	CS
A481	BE_19	Block1	Stim26	CSES	1	CS	1679	Eng	CS
A482	BE_19	Block1	Stim27	CSES	1	CS	3330	Eng	CS
A483	BE_19	Block1	Stim28	CSES	1	CS	1960	Eng	CS
A484	BE_19	Block1	Stim03	CSES	1	CS	1410	Eng	CS
A485	BE_19	Block1	Stim32	CSES	1	CS	4122	Eng	CS
A486	BE_19	Block1	Stim01	CSES	0	ML	4016	Eng	CS
A487	BE_19	Block1	Stim17	CSES	0	ML	1591	Eng	CS
A488	BE_19	Block1	Stim02	CSES	0	ML	4860	Eng	CS
A489	BE_19	Block1	Stim21	CSES	0	ML	1480	Eng	CS
A49	BE_06	Block2	Stim26	CSES	0	ML	619	Eng	CS
A490	BE_19	Block1	Stim29	CSES	0	ML	3190	Eng	CS
A5	BE_06	Block1	Stim29	CSES	1	CS	1701	Eng	CS
A50	BE_06	Block2	Stim32	CSES	0	ML	1233	Eng	CS
A521	BE_19	Block2	Stim17	CSES	1	CS	981	Eng	CS
A522	BE_19	Block2	Stim26	CSES	1	CS	6014	Eng	CS
A523	BE_19	Block2	Stim28	CSES	1	CS	1188	Eng	CS
A524	BE_19	Block2	Stim03	CSES	1	CS	3950	Eng	CS
A525	BE_19	Block2	Stim01	CSES	0	ML	2053	Eng	CS
A526	BE_19	Block2	Stim02	CSES	0	ML	1511	Eng	CS
A527	BE_19	Block2	Stim21	CSES	0	ML	5460	Eng	CS
A528	BE_19	Block2	Stim27	CSES	0	ML	1888	Eng	CS
A529	BE_19	Block2	Stim29	CSES	0	ML	3325	Eng	CS
A530	BE_19	Block2	Stim32	CSES	0	ML	2305	Eng	CS
A561	BE_19	Block3	Stim01	CSES	1	CS	9837	Eng	CS
A562	BE_19	Block3	Stim27	CSES	1	CS	5169	Eng	CS
A563	BE_19	Block3	Stim29	CSES	1	CS	9348	Eng	CS
A564	BE_19	Block3	Stim17	CSES	0	ML	2225	Eng	CS
A565	BE_19	Block3	Stim02	CSES	0	ML	3411	Eng	CS
A566	BE_19	Block3	Stim21	CSES	0	ML	1739	Eng	CS
A567	BE_19	Block3	Stim26	CSES	0	ML	5657	Eng	CS
A568	BE_19	Block3	Stim28	CSES	0	ML	1999	Eng	CS
A569	BE_19	Block3	Stim03	CSES	0	ML	4709	Eng	CS
A570	BE_19	Block3	Stim32	CSES	0	ML	1609	Eng	CS
A6	BE_06	Block1	Stim03	CSES	1	CS	1908	Eng	CS
A601	BE_19	Block4	Stim02	CSES	1	CS	1463	Eng	CS
A602	BE_19	Block4	Stim29	CSES	1	CS	5702	Eng	CS
A603	BE_19	Block4	Stim03	CSES	1	CS	11691	Eng	CS
A604	BE_19	Block4	Stim01	CSES	0	ML	1641	Eng	CS
A605	BE_19	Block4	Stim17	CSES	0	ML	1950	Eng	CS
A606	BE_19	Block4	Stim21	CSES	0	ML	10147	Eng	CS
A607	BE_19	Block4	Stim26	CSES	0	ML	2235	Eng	CS
A608	BE_19	Block4	Stim27	CSES	0	ML	892	Eng	CS
A609	BE_19	Block4	Stim28	CSES	0	ML	7892	Eng	CS
A610	BE_19	Block4	Stim32	CSES	0	ML	2359	Eng	CS
A641	BE_20	Block1	Stim17	CSES	1	CS	9806	Eng	CS
A642	BE_20	Block1	Stim27	CSES	1	CS	2443	Eng	CS
A643	BE_20	Block1	Stim28	CSES	1	CS	2619	Eng	CS
A644	BE_20	Block1	Stim29	CSES	1	CS	4946	Eng	CS
A645	BE_20	Block1	Stim32	CSES	1	CS	3743	Eng	CS
A646	BE_20	Block1	Stim01	CSES	0	ML	3771	Eng	CS
A647	BE_20	Block1	Stim02	CSES	0	ML	16735	Eng	CS
A648	BE_20	Block1	Stim21	CSES	0	ML	4736	Eng	CS
A649	BE_20	Block1	Stim26	CSES	0	ML	5491	Eng	CS
A650	BE_20	Block1	Stim03	CSES	0	ML	3975	Eng	CS
A681	BE_20	Block2	Stim17	CSES	1	CS	7269	Eng	CS
A682	BE_20	Block2	Stim02	CSES	1	CS	2466	Eng	CS
A683	BE_20	Block2	Stim26	CSES	1	CS	2380	Eng	CS
A684	BE_20	Block2	Stim27	CSES	1	CS	1906	Eng	CS
A685	BE_20	Block2	Stim28	CSES	1	CS	1899	Eng	CS
A686	BE_20	Block2	Stim32	CSES	1	CS	8413	Eng	CS
A687	BE_20	Block2	Stim01	CSES	0	ML	7260	Eng	CS
A688	BE_20	Block2	Stim21	CSES	0	ML	4812	Eng	CS
A689	BE_20	Block2	Stim29	CSES	0	ML	5155	Eng	CS
A690	BE_20	Block2	Stim03	CSES	0	ML	1179	Eng	CS
A7	BE_06	Block1	Stim01	CSES	0	ML	2130	Eng	CS
A721	BE_20	Block3	Stim21	CSES	1	CS	10500	Eng	CS
A722	BE_20	Block3	Stim27	CSES	1	CS	1771	Eng	CS
A723	BE_20	Block3	Stim29	CSES	1	CS	7645	Eng	CS
A724	BE_20	Block3	Stim32	CSES	1	CS	2681	Eng	CS
A725	BE_20	Block3	Stim01	CSES	0	ML	5562	Eng	CS
A726	BE_20	Block3	Stim17	CSES	0	ML	3645	Eng	CS
A727	BE_20	Block3	Stim02	CSES	0	ML	8610	Eng	CS
A728	BE_20	Block3	Stim26	CSES	0	ML	2459	Eng	CS
A729	BE_20	Block3	Stim28	CSES	0	ML	1930	Eng	CS
A730	BE_20	Block3	Stim03	CSES	0	ML	1163	Eng	CS
A761	BE_20	Block4	Stim27	CSES	1	CS	3051	Eng	CS
A762	BE_20	Block4	Stim28	CSES	1	CS	1817	Eng	CS
A763	BE_20	Block4	Stim29	CSES	1	CS	3511	Eng	CS
A764	BE_20	Block4	Stim32	CSES	1	CS	2500	Eng	CS
A765	BE_20	Block4	Stim01	CSES	0	ML	3644	Eng	CS
A766	BE_20	Block4	Stim17	CSES	0	ML	2907	Eng	CS
A767	BE_20	Block4	Stim02	CSES	0	ML	5148	Eng	CS
A768	BE_20	Block4	Stim21	CSES	0	ML	10218	Eng	CS
A769	BE_20	Block4	Stim26	CSES	0	ML	13570	Eng	CS
A770	BE_20	Block4	Stim03	CSES	0	ML	5573	Eng	CS
A8	BE_06	Block1	Stim17	CSES	0	ML	1451	Eng	CS
A801	BE_33	Block1	Stim28	CSES	1	CS	1121	Eng	CS
A802	BE_33	Block1	Stim01	CSES	0	ML	3984	Eng	CS
A803	BE_33	Block1	Stim17	CSES	0	ML	1189	Eng	CS
A804	BE_33	Block1	Stim02	CSES	0	ML	663	Eng	CS
A805	BE_33	Block1	Stim21	CSES	0	ML	1237	Eng	CS
A806	BE_33	Block1	Stim26	CSES	0	ML	666	Eng	CS
A807	BE_33	Block1	Stim27	CSES	0	ML	1358	Eng	CS
A808	BE_33	Block1	Stim29	CSES	0	ML	2495	Eng	CS
A809	BE_33	Block1	Stim03	CSES	0	ML	7199	Eng	CS
A81	BE_06	Block3	Stim27	CSES	1	CS	359	Eng	CS
A810	BE_33	Block1	Stim32	CSES	0	ML	2450	Eng	CS
A82	BE_06	Block3	Stim28	CSES	1	CS	497	Eng	CS
A83	BE_06	Block3	Stim29	CSES	1	CS	230	Eng	CS
A84	BE_06	Block3	Stim03	CSES	1	CS	307	Eng	CS
A841	BE_33	Block2	Stim28	CSES	1	CS	400	Eng	CS
A842	BE_33	Block2	Stim32	CSES	1	CS	2152	Eng	CS
A843	BE_33	Block2	Stim01	CSES	0	ML	613	Eng	CS
A844	BE_33	Block2	Stim17	CSES	0	ML	1598	Eng	CS
A845	BE_33	Block2	Stim02	CSES	0	ML	6768	Eng	CS
A846	BE_33	Block2	Stim21	CSES	0	ML	2049	Eng	CS
A847	BE_33	Block2	Stim26	CSES	0	ML	1805	Eng	CS
A848	BE_33	Block2	Stim27	CSES	0	ML	2227	Eng	CS
A849	BE_33	Block2	Stim29	CSES	0	ML	2742	Eng	CS
A85	BE_06	Block3	Stim32	CSES	1	CS	1088	Eng	CS
A850	BE_33	Block2	Stim03	CSES	0	ML	374	Eng	CS
A86	BE_06	Block3	Stim01	CSES	0	ML	390	Eng	CS
A87	BE_06	Block3	Stim17	CSES	0	ML	326	Eng	CS
A88	BE_06	Block3	Stim02	CSES	0	ML	768	Eng	CS
A881	BE_33	Block3	Stim21	CSES	1	CS	1195	Eng	CS
A882	BE_33	Block3	Stim28	CSES	1	CS	537	Eng	CS
A883	BE_33	Block3	Stim03	CSES	1	CS	623	Eng	CS
A884	BE_33	Block3	Stim01	CSES	0	ML	654	Eng	CS
A885	BE_33	Block3	Stim17	CSES	0	ML	1325	Eng	CS
A886	BE_33	Block3	Stim02	CSES	0	ML	641	Eng	CS
A887	BE_33	Block3	Stim26	CSES	0	ML	1892	Eng	CS
A888	BE_33	Block3	Stim27	CSES	0	ML	445	Eng	CS
A889	BE_33	Block3	Stim29	CSES	0	ML	3065	Eng	CS
A89	BE_06	Block3	Stim21	CSES	0	ML	787	Eng	CS
A890	BE_33	Block3	Stim32	CSES	0	ML	2176	Eng	CS
A9	BE_06	Block1	Stim02	CSES	0	ML	1498	Eng	CS
A90	BE_06	Block3	Stim26	CSES	0	ML	3388	Eng	CS
A921	BE_33	Block4	Stim21	CSES	1	CS	1123	Eng	CS
A922	BE_33	Block4	Stim26	CSES	1	CS	4149	Eng	CS
A923	BE_33	Block4	Stim28	CSES	1	CS	1978	Eng	CS
A924	BE_33	Block4	Stim29	CSES	1	CS	1053	Eng	CS
A925	BE_33	Block4	Stim03	CSES	1	CS	843	Eng	CS
A926	BE_33	Block4	Stim01	CSES	0	ML	2636	Eng	CS
A927	BE_33	Block4	Stim17	CSES	0	ML	3310	Eng	CS
A928	BE_33	Block4	Stim02	CSES	0	ML	1114	Eng	CS
A929	BE_33	Block4	Stim27	CSES	0	ML	2948	Eng	CS
A930	BE_33	Block4	Stim32	CSES	0	ML	3179	Eng	CS
A961	BE_34	Block1	Stim17	CSES	1	CS	527	Eng	CS
A962	BE_34	Block1	Stim02	CSES	1	CS	4951	Eng	CS
A963	BE_34	Block1	Stim26	CSES	1	CS	878	Eng	CS
A964	BE_34	Block1	Stim27	CSES	1	CS	2884	Eng	CS
A965	BE_34	Block1	Stim28	CSES	1	CS	967	Eng	CS
A966	BE_34	Block1	Stim29	CSES	1	CS	1187	Eng	CS
A967	BE_34	Block1	Stim03	CSES	1	CS	3361	Eng	CS
A968	BE_34	Block1	Stim32	CSES	1	CS	3153	Eng	CS
A969	BE_34	Block1	Stim01	CSES	0	ML	2936	Eng	CS
A970	BE_34	Block1	Stim21	CSES	0	ML	5284	Eng	CS
A1	BE_06	Block1	Stim21	CSES	1	CS	883	Eng	CS
A10	BE_06	Block1	Stim32	CSES	0	ML	2969	Eng	CS
A1001	BE_34	Block2	Stim01	CSES	1	CS	368	Eng	CS
A1002	BE_34	Block2	Stim17	CSES	1	CS	2259	Eng	CS
A1003	BE_34	Block2	Stim21	CSES	1	CS	634	Eng	CS
A1004	BE_34	Block2	Stim26	CSES	1	CS	877	Eng	CS
A1005	BE_34	Block2	Stim27	CSES	1	CS	1004	Eng	CS
A1006	BE_34	Block2	Stim28	CSES	1	CS	5858	Eng	CS
A1007	BE_34	Block2	Stim29	CSES	1	CS	992	Eng	CS
A1008	BE_34	Block2	Stim03	CSES	1	CS	5955	Eng	CS
A1009	BE_34	Block2	Stim32	CSES	1	CS	2082	Eng	CS
A1010	BE_34	Block2	Stim02	CSES	0	ML	692	Eng	CS
A1041	BE_34	Block3	Stim17	CSES	1	CS	2925	Eng	CS
A1042	BE_34	Block3	Stim27	CSES	1	CS	1766	Eng	CS
A1043	BE_34	Block3	Stim29	CSES	1	CS	1007	Eng	CS
A1044	BE_34	Block3	Stim01	CSES	0	ML	345	Eng	CS
A1045	BE_34	Block3	Stim02	CSES	0	ML	1835	Eng	CS
A1046	BE_34	Block3	Stim21	CSES	0	ML	431	Eng	CS
A1047	BE_34	Block3	Stim26	CSES	0	ML	1815	Eng	CS
A1048	BE_34	Block3	Stim28	CSES	0	ML	793	Eng	CS
A1049	BE_34	Block3	Stim03	CSES	0	ML	1730	Eng	CS
A1050	BE_34	Block3	Stim32	CSES	0	ML	8185	Eng	CS
A1081	BE_34	Block4	Stim21	CSES	1	CS	953	Eng	CS
A1082	BE_34	Block4	Stim27	CSES	1	CS	355	Eng	CS
A1083	BE_34	Block4	Stim28	CSES	1	CS	349	Eng	CS
A1084	BE_34	Block4	Stim01	CSES	0	ML	382	Eng	CS
A1085	BE_34	Block4	Stim17	CSES	0	ML	571	Eng	CS
A1086	BE_34	Block4	Stim02	CSES	0	ML	4067	Eng	CS
A1087	BE_34	Block4	Stim26	CSES	0	ML	791	Eng	CS
A1088	BE_34	Block4	Stim29	CSES	0	ML	2308	Eng	CS
A1089	BE_34	Block4	Stim03	CSES	0	ML	2305	Eng	CS
A1090	BE_34	Block4	Stim32	CSES	0	ML	1664	Eng	CS
A1121	BE_42	Block1	Stim26	CSES	1	CS	2021	Eng	CS
A1122	BE_42	Block1	Stim29	CSES	1	CS	742	Eng	CS
A1123	BE_42	Block1	Stim32	CSES	1	CS	2177	Eng	CS
A1124	BE_42	Block1	Stim01	CSES	0	ML	871	Eng	CS
A1125	BE_42	Block1	Stim17	CSES	0	ML	3349	Eng	CS
A1126	BE_42	Block1	Stim02	CSES	0	ML	382	Eng	CS
A1127	BE_42	Block1	Stim21	CSES	0	ML	1569	Eng	CS
A1128	BE_42	Block1	Stim27	CSES	0	ML	1469	Eng	CS
A1129	BE_42	Block1	Stim28	CSES	0	ML	17638	Eng	CS
A1130	BE_42	Block1	Stim03	CSES	0	ML	640	Eng	CS
A1161	BE_42	Block2	Stim17	CSES	1	CS	1497	Eng	CS
A1162	BE_42	Block2	Stim26	CSES	1	CS	2093	Eng	CS
A1163	BE_42	Block2	Stim27	CSES	1	CS	3668	Eng	CS
A1164	BE_42	Block2	Stim28	CSES	1	CS	1803	Eng	CS
A1165	BE_42	Block2	Stim01	CSES	0	ML	2089	Eng	CS
A1166	BE_42	Block2	Stim02	CSES	0	ML	1252	Eng	CS
A1167	BE_42	Block2	Stim21	CSES	0	ML	2417	Eng	CS
A1168	BE_42	Block2	Stim29	CSES	0	ML	3244	Eng	CS
A1169	BE_42	Block2	Stim03	CSES	0	ML	935	Eng	CS
A1170	BE_42	Block2	Stim32	CSES	0	ML	1625	Eng	CS
A1201	BE_42	Block3	Stim01	CSES	1	CS	569	Eng	CS
A1202	BE_42	Block3	Stim17	CSES	1	CS	2331	Eng	CS
A1203	BE_42	Block3	Stim21	CSES	1	CS	1012	Eng	CS
A1204	BE_42	Block3	Stim26	CSES	1	CS	1873	Eng	CS
A1205	BE_42	Block3	Stim27	CSES	1	CS	419	Eng	CS
A1206	BE_42	Block3	Stim28	CSES	1	CS	2978	Eng	CS
A1207	BE_42	Block3	Stim29	CSES	1	CS	534	Eng	CS
A1208	BE_42	Block3	Stim02	CSES	0	ML	940	Eng	CS
A1209	BE_42	Block3	Stim03	CSES	0	ML	342	Eng	CS
A121	BE_06	Block4	Stim01	CSES	1	CS	926	Eng	CS
A1210	BE_42	Block3	Stim32	CSES	0	ML	3354	Eng	CS
A122	BE_06	Block4	Stim21	CSES	1	CS	648	Eng	CS
A123	BE_06	Block4	Stim27	CSES	1	CS	379	Eng	CS
A124	BE_06	Block4	Stim29	CSES	1	CS	423	Eng	CS
A1241	BE_42	Block4	Stim01	CSES	1	CS	3040	Eng	CS
A1242	BE_42	Block4	Stim26	CSES	1	CS	5249	Eng	CS
A1243	BE_42	Block4	Stim29	CSES	1	CS	3775	Eng	CS
A1244	BE_42	Block4	Stim03	CSES	1	CS	430	Eng	CS
A1245	BE_42	Block4	Stim17	CSES	0	ML	5680	Eng	CS
A1246	BE_42	Block4	Stim02	CSES	0	ML	2937	Eng	CS
A1247	BE_42	Block4	Stim21	CSES	0	ML	265	Eng	CS
A1248	BE_42	Block4	Stim27	CSES	0	ML	400	Eng	CS
A1249	BE_42	Block4	Stim28	CSES	0	ML	312	Eng	CS
A125	BE_06	Block4	Stim17	CSES	0	ML	1700	Eng	CS
A1250	BE_42	Block4	Stim32	CSES	0	ML	2959	Eng	CS
A126	BE_06	Block4	Stim02	CSES	0	ML	352	Eng	CS
A127	BE_06	Block4	Stim26	CSES	0	ML	499	Eng	CS
A128	BE_06	Block4	Stim28	CSES	0	ML	2865	Eng	CS
A1281	BE_50	Block1	Stim27	CSES	1	CS	610	Eng	CS
A1282	BE_50	Block1	Stim32	CSES	1	CS	2905	Eng	CS
A1283	BE_50	Block1	Stim01	CSES	0	ML	1076	Eng	CS
A1284	BE_50	Block1	Stim17	CSES	0	ML	3760	Eng	CS
A1285	BE_50	Block1	Stim02	CSES	0	ML	797	Eng	CS
A1286	BE_50	Block1	Stim21	CSES	0	ML	451	Eng	CS
A1287	BE_50	Block1	Stim26	CSES	0	ML	2308	Eng	CS
A1288	BE_50	Block1	Stim28	CSES	0	ML	475	Eng	CS
A1289	BE_50	Block1	Stim29	CSES	0	ML	2319	Eng	CS
A129	BE_06	Block4	Stim03	CSES	0	ML	1050	Eng	CS
A1290	BE_50	Block1	Stim03	CSES	0	ML	856	Eng	CS
A130	BE_06	Block4	Stim32	CSES	0	ML	652	Eng	CS
A1321	BE_50	Block2	Stim26	CSES	1	CS	3494	Eng	CS
A1322	BE_50	Block2	Stim27	CSES	1	CS	1532	Eng	CS
A1323	BE_50	Block2	Stim28	CSES	1	CS	432	Eng	CS
A1324	BE_50	Block2	Stim29	CSES	1	CS	1109	Eng	CS
A1325	BE_50	Block2	Stim32	CSES	1	CS	1821	Eng	CS
A1326	BE_50	Block2	Stim01	CSES	0	ML	2326	Eng	CS
A1327	BE_50	Block2	Stim17	CSES	0	ML	1967	Eng	CS
A1328	BE_50	Block2	Stim02	CSES	0	ML	752	Eng	CS
A1329	BE_50	Block2	Stim21	CSES	0	ML	2144	Eng	CS
A1330	BE_50	Block2	Stim03	CSES	0	ML	1033	Eng	CS
A1361	BE_50	Block3	Stim26	CSES	1	CS	2179	Eng	CS
A1362	BE_50	Block3	Stim27	CSES	1	CS	2522	Eng	CS
A1363	BE_50	Block3	Stim28	CSES	1	CS	370	Eng	CS
A1364	BE_50	Block3	Stim32	CSES	1	CS	1333	Eng	CS
A1365	BE_50	Block3	Stim01	CSES	0	ML	303	Eng	CS
A1366	BE_50	Block3	Stim17	CSES	0	ML	1930	Eng	CS
A1367	BE_50	Block3	Stim02	CSES	0	ML	2017	Eng	CS
A1368	BE_50	Block3	Stim21	CSES	0	ML	1185	Eng	CS
A1369	BE_50	Block3	Stim29	CSES	0	ML	598	Eng	CS
A1370	BE_50	Block3	Stim03	CSES	0	ML	786	Eng	CS
A1401	BE_50	Block4	Stim17	CSES	1	CS	823	Eng	CS
A1402	BE_50	Block4	Stim26	CSES	1	CS	1031	Eng	CS
A1403	BE_50	Block4	Stim28	CSES	1	CS	485	Eng	CS
A1404	BE_50	Block4	Stim29	CSES	1	CS	461	Eng	CS
A1405	BE_50	Block4	Stim32	CSES	1	CS	477	Eng	CS
A1406	BE_50	Block4	Stim01	CSES	0	ML	695	Eng	CS
A1407	BE_50	Block4	Stim02	CSES	0	ML	2036	Eng	CS
A1408	BE_50	Block4	Stim21	CSES	0	ML	251	Eng	CS
A1409	BE_50	Block4	Stim27	CSES	0	ML	335	Eng	CS
A1410	BE_50	Block4	Stim03	CSES	0	ML	558	Eng	CS
A1441	BE_51	Block1	Stim17	CSES	1	CS	5079	Eng	CS
A1442	BE_51	Block1	Stim21	CSES	1	CS	1695	Eng	CS
A1443	BE_51	Block1	Stim27	CSES	1	CS	3696	Eng	CS
A1444	BE_51	Block1	Stim28	CSES	1	CS	886	Eng	CS
A1445	BE_51	Block1	Stim29	CSES	1	CS	1820	Eng	CS
A1446	BE_51	Block1	Stim32	CSES	1	CS	1648	Eng	CS
A1447	BE_51	Block1	Stim01	CSES	0	ML	733	Eng	CS
A1448	BE_51	Block1	Stim02	CSES	0	ML	413	Eng	CS
A1449	BE_51	Block1	Stim26	CSES	0	ML	2429	Eng	CS
A1450	BE_51	Block1	Stim03	CSES	0	ML	2582	Eng	CS
A1481	BE_51	Block2	Stim17	CSES	1	CS	611	Eng	CS
A1482	BE_51	Block2	Stim01	CSES	0	ML	4961	Eng	CS
A1483	BE_51	Block2	Stim02	CSES	0	ML	4092	Eng	CS
A1484	BE_51	Block2	Stim21	CSES	0	ML	1816	Eng	CS
A1485	BE_51	Block2	Stim26	CSES	0	ML	3765	Eng	CS
A1486	BE_51	Block2	Stim27	CSES	0	ML	8707	Eng	CS
A1487	BE_51	Block2	Stim28	CSES	0	ML	1486	Eng	CS
A1488	BE_51	Block2	Stim29	CSES	0	ML	3660	Eng	CS
A1489	BE_51	Block2	Stim03	CSES	0	ML	957	Eng	CS
A1490	BE_51	Block2	Stim32	CSES	0	ML	2586	Eng	CS
A1521	BE_51	Block3	Stim01	CSES	1	CS	388	Eng	CS
A1522	BE_51	Block3	Stim29	CSES	1	CS	1810	Eng	CS
A1523	BE_51	Block3	Stim03	CSES	1	CS	1741	Eng	CS
A1524	BE_51	Block3	Stim17	CSES	0	ML	1125	Eng	CS
A1525	BE_51	Block3	Stim02	CSES	0	ML	1327	Eng	CS
A1526	BE_51	Block3	Stim21	CSES	0	ML	4124	Eng	CS
A1527	BE_51	Block3	Stim26	CSES	0	ML	2519	Eng	CS
A1528	BE_51	Block3	Stim27	CSES	0	ML	458	Eng	CS
A1529	BE_51	Block3	Stim28	CSES	0	ML	7196	Eng	CS
A1530	BE_51	Block3	Stim32	CSES	0	ML	3593	Eng	CS
A1561	BE_51	Block4	Stim01	CSES	1	CS	468	Eng	CS
A1562	BE_51	Block4	Stim17	CSES	1	CS	1258	Eng	CS
A1563	BE_51	Block4	Stim28	CSES	1	CS	1346	Eng	CS
A1564	BE_51	Block4	Stim32	CSES	1	CS	914	Eng	CS
A1565	BE_51	Block4	Stim02	CSES	0	ML	914	Eng	CS
A1566	BE_51	Block4	Stim21	CSES	0	ML	1241	Eng	CS
A1567	BE_51	Block4	Stim26	CSES	0	ML	1676	Eng	CS
A1568	BE_51	Block4	Stim27	CSES	0	ML	702	Eng	CS
A1569	BE_51	Block4	Stim29	CSES	0	ML	1422	Eng	CS
A1570	BE_51	Block4	Stim03	CSES	0	ML	1708	Eng	CS
A1601	BE_53	Block1	Stim26	CSES	1	CS	597	Eng	CS
A1602	BE_53	Block1	Stim27	CSES	1	CS	2731	Eng	CS
A1603	BE_53	Block1	Stim28	CSES	1	CS	2472	Eng	CS
A1604	BE_53	Block1	Stim01	CSES	0	ML	3417	Eng	CS
A1605	BE_53	Block1	Stim17	CSES	0	ML	1837	Eng	CS
A1606	BE_53	Block1	Stim02	CSES	0	ML	1257	Eng	CS
A1607	BE_53	Block1	Stim21	CSES	0	ML	2132	Eng	CS
A1608	BE_53	Block1	Stim29	CSES	0	ML	1718	Eng	CS
A1609	BE_53	Block1	Stim03	CSES	0	ML	638	Eng	CS
A161	BE_07	Block1	Stim17	CSES	1	CS	1990	Eng	CS
A1610	BE_53	Block1	Stim32	CSES	0	ML	1383	Eng	CS
A100	BE_06	Block3	Stim05	CSSE	0	ML	1526	Sp	CS
A1011	BE_34	Block2	Stim13	CSSE	1	CS	2542	Sp	CS
A1012	BE_34	Block2	Stim18	CSSE	1	CS	3187	Sp	CS
A1013	BE_34	Block2	Stim22	CSSE	1	CS	629	Sp	CS
A1014	BE_34	Block2	Stim23	CSSE	1	CS	1121	Sp	CS
A1015	BE_34	Block2	Stim24	CSSE	1	CS	633	Sp	CS
A1016	BE_34	Block2	Stim30	CSSE	1	CS	2997	Sp	CS
A1017	BE_34	Block2	Stim36	CSSE	1	CS	392	Sp	CS
A1018	BE_34	Block2	Stim04	CSSE	1	CS	8891	Sp	CS
A1019	BE_34	Block2	Stim06	CSSE	1	CS	354	Sp	CS
A1020	BE_34	Block2	Stim05	CSSE	0	ML	1087	Sp	CS
A1051	BE_34	Block3	Stim13	CSSE	1	CS	7568	Sp	CS
A1052	BE_34	Block3	Stim22	CSSE	1	CS	536	Sp	CS
A1053	BE_34	Block3	Stim23	CSSE	1	CS	2005	Sp	CS
A1054	BE_34	Block3	Stim24	CSSE	1	CS	3176	Sp	CS
A1055	BE_34	Block3	Stim30	CSSE	1	CS	1080	Sp	CS
A1056	BE_34	Block3	Stim04	CSSE	1	CS	1970	Sp	CS
A1057	BE_34	Block3	Stim05	CSSE	1	CS	1654	Sp	CS
A1058	BE_34	Block3	Stim18	CSSE	0	ML	3040	Sp	CS
A1059	BE_34	Block3	Stim36	CSSE	0	ML	1822	Sp	CS
A1060	BE_34	Block3	Stim06	CSSE	0	ML	530	Sp	CS
A1091	BE_34	Block4	Stim04	CSSE	1	CS	1081	Sp	CS
A1092	BE_34	Block4	Stim13	CSSE	0	ML	3038	Sp	CS
A1093	BE_34	Block4	Stim18	CSSE	0	ML	761	Sp	CS
A1094	BE_34	Block4	Stim22	CSSE	0	ML	1084	Sp	CS
A1095	BE_34	Block4	Stim23	CSSE	0	ML	623	Sp	CS
A1096	BE_34	Block4	Stim24	CSSE	0	ML	750	Sp	CS
A1097	BE_34	Block4	Stim30	CSSE	0	ML	2675	Sp	CS
