Item	Subject	Block	Stimuli	Context	Response	Key	Correct	Error	RT	Lg_Heard	Main_Context
A8009	BE_76	Block1	Stim03	CSES	English	m	Spanish	ML	1896	Eng	CS
A8010	BE_76	Block1	Stim32	CSES	English	m	Spanish	ML	933	Eng	CS
A8041	BE_76	Block2	Stim01	CSES	English	m	Spanish	ML	1143	Eng	CS
A8042	BE_76	Block2	Stim17	CSES	English	m	Spanish	ML	549	Eng	CS
A8043	BE_76	Block2	Stim02	CSES	English	m	Spanish	ML	1428	Eng	CS
A8044	BE_76	Block2	Stim21	CSES	English	m	Spanish	ML	549	Eng	CS
A8045	BE_76	Block2	Stim26	CSES	English	m	Spanish	ML	746	Eng	CS
A8046	BE_76	Block2	Stim27	CSES	English	m	Spanish	ML	886	Eng	CS
A8047	BE_76	Block2	Stim28	CSES	English	m	Spanish	ML	830	Eng	CS
A8048	BE_76	Block2	Stim29	CSES	English	m	Spanish	ML	1113	Eng	CS
A8049	BE_76	Block2	Stim03	CSES	English	m	Spanish	ML	502	Eng	CS
A8050	BE_76	Block2	Stim32	CSES	English	m	Spanish	ML	998	Eng	CS
A8081	BE_76	Block3	Stim01	CSES	English	m	Spanish	ML	1780	Eng	CS
A8082	BE_76	Block3	Stim17	CSES	English	m	Spanish	ML	819	Eng	CS
A8083	BE_76	Block3	Stim02	CSES	English	m	Spanish	ML	290	Eng	CS
A8084	BE_76	Block3	Stim21	CSES	English	m	Spanish	ML	489	Eng	CS
A8085	BE_76	Block3	Stim26	CSES	English	m	Spanish	ML	1119	Eng	CS
A8086	BE_76	Block3	Stim27	CSES	English	m	Spanish	ML	2177	Eng	CS
A8087	BE_76	Block3	Stim28	CSES	English	m	Spanish	ML	436	Eng	CS
A8088	BE_76	Block3	Stim29	CSES	English	m	Spanish	ML	2196	Eng	CS
A8089	BE_76	Block3	Stim03	CSES	English	m	Spanish	ML	639	Eng	CS
A8090	BE_76	Block3	Stim32	CSES	English	m	Spanish	ML	912	Eng	CS
A8121	BE_76	Block4	Stim01	CSES	English	m	Spanish	ML	938	Eng	CS
A8122	BE_76	Block4	Stim17	CSES	English	m	Spanish	ML	775	Eng	CS
A8123	BE_76	Block4	Stim02	CSES	English	m	Spanish	ML	469	Eng	CS
A8124	BE_76	Block4	Stim21	CSES	English	m	Spanish	ML	732	Eng	CS
A8125	BE_76	Block4	Stim26	CSES	English	m	Spanish	ML	1714	Eng	CS
A8126	BE_76	Block4	Stim27	CSES	English	m	Spanish	ML	320	Eng	CS
A8127	BE_76	Block4	Stim28	CSES	English	m	Spanish	ML	727	Eng	CS
A8128	BE_76	Block4	Stim29	CSES	English	m	Spanish	ML	1115	Eng	CS
A8129	BE_76	Block4	Stim03	CSES	English	m	Spanish	ML	581	Eng	CS
A8130	BE_76	Block4	Stim32	CSES	English	m	Spanish	ML	2119	Eng	CS
A8161	BE_77	Block1	Stim01	CSES	English	m	Spanish	ML	817	Eng	CS
A8162	BE_77	Block1	Stim17	CSES	English	m	Spanish	ML	656	Eng	CS
A8163	BE_77	Block1	Stim02	CSES	English	m	Spanish	ML	269	Eng	CS
A8164	BE_77	Block1	Stim21	CSES	English	m	Spanish	ML	206	Eng	CS
A8165	BE_77	Block1	Stim26	CSES	English	m	Spanish	ML	1466	Eng	CS
A8166	BE_77	Block1	Stim27	CSES	English	m	Spanish	ML	453	Eng	CS
A8167	BE_77	Block1	Stim28	CSES	English	m	Spanish	ML	433	Eng	CS
A8168	BE_77	Block1	Stim29	CSES	English	m	Spanish	ML	424	Eng	CS
A8169	BE_77	Block1	Stim03	CSES	English	m	Spanish	ML	400	Eng	CS
A8170	BE_77	Block1	Stim32	CSES	English	m	Spanish	ML	252	Eng	CS
A8201	BE_77	Block2	Stim01	CSES	English	m	Spanish	ML	214	Eng	CS
A8202	BE_77	Block2	Stim17	CSES	English	m	Spanish	ML	276	Eng	CS
A8203	BE_77	Block2	Stim02	CSES	English	m	Spanish	ML	292	Eng	CS
A8204	BE_77	Block2	Stim21	CSES	English	m	Spanish	ML	244	Eng	CS
A8205	BE_77	Block2	Stim26	CSES	English	m	Spanish	ML	365	Eng	CS
A8206	BE_77	Block2	Stim27	CSES	English	m	Spanish	ML	397	Eng	CS
A8207	BE_77	Block2	Stim28	CSES	English	m	Spanish	ML	264	Eng	CS
A8208	BE_77	Block2	Stim29	CSES	English	m	Spanish	ML	302	Eng	CS
A8209	BE_77	Block2	Stim03	CSES	English	m	Spanish	ML	268	Eng	CS
A8210	BE_77	Block2	Stim32	CSES	English	m	Spanish	ML	329	Eng	CS
A8241	BE_77	Block3	Stim01	CSES	English	m	Spanish	ML	297	Eng	CS
A8242	BE_77	Block3	Stim17	CSES	English	m	Spanish	ML	227	Eng	CS
A8244	BE_77	Block3	Stim21	CSES	English	m	Spanish	ML	897	Eng	CS
A8245	BE_77	Block3	Stim26	CSES	English	m	Spanish	ML	279	Eng	CS
A8246	BE_77	Block3	Stim27	CSES	English	m	Spanish	ML	278	Eng	CS
A8247	BE_77	Block3	Stim28	CSES	English	m	Spanish	ML	229	Eng	CS
A8248	BE_77	Block3	Stim29	CSES	English	m	Spanish	ML	307	Eng	CS
A8249	BE_77	Block3	Stim03	CSES	English	m	Spanish	ML	284	Eng	CS
A8250	BE_77	Block3	Stim32	CSES	English	m	Spanish	ML	255	Eng	CS
A8281	BE_77	Block4	Stim01	CSES	English	m	Spanish	ML	210	Eng	CS
A8282	BE_77	Block4	Stim17	CSES	English	m	Spanish	ML	813	Eng	CS
A8283	BE_77	Block4	Stim02	CSES	English	m	Spanish	ML	1465	Eng	CS
A8284	BE_77	Block4	Stim21	CSES	English	m	Spanish	ML	281	Eng	CS
A8285	BE_77	Block4	Stim26	CSES	English	m	Spanish	ML	728	Eng	CS
A8286	BE_77	Block4	Stim27	CSES	English	m	Spanish	ML	430	Eng	CS
A8287	BE_77	Block4	Stim28	CSES	English	m	Spanish	ML	667	Eng	CS
A8288	BE_77	Block4	Stim29	CSES	English	m	Spanish	ML	2925	Eng	CS
A8289	BE_77	Block4	Stim03	CSES	English	m	Spanish	ML	265	Eng	CS
A8290	BE_77	Block4	Stim32	CSES	English	m	Spanish	ML	257	Eng	CS
A8321	BE_80	Block1	Stim01	CSES	English	m	Spanish	ML	2762	Eng	CS
A8322	BE_80	Block1	Stim17	CSES	English	m	Spanish	ML	2546	Eng	CS
A8323	BE_80	Block1	Stim02	CSES	English	m	Spanish	ML	4904	Eng	CS
A8324	BE_80	Block1	Stim21	CSES	English	m	Spanish	ML	1597	Eng	CS
A8325	BE_80	Block1	Stim26	CSES	English	m	Spanish	ML	938	Eng	CS
A8328	BE_80	Block1	Stim29	CSES	English	m	Spanish	ML	3803	Eng	CS
A8330	BE_80	Block1	Stim32	CSES	English	m	Spanish	ML	1588	Eng	CS
A8361	BE_80	Block2	Stim01	CSES	English	m	Spanish	ML	1473	Eng	CS
A8362	BE_80	Block2	Stim17	CSES	English	m	Spanish	ML	1498	Eng	CS
A8363	BE_80	Block2	Stim02	CSES	English	m	Spanish	ML	2362	Eng	CS
A8364	BE_80	Block2	Stim21	CSES	English	m	Spanish	ML	314	Eng	CS
A8365	BE_80	Block2	Stim26	CSES	English	m	Spanish	ML	1388	Eng	CS
A8366	BE_80	Block2	Stim27	CSES	English	m	Spanish	ML	2989	Eng	CS
A8367	BE_80	Block2	Stim28	CSES	English	m	Spanish	ML	1544	Eng	CS
A8368	BE_80	Block2	Stim29	CSES	English	m	Spanish	ML	4348	Eng	CS
A8401	BE_80	Block3	Stim01	CSES	English	m	Spanish	ML	358	Eng	CS
A8402	BE_80	Block3	Stim17	CSES	English	m	Spanish	ML	814	Eng	CS
A8403	BE_80	Block3	Stim02	CSES	English	m	Spanish	ML	412	Eng	CS
A8404	BE_80	Block3	Stim21	CSES	English	m	Spanish	ML	333	Eng	CS
A8405	BE_80	Block3	Stim26	CSES	English	m	Spanish	ML	326	Eng	CS
A8406	BE_80	Block3	Stim27	CSES	English	m	Spanish	ML	425	Eng	CS
A8407	BE_80	Block3	Stim28	CSES	English	m	Spanish	ML	1169	Eng	CS
A8408	BE_80	Block3	Stim29	CSES	English	m	Spanish	ML	428	Eng	CS
A8409	BE_80	Block3	Stim03	CSES	English	m	Spanish	ML	615	Eng	CS
A8410	BE_80	Block3	Stim32	CSES	English	m	Spanish	ML	2154	Eng	CS
A8441	BE_80	Block4	Stim01	CSES	English	m	Spanish	ML	339	Eng	CS
A8442	BE_80	Block4	Stim17	CSES	English	m	Spanish	ML	364	Eng	CS
A8443	BE_80	Block4	Stim02	CSES	English	m	Spanish	ML	4007	Eng	CS
A8444	BE_80	Block4	Stim21	CSES	English	m	Spanish	ML	1298	Eng	CS
A8446	BE_80	Block4	Stim27	CSES	English	m	Spanish	ML	379	Eng	CS
A8447	BE_80	Block4	Stim28	CSES	English	m	Spanish	ML	722	Eng	CS
A8448	BE_80	Block4	Stim29	CSES	English	m	Spanish	ML	1438	Eng	CS
A8450	BE_80	Block4	Stim32	CSES	English	m	Spanish	ML	731	Eng	CS
A8481	BE_82	Block1	Stim01	CSES	English	m	Spanish	ML	2496	Eng	CS
A8482	BE_82	Block1	Stim17	CSES	English	m	Spanish	ML	2736	Eng	CS
A8483	BE_82	Block1	Stim02	CSES	English	m	Spanish	ML	8107	Eng	CS
A8484	BE_82	Block1	Stim21	CSES	English	m	Spanish	ML	6418	Eng	CS
A8485	BE_82	Block1	Stim26	CSES	English	m	Spanish	ML	3470	Eng	CS
A8488	BE_82	Block1	Stim29	CSES	English	m	Spanish	ML	2927	Eng	CS
A8489	BE_82	Block1	Stim03	CSES	English	m	Spanish	ML	1234	Eng	CS
A8490	BE_82	Block1	Stim32	CSES	English	m	Spanish	ML	2471	Eng	CS
A8521	BE_82	Block2	Stim01	CSES	English	m	Spanish	ML	2423	Eng	CS
A8522	BE_82	Block2	Stim17	CSES	English	m	Spanish	ML	2310	Eng	CS
A8523	BE_82	Block2	Stim02	CSES	English	m	Spanish	ML	1268	Eng	CS
A8524	BE_82	Block2	Stim21	CSES	English	m	Spanish	ML	2071	Eng	CS
A8525	BE_82	Block2	Stim26	CSES	English	m	Spanish	ML	866	Eng	CS
A8527	BE_82	Block2	Stim28	CSES	English	m	Spanish	ML	331	Eng	CS
A8528	BE_82	Block2	Stim29	CSES	English	m	Spanish	ML	4247	Eng	CS
A8529	BE_82	Block2	Stim03	CSES	English	m	Spanish	ML	1042	Eng	CS
A8561	BE_82	Block3	Stim01	CSES	English	m	Spanish	ML	2438	Eng	CS
A8563	BE_82	Block3	Stim02	CSES	English	m	Spanish	ML	255	Eng	CS
A8564	BE_82	Block3	Stim21	CSES	English	m	Spanish	ML	328	Eng	CS
A8565	BE_82	Block3	Stim26	CSES	English	m	Spanish	ML	495	Eng	CS
A8567	BE_82	Block3	Stim28	CSES	English	m	Spanish	ML	575	Eng	CS
A8568	BE_82	Block3	Stim29	CSES	English	m	Spanish	ML	1303	Eng	CS
A8569	BE_82	Block3	Stim03	CSES	English	m	Spanish	ML	358	Eng	CS
A8570	BE_82	Block3	Stim32	CSES	English	m	Spanish	ML	437	Eng	CS
A8601	BE_82	Block4	Stim01	CSES	English	m	Spanish	ML	3230	Eng	CS
A8604	BE_82	Block4	Stim21	CSES	English	m	Spanish	ML	1011	Eng	CS
A8605	BE_82	Block4	Stim26	CSES	English	m	Spanish	ML	213	Eng	CS
A8607	BE_82	Block4	Stim28	CSES	English	m	Spanish	ML	333	Eng	CS
A8609	BE_82	Block4	Stim03	CSES	English	m	Spanish	ML	228	Eng	CS
A8642	BE_84 	Block1	Stim17	CSES	English	m	Spanish	ML	2086	Eng	CS
A8643	BE_84 	Block1	Stim02	CSES	English	m	Spanish	ML	5051	Eng	CS
A8644	BE_84 	Block1	Stim21	CSES	English	m	Spanish	ML	1903	Eng	CS
A8645	BE_84 	Block1	Stim26	CSES	English	m	Spanish	ML	4401	Eng	CS
A8646	BE_84 	Block1	Stim27	CSES	English	m	Spanish	ML	858	Eng	CS
A8647	BE_84 	Block1	Stim28	CSES	English	m	Spanish	ML	473	Eng	CS
A8648	BE_84 	Block1	Stim29	CSES	English	m	Spanish	ML	3880	Eng	CS
A8649	BE_84 	Block1	Stim03	CSES	English	m	Spanish	ML	1716	Eng	CS
A8650	BE_84 	Block1	Stim32	CSES	English	m	Spanish	ML	555	Eng	CS
A8681	BE_84 	Block2	Stim01	CSES	English	m	Spanish	ML	3942	Eng	CS
A8682	BE_84 	Block2	Stim17	CSES	English	m	Spanish	ML	289	Eng	CS
A8683	BE_84 	Block2	Stim02	CSES	English	m	Spanish	ML	4006	Eng	CS
A8686	BE_84 	Block2	Stim27	CSES	English	m	Spanish	ML	560	Eng	CS
A8687	BE_84 	Block2	Stim28	CSES	English	m	Spanish	ML	1080	Eng	CS
A8688	BE_84 	Block2	Stim29	CSES	English	m	Spanish	ML	774	Eng	CS
A8689	BE_84 	Block2	Stim03	CSES	English	m	Spanish	ML	695	Eng	CS
A8721	BE_84 	Block3	Stim01	CSES	English	m	Spanish	ML	520	Eng	CS
A8723	BE_84 	Block3	Stim02	CSES	English	m	Spanish	ML	343	Eng	CS
A8724	BE_84 	Block3	Stim21	CSES	English	m	Spanish	ML	769	Eng	CS
A8725	BE_84 	Block3	Stim26	CSES	English	m	Spanish	ML	656	Eng	CS
A8726	BE_84 	Block3	Stim27	CSES	English	m	Spanish	ML	2014	Eng	CS
A8727	BE_84 	Block3	Stim28	CSES	English	m	Spanish	ML	765	Eng	CS
A8728	BE_84 	Block3	Stim29	CSES	English	m	Spanish	ML	3052	Eng	CS
A8761	BE_84 	Block4	Stim01	CSES	English	m	Spanish	ML	1552	Eng	CS
A8763	BE_84 	Block4	Stim02	CSES	English	m	Spanish	ML	2174	Eng	CS
A8764	BE_84 	Block4	Stim21	CSES	English	m	Spanish	ML	1137	Eng	CS
A8765	BE_84 	Block4	Stim26	CSES	English	m	Spanish	ML	1515	Eng	CS
A8766	BE_84 	Block4	Stim27	CSES	English	m	Spanish	ML	1632	Eng	CS
A8768	BE_84 	Block4	Stim29	CSES	English	m	Spanish	ML	590	Eng	CS
A8769	BE_84 	Block4	Stim03	CSES	English	m	Spanish	ML	2485	Eng	CS
A8770	BE_84 	Block4	Stim32	CSES	English	m	Spanish	ML	522	Eng	CS
A13	BE_03	Block1	Stim22	CSSE	English	z	English	CS	4289	Sp	CS
A15	BE_03	Block1	Stim24	CSSE	English	z	English	CS	2550	Sp	CS
A58	BE_03	Block2	Stim04	CSSE	English	z	English	CS	1407	Sp	CS
A93	BE_03	Block3	Stim22	CSSE	English	z	English	CS	854	Sp	CS
A171	BE_04	Block1	Stim13	CSSE	English	z	English	CS	899	Sp	CS
A296	BE_04	Block4	Stim30	CSSE	English	z	English	CS	2119	Sp	CS
A335	BE_05	Block1	Stim24	CSSE	English	z	English	CS	2238	Sp	CS
A339	BE_05	Block1	Stim05	CSSE	English	z	English	CS	2489	Sp	CS
A371	BE_05	Block2	Stim13	CSSE	English	z	English	CS	2208	Sp	CS
A492	BE_08	Block1	Stim18	CSSE	English	z	English	CS	1442	Sp	CS
A494	BE_08	Block1	Stim23	CSSE	English	z	English	CS	487	Sp	CS
A496	BE_08	Block1	Stim30	CSSE	English	z	English	CS	813	Sp	CS
A531	BE_08	Block2	Stim13	CSSE	English	z	English	CS	2873	Sp	CS
A575	BE_08	Block3	Stim24	CSSE	English	z	English	CS	560	Sp	CS
A652	BE_10	Block1	Stim18	CSSE	English	z	English	CS	3113	Sp	CS
A655	BE_10	Block1	Stim24	CSSE	English	z	English	CS	1896	Sp	CS
A656	BE_10	Block1	Stim30	CSSE	English	z	English	CS	4122	Sp	CS
A695	BE_10	Block2	Stim24	CSSE	English	z	English	CS	3040	Sp	CS
A735	BE_10	Block3	Stim24	CSSE	English	z	English	CS	2504	Sp	CS
A777	BE_10	Block4	Stim36	CSSE	English	z	English	CS	624	Sp	CS
A812	BE_12	Block1	Stim18	CSSE	English	z	English	CS	10804	Sp	CS
A816	BE_12	Block1	Stim30	CSSE	English	z	English	CS	9524	Sp	CS
A820	BE_12	Block1	Stim06	CSSE	English	z	English	CS	18007	Sp	CS
A852	BE_12	Block2	Stim18	CSSE	English	z	English	CS	3423	Sp	CS
A855	BE_12	Block2	Stim24	CSSE	English	z	English	CS	4547	Sp	CS
A892	BE_12	Block3	Stim18	CSSE	English	z	English	CS	2754	Sp	CS
A932	BE_12	Block4	Stim18	CSSE	English	z	English	CS	2543	Sp	CS
A934	BE_12	Block4	Stim23	CSSE	English	z	English	CS	3627	Sp	CS
A935	BE_12	Block4	Stim24	CSSE	English	z	English	CS	2384	Sp	CS
A937	BE_12	Block4	Stim36	CSSE	English	z	English	CS	2570	Sp	CS
A976	BE_13	Block1	Stim30	CSSE	English	z	English	CS	2377	Sp	CS
A978	BE_13	Block1	Stim04	CSSE	English	z	English	CS	1972	Sp	CS
A1011	BE_13	Block2	Stim13	CSSE	English	z	English	CS	2277	Sp	CS
A1052	BE_13	Block3	Stim18	CSSE	English	z	English	CS	2203	Sp	CS
A1091	BE_13	Block4	Stim13	CSSE	English	z	English	CS	1477	Sp	CS
A1098	BE_13	Block4	Stim04	CSSE	English	z	English	CS	983	Sp	CS
A1099	BE_13	Block4	Stim05	CSSE	English	z	English	CS	950	Sp	CS
A1172	BE_14	Block2	Stim18	CSSE	English	z	English	CS	430	Sp	CS
A1173	BE_14	Block2	Stim22	CSSE	English	z	English	CS	868	Sp	CS
A1175	BE_14	Block2	Stim24	CSSE	English	z	English	CS	562	Sp	CS
A1178	BE_14	Block2	Stim04	CSSE	English	z	English	CS	3760	Sp	CS
A1180	BE_14	Block2	Stim06	CSSE	English	z	English	CS	834	Sp	CS
A1211	BE_14	Block3	Stim13	CSSE	English	z	English	CS	2296	Sp	CS
A1212	BE_14	Block3	Stim18	CSSE	English	z	English	CS	1415	Sp	CS
A1217	BE_14	Block3	Stim36	CSSE	English	z	English	CS	871	Sp	CS
A1220	BE_14	Block3	Stim06	CSSE	English	z	English	CS	435	Sp	CS
A1252	BE_14	Block4	Stim18	CSSE	English	z	English	CS	1889	Sp	CS
A1257	BE_14	Block4	Stim36	CSSE	English	z	English	CS	345	Sp	CS
A1260	BE_14	Block4	Stim06	CSSE	English	z	English	CS	1580	Sp	CS
A1291	BE_15	Block1	Stim13	CSSE	English	z	English	CS	3687	Sp	CS
A1296	BE_15	Block1	Stim30	CSSE	English	z	English	CS	1560	Sp	CS
A1375	BE_15	Block3	Stim24	CSSE	English	z	English	CS	681	Sp	CS
A1376	BE_15	Block3	Stim30	CSSE	English	z	English	CS	860	Sp	CS
A1456	BE_16	Block1	Stim30	CSSE	English	z	English	CS	1157	Sp	CS
A1457	BE_16	Block1	Stim36	CSSE	English	z	English	CS	539	Sp	CS
A1493	BE_16	Block2	Stim22	CSSE	English	z	English	CS	725	Sp	CS
A1573	BE_16	Block4	Stim22	CSSE	English	z	English	CS	310	Sp	CS
A1576	BE_16	Block4	Stim30	CSSE	English	z	English	CS	945	Sp	CS
A1613	BE_17	Block1	Stim22	CSSE	English	z	English	CS	1437	Sp	CS
A1651	BE_17	Block2	Stim13	CSSE	English	z	English	CS	750	Sp	CS
A1653	BE_17	Block2	Stim22	CSSE	English	z	English	CS	2166	Sp	CS
A1658	BE_17	Block2	Stim04	CSSE	English	z	English	CS	658	Sp	CS
A1698	BE_17	Block3	Stim04	CSSE	English	z	English	CS	796	Sp	CS
A1733	BE_17	Block4	Stim22	CSSE	English	z	English	CS	739	Sp	CS
A1738	BE_17	Block4	Stim04	CSSE	English	z	English	CS	479	Sp	CS
A1814	BE_21	Block2	Stim23	CSSE	English	z	English	CS	1443	Sp	CS
A1897	BE_21	Block4	Stim36	CSSE	English	z	English	CS	327	Sp	CS
A2213	BE_23	Block4	Stim22	CSSE	English	z	English	CS	3115	Sp	CS
A2294	BE_24	Block2	Stim23	CSSE	English	z	English	CS	559	Sp	CS
A2411	BE_25	Block1	Stim13	CSSE	English	z	English	CS	781	Sp	CS
A2453	BE_25	Block2	Stim22	CSSE	English	z	English	CS	661	Sp	CS
A2532	BE_25	Block4	Stim18	CSSE	English	z	English	CS	514	Sp	CS
A2533	BE_25	Block4	Stim22	CSSE	English	z	English	CS	541	Sp	CS
A2571	BE_26	Block1	Stim13	CSSE	English	z	English	CS	2684	Sp	CS
A2572	BE_26	Block1	Stim18	CSSE	English	z	English	CS	1059	Sp	CS
A2576	BE_26	Block1	Stim30	CSSE	English	z	English	CS	3810	Sp	CS
A2580	BE_26	Block1	Stim06	CSSE	English	z	English	CS	3325	Sp	CS
A2612	BE_26	Block2	Stim18	CSSE	English	z	English	CS	3827	Sp	CS
A2615	BE_26	Block2	Stim24	CSSE	English	z	English	CS	2866	Sp	CS
A2616	BE_26	Block2	Stim30	CSSE	English	z	English	CS	2040	Sp	CS
A2654	BE_26	Block3	Stim23	CSSE	English	z	English	CS	1072	Sp	CS
A2657	BE_26	Block3	Stim36	CSSE	English	z	English	CS	1650	Sp	CS
A2660	BE_26	Block3	Stim06	CSSE	English	z	English	CS	2249	Sp	CS
A2776	BE_27	Block2	Stim30	CSSE	English	z	English	CS	3891	Sp	CS
A2816	BE_27	Block3	Stim30	CSSE	English	z	English	CS	2391	Sp	CS
A2818	BE_27	Block3	Stim04	CSSE	English	z	English	CS	404	Sp	CS
A2856	BE_27	Block4	Stim30	CSSE	English	z	English	CS	2126	Sp	CS
A2891	BE_28	Block1	Stim13	CSSE	English	z	English	CS	1991	Sp	CS
A2893	BE_28	Block1	Stim22	CSSE	English	z	English	CS	2515	Sp	CS
A2894	BE_28	Block1	Stim23	CSSE	English	z	English	CS	1359	Sp	CS
A2895	BE_28	Block1	Stim24	CSSE	English	z	English	CS	1120	Sp	CS
A2897	BE_28	Block1	Stim36	CSSE	English	z	English	CS	1824	Sp	CS
A2898	BE_28	Block1	Stim04	CSSE	English	z	English	CS	1463	Sp	CS
A2899	BE_28	Block1	Stim05	CSSE	English	z	English	CS	783	Sp	CS
A2900	BE_28	Block1	Stim06	CSSE	English	z	English	CS	844	Sp	CS
A2931	BE_28	Block2	Stim13	CSSE	English	z	English	CS	1220	Sp	CS
A2932	BE_28	Block2	Stim18	CSSE	English	z	English	CS	1408	Sp	CS
A2933	BE_28	Block2	Stim22	CSSE	English	z	English	CS	2192	Sp	CS
A2935	BE_28	Block2	Stim24	CSSE	English	z	English	CS	851	Sp	CS
A2937	BE_28	Block2	Stim36	CSSE	English	z	English	CS	1337	Sp	CS
A2939	BE_28	Block2	Stim05	CSSE	English	z	English	CS	2278	Sp	CS
A2976	BE_28	Block3	Stim30	CSSE	English	z	English	CS	1240	Sp	CS
A2979	BE_28	Block3	Stim05	CSSE	English	z	English	CS	483	Sp	CS
A3052	BE_29	Block1	Stim18	CSSE	English	z	English	CS	1883	Sp	CS
A3055	BE_29	Block1	Stim24	CSSE	English	z	English	CS	2577	Sp	CS
A3056	BE_29	Block1	Stim30	CSSE	English	z	English	CS	2571	Sp	CS
A3060	BE_29	Block1	Stim06	CSSE	English	z	English	CS	3895	Sp	CS
A3136	BE_29	Block3	Stim30	CSSE	English	z	English	CS	1957	Sp	CS
A3173	BE_29	Block4	Stim22	CSSE	English	z	English	CS	490	Sp	CS
A3174	BE_29	Block4	Stim23	CSSE	English	z	English	CS	1557	Sp	CS
A3176	BE_29	Block4	Stim30	CSSE	English	z	English	CS	3065	Sp	CS
A3211	BE_30	Block1	Stim13	CSSE	English	z	English	CS	3096	Sp	CS
A3217	BE_30	Block1	Stim36	CSSE	English	z	English	CS	3969	Sp	CS
A3257	BE_30	Block2	Stim36	CSSE	English	z	English	CS	798	Sp	CS
A3453	BE_31	Block3	Stim22	CSSE	English	z	English	CS	1513	Sp	CS
A3497	BE_31	Block4	Stim36	CSSE	English	z	English	CS	3618	Sp	CS
A3532	BE_32	Block1	Stim18	CSSE	English	z	English	CS	1148	Sp	CS
A3691	BE_35	Block1	Stim13	CSSE	English	z	English	CS	9269	Sp	CS
A3692	BE_35	Block1	Stim18	CSSE	English	z	English	CS	4746	Sp	CS
A3696	BE_35	Block1	Stim30	CSSE	English	z	English	CS	7874	Sp	CS
A3697	BE_35	Block1	Stim36	CSSE	English	z	English	CS	2741	Sp	CS
A3700	BE_35	Block1	Stim06	CSSE	English	z	English	CS	10228	Sp	CS
A3735	BE_35	Block2	Stim24	CSSE	English	z	English	CS	2665	Sp	CS
A3738	BE_35	Block2	Stim04	CSSE	English	z	English	CS	7351	Sp	CS
A3776	BE_35	Block3	Stim30	CSSE	English	z	English	CS	7448	Sp	CS
A3780	BE_35	Block3	Stim06	CSSE	English	z	English	CS	10536	Sp	CS
A3814	BE_35	Block4	Stim23	CSSE	English	z	English	CS	8412	Sp	CS
A3852	BE_37	Block1	Stim18	CSSE	English	z	English	CS	2419	Sp	CS
A3856	BE_37	Block1	Stim30	CSSE	English	z	English	CS	720	Sp	CS
A4019	BE_38	Block1	Stim05	CSSE	English	z	English	CS	1061	Sp	CS
A4020	BE_38	Block1	Stim06	CSSE	English	z	English	CS	740	Sp	CS
A4053	BE_38	Block2	Stim22	CSSE	English	z	English	CS	251	Sp	CS
A4096	BE_38	Block3	Stim30	CSSE	English	z	English	CS	389	Sp	CS
A4180	BE_41	Block1	Stim06	CSSE	English	z	English	CS	4666	Sp	CS
A4217	BE_41	Block2	Stim36	CSSE	English	z	English	CS	1222	Sp	CS
A4219	BE_41	Block2	Stim05	CSSE	English	z	English	CS	1946	Sp	CS
A4252	BE_41	Block3	Stim18	CSSE	English	z	English	CS	3896	Sp	CS
A4332	BE_43	Block1	Stim18	CSSE	English	m	English	CS	2743	Sp	CS
A4333	BE_43	Block1	Stim22	CSSE	English	m	English	CS	1744	Sp	CS
A4492	BE_44	Block1	Stim18	CSSE	English	m	English	CS	1790	Sp	CS
A4497	BE_44	Block1	Stim36	CSSE	English	m	English	CS	2040	Sp	CS
A4531	BE_44	Block2	Stim13	CSSE	English	m	English	CS	1076	Sp	CS
A4533	BE_44	Block2	Stim22	CSSE	English	m	English	CS	3447	Sp	CS
A4534	BE_44	Block2	Stim23	CSSE	English	m	English	CS	2126	Sp	CS
A4537	BE_44	Block2	Stim36	CSSE	English	m	English	CS	510	Sp	CS
A4571	BE_44	Block3	Stim13	CSSE	English	m	English	CS	4689	Sp	CS
A4574	BE_44	Block3	Stim23	CSSE	English	m	English	CS	1549	Sp	CS
A4576	BE_44	Block3	Stim30	CSSE	English	m	English	CS	810	Sp	CS
A4577	BE_44	Block3	Stim36	CSSE	English	m	English	CS	672	Sp	CS
A4613	BE_44	Block4	Stim22	CSSE	English	m	English	CS	567	Sp	CS
A4614	BE_44	Block4	Stim23	CSSE	English	m	English	CS	1531	Sp	CS
A4616	BE_44	Block4	Stim30	CSSE	English	m	English	CS	1109	Sp	CS
A4617	BE_44	Block4	Stim36	CSSE	English	m	English	CS	357	Sp	CS
A4653	BE_45	Block1	Stim22	CSSE	English	m	English	CS	323	Sp	CS
A4655	BE_45	Block1	Stim24	CSSE	English	m	English	CS	481	Sp	CS
A4691	BE_45	Block2	Stim13	CSSE	English	m	English	CS	1171	Sp	CS
A4693	BE_45	Block2	Stim22	CSSE	English	m	English	CS	716	Sp	CS
A4695	BE_45	Block2	Stim24	CSSE	English	m	English	CS	918	Sp	CS
A4697	BE_45	Block2	Stim36	CSSE	English	m	English	CS	1255	Sp	CS
A4734	BE_45	Block3	Stim23	CSSE	English	m	English	CS	1234	Sp	CS
A4737	BE_45	Block3	Stim36	CSSE	English	m	English	CS	221	Sp	CS
A4772	BE_45	Block4	Stim18	CSSE	English	m	English	CS	681	Sp	CS
A4811	BE_46	Block1	Stim13	CSSE	English	m	English	CS	1567	Sp	CS
A4814	BE_46	Block1	Stim23	CSSE	English	m	English	CS	661	Sp	CS
