Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context
A1899	BE_40	Block4	Stim05	CSSE	0	ML	1416	Sp	CS
A1900	BE_40	Block4	Stim06	CSSE	0	ML	242	Sp	CS
A2093	BE_47	Block1	Stim13	CSSE	0	ML	1155	Sp	CS
A2094	BE_47	Block1	Stim22	CSSE	0	ML	406	Sp	CS
A2095	BE_47	Block1	Stim23	CSSE	0	ML	939	Sp	CS
A2096	BE_47	Block1	Stim24	CSSE	0	ML	2236	Sp	CS
A2097	BE_47	Block1	Stim30	CSSE	0	ML	1149	Sp	CS
A2098	BE_47	Block1	Stim36	CSSE	0	ML	294	Sp	CS
A2099	BE_47	Block1	Stim05	CSSE	0	ML	1689	Sp	CS
A2100	BE_47	Block1	Stim06	CSSE	0	ML	1739	Sp	CS
A2135	BE_47	Block2	Stim22	CSSE	0	ML	1310	Sp	CS
A2136	BE_47	Block2	Stim24	CSSE	0	ML	1065	Sp	CS
A2137	BE_47	Block2	Stim36	CSSE	0	ML	923	Sp	CS
A2138	BE_47	Block2	Stim04	CSSE	0	ML	1247	Sp	CS
A2139	BE_47	Block2	Stim05	CSSE	0	ML	751	Sp	CS
A2140	BE_47	Block2	Stim06	CSSE	0	ML	1523	Sp	CS
A2172	BE_47	Block3	Stim13	CSSE	0	ML	930	Sp	CS
A2173	BE_47	Block3	Stim18	CSSE	0	ML	649	Sp	CS
A2174	BE_47	Block3	Stim22	CSSE	0	ML	1174	Sp	CS
A2175	BE_47	Block3	Stim23	CSSE	0	ML	6104	Sp	CS
A2176	BE_47	Block3	Stim24	CSSE	0	ML	392	Sp	CS
A2177	BE_47	Block3	Stim30	CSSE	0	ML	1922	Sp	CS
A2178	BE_47	Block3	Stim36	CSSE	0	ML	786	Sp	CS
A2179	BE_47	Block3	Stim04	CSSE	0	ML	1268	Sp	CS
A2180	BE_47	Block3	Stim05	CSSE	0	ML	3648	Sp	CS
A2214	BE_47	Block4	Stim18	CSSE	0	ML	2604	Sp	CS
A2215	BE_47	Block4	Stim23	CSSE	0	ML	2616	Sp	CS
A2216	BE_47	Block4	Stim30	CSSE	0	ML	1255	Sp	CS
A2217	BE_47	Block4	Stim36	CSSE	0	ML	2065	Sp	CS
A2218	BE_47	Block4	Stim04	CSSE	0	ML	1082	Sp	CS
A2219	BE_47	Block4	Stim05	CSSE	0	ML	1030	Sp	CS
A2220	BE_47	Block4	Stim06	CSSE	0	ML	649	Sp	CS
A2737	BE_59	Block1	Stim24	CSSE	0	ML	1542	Sp	CS
A2738	BE_59	Block1	Stim04	CSSE	0	ML	1834	Sp	CS
A2739	BE_59	Block1	Stim05	CSSE	0	ML	2694	Sp	CS
A2740	BE_59	Block1	Stim06	CSSE	0	ML	1456	Sp	CS
A2773	BE_59	Block2	Stim13	CSSE	0	ML	3008	Sp	CS
A2774	BE_59	Block2	Stim18	CSSE	0	ML	792	Sp	CS
A2775	BE_59	Block2	Stim22	CSSE	0	ML	1554	Sp	CS
A2776	BE_59	Block2	Stim30	CSSE	0	ML	1638	Sp	CS
A2777	BE_59	Block2	Stim36	CSSE	0	ML	608	Sp	CS
A2778	BE_59	Block2	Stim04	CSSE	0	ML	982	Sp	CS
A2779	BE_59	Block2	Stim05	CSSE	0	ML	1797	Sp	CS
A2780	BE_59	Block2	Stim06	CSSE	0	ML	2177	Sp	CS
A2813	BE_59	Block3	Stim13	CSSE	0	ML	2137	Sp	CS
A2814	BE_59	Block3	Stim22	CSSE	0	ML	1503	Sp	CS
A2815	BE_59	Block3	Stim23	CSSE	0	ML	3342	Sp	CS
A2816	BE_59	Block3	Stim24	CSSE	0	ML	2072	Sp	CS
A2817	BE_59	Block3	Stim30	CSSE	0	ML	688	Sp	CS
A2818	BE_59	Block3	Stim36	CSSE	0	ML	1692	Sp	CS
A2819	BE_59	Block3	Stim05	CSSE	0	ML	3659	Sp	CS
A2820	BE_59	Block3	Stim06	CSSE	0	ML	1116	Sp	CS
A2852	BE_59	Block4	Stim13	CSSE	0	ML	3109	Sp	CS
A2853	BE_59	Block4	Stim18	CSSE	0	ML	1517	Sp	CS
A2854	BE_59	Block4	Stim22	CSSE	0	ML	988	Sp	CS
A2855	BE_59	Block4	Stim23	CSSE	0	ML	1803	Sp	CS
A2856	BE_59	Block4	Stim24	CSSE	0	ML	4180	Sp	CS
A2857	BE_59	Block4	Stim30	CSSE	0	ML	3216	Sp	CS
A2858	BE_59	Block4	Stim04	CSSE	0	ML	1280	Sp	CS
A2859	BE_59	Block4	Stim05	CSSE	0	ML	2123	Sp	CS
A2860	BE_59	Block4	Stim06	CSSE	0	ML	782	Sp	CS
A2891	BE_61	Block1	Stim13	CSSE	0	ML	1413	Sp	CS
A2892	BE_61	Block1	Stim18	CSSE	0	ML	672	Sp	CS
A2893	BE_61	Block1	Stim22	CSSE	0	ML	1102	Sp	CS
A2894	BE_61	Block1	Stim23	CSSE	0	ML	982	Sp	CS
A2895	BE_61	Block1	Stim24	CSSE	0	ML	1012	Sp	CS
A2896	BE_61	Block1	Stim30	CSSE	0	ML	1047	Sp	CS
A2897	BE_61	Block1	Stim36	CSSE	0	ML	1945	Sp	CS
A2898	BE_61	Block1	Stim04	CSSE	0	ML	914	Sp	CS
A2899	BE_61	Block1	Stim05	CSSE	0	ML	1199	Sp	CS
A2900	BE_61	Block1	Stim06	CSSE	0	ML	2204	Sp	CS
A2934	BE_61	Block2	Stim13	CSSE	0	ML	397	Sp	CS
A2935	BE_61	Block2	Stim22	CSSE	0	ML	1669	Sp	CS
A2936	BE_61	Block2	Stim23	CSSE	0	ML	1519	Sp	CS
A2937	BE_61	Block2	Stim24	CSSE	0	ML	447	Sp	CS
A2938	BE_61	Block2	Stim04	CSSE	0	ML	523	Sp	CS
A2939	BE_61	Block2	Stim05	CSSE	0	ML	567	Sp	CS
A2940	BE_61	Block2	Stim06	CSSE	0	ML	350	Sp	CS
A2974	BE_61	Block3	Stim18	CSSE	0	ML	790	Sp	CS
A2975	BE_61	Block3	Stim23	CSSE	0	ML	733	Sp	CS
A2976	BE_61	Block3	Stim24	CSSE	0	ML	403	Sp	CS
A2977	BE_61	Block3	Stim30	CSSE	0	ML	1288	Sp	CS
A2978	BE_61	Block3	Stim04	CSSE	0	ML	941	Sp	CS
A2979	BE_61	Block3	Stim05	CSSE	0	ML	1053	Sp	CS
A2980	BE_61	Block3	Stim06	CSSE	0	ML	257	Sp	CS
A3014	BE_61	Block4	Stim22	CSSE	0	ML	515	Sp	CS
A3015	BE_61	Block4	Stim23	CSSE	0	ML	245	Sp	CS
A3016	BE_61	Block4	Stim24	CSSE	0	ML	827	Sp	CS
A3017	BE_61	Block4	Stim30	CSSE	0	ML	3220	Sp	CS
A3018	BE_61	Block4	Stim04	CSSE	0	ML	1245	Sp	CS
A3019	BE_61	Block4	Stim05	CSSE	0	ML	595	Sp	CS
A3020	BE_61	Block4	Stim06	CSSE	0	ML	315	Sp	CS
A3055	BE_62	Block1	Stim18	CSSE	0	ML	1446	Sp	CS
A3056	BE_62	Block1	Stim22	CSSE	0	ML	3700	Sp	CS
A3057	BE_62	Block1	Stim23	CSSE	0	ML	1772	Sp	CS
A3058	BE_62	Block1	Stim30	CSSE	0	ML	2081	Sp	CS
A3059	BE_62	Block1	Stim36	CSSE	0	ML	884	Sp	CS
A3060	BE_62	Block1	Stim06	CSSE	0	ML	685	Sp	CS
A3093	BE_62	Block2	Stim13	CSSE	0	ML	1994	Sp	CS
A3094	BE_62	Block2	Stim18	CSSE	0	ML	2228	Sp	CS
A3095	BE_62	Block2	Stim22	CSSE	0	ML	2293	Sp	CS
A3096	BE_62	Block2	Stim23	CSSE	0	ML	1993	Sp	CS
A3097	BE_62	Block2	Stim24	CSSE	0	ML	564	Sp	CS
A3098	BE_62	Block2	Stim30	CSSE	0	ML	956	Sp	CS
A3099	BE_62	Block2	Stim04	CSSE	0	ML	1888	Sp	CS
A3100	BE_62	Block2	Stim05	CSSE	0	ML	1673	Sp	CS
A3134	BE_62	Block3	Stim22	CSSE	0	ML	2074	Sp	CS
A3135	BE_62	Block3	Stim23	CSSE	0	ML	2623	Sp	CS
A3136	BE_62	Block3	Stim24	CSSE	0	ML	1319	Sp	CS
A3137	BE_62	Block3	Stim30	CSSE	0	ML	4462	Sp	CS
A3138	BE_62	Block3	Stim36	CSSE	0	ML	1072	Sp	CS
A3139	BE_62	Block3	Stim05	CSSE	0	ML	4369	Sp	CS
A3140	BE_62	Block3	Stim06	CSSE	0	ML	150	Sp	CS
A3173	BE_62	Block4	Stim13	CSSE	0	ML	1123	Sp	CS
A3174	BE_62	Block4	Stim22	CSSE	0	ML	1326	Sp	CS
A3175	BE_62	Block4	Stim23	CSSE	0	ML	23	Sp	CS
A3176	BE_62	Block4	Stim24	CSSE	0	ML	1014	Sp	CS
A3177	BE_62	Block4	Stim30	CSSE	0	ML	831	Sp	CS
A3178	BE_62	Block4	Stim36	CSSE	0	ML	833	Sp	CS
A3179	BE_62	Block4	Stim05	CSSE	0	ML	714	Sp	CS
A3180	BE_62	Block4	Stim06	CSSE	0	ML	396	Sp	CS
A3534	BE_73	Block1	Stim13	CSSE	0	ML	1225	Sp	CS
A3535	BE_73	Block1	Stim23	CSSE	0	ML	1110	Sp	CS
A3536	BE_73	Block1	Stim24	CSSE	0	ML	2967	Sp	CS
A3537	BE_73	Block1	Stim30	CSSE	0	ML	1870	Sp	CS
A3538	BE_73	Block1	Stim04	CSSE	0	ML	4217	Sp	CS
A3539	BE_73	Block1	Stim05	CSSE	0	ML	2842	Sp	CS
A3540	BE_73	Block1	Stim06	CSSE	0	ML	591	Sp	CS
A3574	BE_73	Block2	Stim18	CSSE	0	ML	347	Sp	CS
A3575	BE_73	Block2	Stim22	CSSE	0	ML	1324	Sp	CS
A3576	BE_73	Block2	Stim23	CSSE	0	ML	4743	Sp	CS
A3577	BE_73	Block2	Stim24	CSSE	0	ML	1862	Sp	CS
A3578	BE_73	Block2	Stim30	CSSE	0	ML	4861	Sp	CS
A3579	BE_73	Block2	Stim04	CSSE	0	ML	730	Sp	CS
A3580	BE_73	Block2	Stim05	CSSE	0	ML	777	Sp	CS
A3612	BE_73	Block3	Stim13	CSSE	0	ML	2179	Sp	CS
A3613	BE_73	Block3	Stim18	CSSE	0	ML	1679	Sp	CS
A3614	BE_73	Block3	Stim22	CSSE	0	ML	1460	Sp	CS
A3615	BE_73	Block3	Stim23	CSSE	0	ML	2509	Sp	CS
A3616	BE_73	Block3	Stim24	CSSE	0	ML	4668	Sp	CS
A3617	BE_73	Block3	Stim30	CSSE	0	ML	569	Sp	CS
A3618	BE_73	Block3	Stim04	CSSE	0	ML	671	Sp	CS
A3619	BE_73	Block3	Stim05	CSSE	0	ML	1714	Sp	CS
A3620	BE_73	Block3	Stim06	CSSE	0	ML	4059	Sp	CS
A3654	BE_73	Block4	Stim18	CSSE	0	ML	998	Sp	CS
A3655	BE_73	Block4	Stim22	CSSE	0	ML	1764	Sp	CS
A3656	BE_73	Block4	Stim24	CSSE	0	ML	2001	Sp	CS
A3657	BE_73	Block4	Stim30	CSSE	0	ML	1928	Sp	CS
A3658	BE_73	Block4	Stim04	CSSE	0	ML	784	Sp	CS
A3659	BE_73	Block4	Stim05	CSSE	0	ML	1690	Sp	CS
A3660	BE_73	Block4	Stim06	CSSE	0	ML	533	Sp	CS
A3697	BE_78	Block1	Stim22	CSSE	0	ML	5007	Sp	CS
A3698	BE_78	Block1	Stim24	CSSE	0	ML	3133	Sp	CS
A3699	BE_78	Block1	Stim36	CSSE	0	ML	4632	Sp	CS
A3700	BE_78	Block1	Stim04	CSSE	0	ML	3890	Sp	CS
A3737	BE_78	Block2	Stim18	CSSE	0	ML	2464	Sp	CS
A3738	BE_78	Block2	Stim24	CSSE	0	ML	2962	Sp	CS
A3739	BE_78	Block2	Stim36	CSSE	0	ML	3581	Sp	CS
A3740	BE_78	Block2	Stim04	CSSE	0	ML	1265	Sp	CS
A3776	BE_78	Block3	Stim13	CSSE	0	ML	1272	Sp	CS
A3777	BE_78	Block3	Stim22	CSSE	0	ML	4075	Sp	CS
A3778	BE_78	Block3	Stim24	CSSE	0	ML	1665	Sp	CS
A3779	BE_78	Block3	Stim30	CSSE	0	ML	3539	Sp	CS
A3780	BE_78	Block3	Stim36	CSSE	0	ML	3973	Sp	CS
A3815	BE_78	Block4	Stim13	CSSE	0	ML	4349	Sp	CS
A3816	BE_78	Block4	Stim23	CSSE	0	ML	3068	Sp	CS
A3817	BE_78	Block4	Stim24	CSSE	0	ML	1264	Sp	CS
A3818	BE_78	Block4	Stim30	CSSE	0	ML	1538	Sp	CS
A3819	BE_78	Block4	Stim36	CSSE	0	ML	1031	Sp	CS
A3820	BE_78	Block4	Stim04	CSSE	0	ML	4784	Sp	CS
A3854	BE_79	Block1	Stim13	CSSE	0	ML	3600	Sp	CS
A3855	BE_79	Block1	Stim18	CSSE	0	ML	837	Sp	CS
A3856	BE_79	Block1	Stim24	CSSE	0	ML	2140	Sp	CS
A3857	BE_79	Block1	Stim36	CSSE	0	ML	548	Sp	CS
A3858	BE_79	Block1	Stim04	CSSE	0	ML	675	Sp	CS
A3859	BE_79	Block1	Stim05	CSSE	0	ML	1596	Sp	CS
A3860	BE_79	Block1	Stim06	CSSE	0	ML	585	Sp	CS
A3894	BE_79	Block2	Stim13	CSSE	0	ML	1111	Sp	CS
A3895	BE_79	Block2	Stim18	CSSE	0	ML	1255	Sp	CS
A3896	BE_79	Block2	Stim23	CSSE	0	ML	286	Sp	CS
A3897	BE_79	Block2	Stim24	CSSE	0	ML	735	Sp	CS
A3898	BE_79	Block2	Stim04	CSSE	0	ML	1001	Sp	CS
A3899	BE_79	Block2	Stim05	CSSE	0	ML	1536	Sp	CS
A3900	BE_79	Block2	Stim06	CSSE	0	ML	444	Sp	CS
A3932	BE_79	Block3	Stim13	CSSE	0	ML	1523	Sp	CS
A3933	BE_79	Block3	Stim18	CSSE	0	ML	426	Sp	CS
A3934	BE_79	Block3	Stim22	CSSE	0	ML	230	Sp	CS
A3935	BE_79	Block3	Stim23	CSSE	0	ML	997	Sp	CS
A3936	BE_79	Block3	Stim30	CSSE	0	ML	1104	Sp	CS
A3937	BE_79	Block3	Stim36	CSSE	0	ML	390	Sp	CS
A3938	BE_79	Block3	Stim04	CSSE	0	ML	2672	Sp	CS
A3939	BE_79	Block3	Stim05	CSSE	0	ML	1504	Sp	CS
A3940	BE_79	Block3	Stim06	CSSE	0	ML	2709	Sp	CS
A3973	BE_79	Block4	Stim18	CSSE	0	ML	2197	Sp	CS
A3974	BE_79	Block4	Stim22	CSSE	0	ML	286	Sp	CS
A3975	BE_79	Block4	Stim23	CSSE	0	ML	754	Sp	CS
A3976	BE_79	Block4	Stim24	CSSE	0	ML	993	Sp	CS
A3977	BE_79	Block4	Stim30	CSSE	0	ML	2490	Sp	CS
A3978	BE_79	Block4	Stim04	CSSE	0	ML	549	Sp	CS
A3979	BE_79	Block4	Stim05	CSSE	0	ML	458	Sp	CS
A3980	BE_79	Block4	Stim06	CSSE	0	ML	249	Sp	CS
A501	BE_11	Block1	Stim34	E	0	CS	1530	Eng	ML
A541	BE_11	Block2	Stim35	E	0	CS	1413	Eng	ML
A581	BE_11	Block3	Stim34	E	0	CS	1437	Eng	ML
A621	BE_11	Block4	Stim38	E	0	CS	2340	Eng	ML
A662	BE_18	Block1	Stim14	E	0	CS	821	Eng	ML
A663	BE_18	Block1	Stim33	E	0	CS	2496	Eng	ML
A664	BE_18	Block1	Stim34	E	0	CS	1334	Eng	ML
A665	BE_18	Block1	Stim35	E	0	CS	1255	Eng	ML
A702	BE_18	Block2	Stim33	E	0	CS	1356	Eng	ML
A703	BE_18	Block2	Stim37	E	0	CS	1272	Eng	ML
A704	BE_18	Block2	Stim39	E	0	CS	2045	Eng	ML
A742	BE_18	Block3	Stim15	E	0	CS	426	Eng	ML
A743	BE_18	Block3	Stim35	E	0	CS	628	Eng	ML
A744	BE_18	Block3	Stim37	E	0	CS	329	Eng	ML
A745	BE_18	Block3	Stim40	E	0	CS	356	Eng	ML
A781	BE_18	Block4	Stim15	E	0	CS	1467	Eng	ML
A782	BE_18	Block4	Stim16	E	0	CS	940	Eng	ML
A783	BE_18	Block4	Stim37	E	0	CS	1883	Eng	ML
A1501	BE_36	Block2	Stim14	E	0	CS	800	Eng	ML
A1502	BE_36	Block2	Stim33	E	0	CS	2551	Eng	ML
A1503	BE_36	Block2	Stim35	E	0	CS	903	Eng	ML
A1504	BE_36	Block2	Stim37	E	0	CS	604	Eng	ML
A1541	BE_36	Block3	Stim33	E	0	CS	648	Eng	ML
A1542	BE_36	Block3	Stim34	E	0	CS	1314	Eng	ML
A1543	BE_36	Block3	Stim37	E	0	CS	1575	Eng	ML
A1581	BE_36	Block4	Stim33	E	0	CS	1447	Eng	ML
A1582	BE_36	Block4	Stim37	E	0	CS	401	Eng	ML
A1583	BE_36	Block4	Stim39	E	0	CS	573	Eng	ML
A1621	BE_39	Block1	Stim34	E	0	CS	5924	Eng	ML
A1622	BE_39	Block1	Stim39	E	0	CS	5585	Eng	ML
A1701	BE_39	Block3	Stim15	E	0	CS	4379	Eng	ML
A1702	BE_39	Block3	Stim33	E	0	CS	5523	Eng	ML
A1741	BE_39	Block4	Stim33	E	0	CS	3847	Eng	ML
A1742	BE_39	Block4	Stim37	E	0	CS	677	Eng	ML
A1743	BE_39	Block4	Stim39	E	0	CS	4329	Eng	ML
A1781	BE_40	Block1	Stim15	E	0	CS	1214	Eng	ML
A1782	BE_40	Block1	Stim33	E	0	CS	1115	Eng	ML
A1783	BE_40	Block1	Stim38	E	0	CS	2224	Eng	ML
A1821	BE_40	Block2	Stim15	E	0	CS	1010	Eng	ML
A1861	BE_40	Block3	Stim33	E	0	CS	359	Eng	ML
A1901	BE_40	Block4	Stim35	E	0	CS	1617	Eng	ML
A2108	BE_47	Block1	Stim33	E	0	CS	2605	Eng	ML
A2109	BE_47	Block1	Stim38	E	0	CS	1094	Eng	ML
A2110	BE_47	Block1	Stim40	E	0	CS	890	Eng	ML
A2150	BE_47	Block2	Stim33	E	0	CS	410	Eng	ML
A2189	BE_47	Block3	Stim33	E	0	CS	270	Eng	ML
A2190	BE_47	Block3	Stim37	E	0	CS	1875	Eng	ML
A2230	BE_47	Block4	Stim33	E	0	CS	830	Eng	ML
A2747	BE_59	Block1	Stim33	E	0	CS	2335	Eng	ML
A2748	BE_59	Block1	Stim35	E	0	CS	3067	Eng	ML
A2749	BE_59	Block1	Stim38	E	0	CS	721	Eng	ML
A2750	BE_59	Block1	Stim40	E	0	CS	2793	Eng	ML
A2789	BE_59	Block2	Stim34	E	0	CS	3242	Eng	ML
A2790	BE_59	Block2	Stim39	E	0	CS	713	Eng	ML
A2829	BE_59	Block3	Stim39	E	0	CS	3403	Eng	ML
A2830	BE_59	Block3	Stim40	E	0	CS	1916	Eng	ML
A2908	BE_61	Block1	Stim33	E	0	CS	487	Eng	ML
A2909	BE_61	Block1	Stim35	E	0	CS	3766	Eng	ML
A2910	BE_61	Block1	Stim38	E	0	CS	3265	Eng	ML
A2949	BE_61	Block2	Stim16	E	0	CS	1127	Eng	ML
A2950	BE_61	Block2	Stim33	E	0	CS	212	Eng	ML
A2986	BE_61	Block3	Stim33	E	0	CS	322	Eng	ML
A2987	BE_61	Block3	Stim37	E	0	CS	614	Eng	ML
A2988	BE_61	Block3	Stim38	E	0	CS	876	Eng	ML
A2989	BE_61	Block3	Stim39	E	0	CS	465	Eng	ML
A2990	BE_61	Block3	Stim40	E	0	CS	364	Eng	ML
A3028	BE_61	Block4	Stim33	E	0	CS	559	Eng	ML
A3029	BE_61	Block4	Stim34	E	0	CS	567	Eng	ML
A3030	BE_61	Block4	Stim40	E	0	CS	484	Eng	ML
A3069	BE_62	Block1	Stim33	E	0	CS	3613	Eng	ML
A3070	BE_62	Block1	Stim38	E	0	CS	11014	Eng	ML
A3110	BE_62	Block2	Stim16	E	0	CS	1577	Eng	ML
A3148	BE_62	Block3	Stim35	E	0	CS	2791	Eng	ML
A3149	BE_62	Block3	Stim37	E	0	CS	4581	Eng	ML
A3150	BE_62	Block3	Stim40	E	0	CS	1906	Eng	ML
A3188	BE_62	Block4	Stim33	E	0	CS	293	Eng	ML
A3189	BE_62	Block4	Stim34	E	0	CS	144	Eng	ML
A3190	BE_62	Block4	Stim37	E	0	CS	1065	Eng	ML
A3548	BE_73	Block1	Stim33	E	0	CS	10016	Eng	ML
A3549	BE_73	Block1	Stim34	E	0	CS	3538	Eng	ML
A3550	BE_73	Block1	Stim40	E	0	CS	3846	Eng	ML
A3590	BE_73	Block2	Stim34	E	0	CS	2819	Eng	ML
A3629	BE_73	Block3	Stim37	E	0	CS	438	Eng	ML
A3630	BE_73	Block3	Stim38	E	0	CS	5479	Eng	ML
A3666	BE_73	Block4	Stim15	E	0	CS	2534	Eng	ML
A3667	BE_73	Block4	Stim34	E	0	CS	3167	Eng	ML
A3668	BE_73	Block4	Stim38	E	0	CS	1487	Eng	ML
A3669	BE_73	Block4	Stim39	E	0	CS	2624	Eng	ML
A3670	BE_73	Block4	Stim40	E	0	CS	3709	Eng	ML
A3707	BE_78	Block1	Stim16	E	0	CS	1280	Eng	ML
A3708	BE_78	Block1	Stim33	E	0	CS	4821	Eng	ML
A3709	BE_78	Block1	Stim34	E	0	CS	6541	Eng	ML
A3710	BE_78	Block1	Stim35	E	0	CS	6721	Eng	ML
A3746	BE_78	Block2	Stim14	E	0	CS	1207	Eng	ML
A3747	BE_78	Block2	Stim15	E	0	CS	2903	Eng	ML
A3748	BE_78	Block2	Stim16	E	0	CS	948	Eng	ML
A3749	BE_78	Block2	Stim33	E	0	CS	2934	Eng	ML
A3750	BE_78	Block2	Stim35	E	0	CS	5724	Eng	ML
A3868	BE_79	Block1	Stim34	E	0	CS	2970	Eng	ML
A3869	BE_79	Block1	Stim39	E	0	CS	3214	Eng	ML
A3870	BE_79	Block1	Stim40	E	0	CS	312	Eng	ML
A3909	BE_79	Block2	Stim14	E	0	CS	861	Eng	ML
A3910	BE_79	Block2	Stim38	E	0	CS	1485	Eng	ML
A3950	BE_79	Block3	Stim16	E	0	CS	467	Eng	ML
A3990	BE_79	Block4	Stim16	E	0	CS	2290	Eng	ML
A502	BE_11	Block1	Stim14	E	1	ML	1438	Eng	ML
A503	BE_11	Block1	Stim15	E	1	ML	2306	Eng	ML
A504	BE_11	Block1	Stim16	E	1	ML	1541	Eng	ML
A505	BE_11	Block1	Stim33	E	1	ML	1298	Eng	ML
A506	BE_11	Block1	Stim35	E	1	ML	926	Eng	ML
A507	BE_11	Block1	Stim37	E	1	ML	2425	Eng	ML
A508	BE_11	Block1	Stim38	E	1	ML	1824	Eng	ML
A509	BE_11	Block1	Stim39	E	1	ML	802	Eng	ML
A510	BE_11	Block1	Stim40	E	1	ML	342	Eng	ML
A542	BE_11	Block2	Stim14	E	1	ML	1603	Eng	ML
A543	BE_11	Block2	Stim15	E	1	ML	1552	Eng	ML
A544	BE_11	Block2	Stim16	E	1	ML	636	Eng	ML
A545	BE_11	Block2	Stim33	E	1	ML	2092	Eng	ML
A546	BE_11	Block2	Stim34	E	1	ML	1148	Eng	ML
A547	BE_11	Block2	Stim37	E	1	ML	1192	Eng	ML
A548	BE_11	Block2	Stim38	E	1	ML	1085	Eng	ML
A549	BE_11	Block2	Stim39	E	1	ML	1583	Eng	ML
A550	BE_11	Block2	Stim40	E	1	ML	2895	Eng	ML
A582	BE_11	Block3	Stim14	E	1	ML	2785	Eng	ML
A583	BE_11	Block3	Stim15	E	1	ML	2910	Eng	ML
A584	BE_11	Block3	Stim16	E	1	ML	1271	Eng	ML
A585	BE_11	Block3	Stim33	E	1	ML	1467	Eng	ML
A586	BE_11	Block3	Stim35	E	1	ML	1236	Eng	ML
A587	BE_11	Block3	Stim37	E	1	ML	1041	Eng	ML
A588	BE_11	Block3	Stim38	E	1	ML	1428	Eng	ML
A589	BE_11	Block3	Stim39	E	1	ML	2866	Eng	ML
A590	BE_11	Block3	Stim40	E	1	ML	2236	Eng	ML
A622	BE_11	Block4	Stim14	E	1	ML	527	Eng	ML
A623	BE_11	Block4	Stim15	E	1	ML	1115	Eng	ML
A624	BE_11	Block4	Stim16	E	1	ML	926	Eng	ML
A625	BE_11	Block4	Stim33	E	1	ML	1060	Eng	ML
A626	BE_11	Block4	Stim34	E	1	ML	3849	Eng	ML
A627	BE_11	Block4	Stim35	E	1	ML	937	Eng	ML
A628	BE_11	Block4	Stim37	E	1	ML	966	Eng	ML
A629	BE_11	Block4	Stim39	E	1	ML	794	Eng	ML
A630	BE_11	Block4	Stim40	E	1	ML	2688	Eng	ML
A666	BE_18	Block1	Stim15	E	1	ML	1627	Eng	ML
A667	BE_18	Block1	Stim16	E	1	ML	1855	Eng	ML
A668	BE_18	Block1	Stim37	E	1	ML	1763	Eng	ML
A669	BE_18	Block1	Stim38	E	1	ML	687	Eng	ML
A670	BE_18	Block1	Stim39	E	1	ML	3576	Eng	ML
A671	BE_18	Block1	Stim40	E	1	ML	1265	Eng	ML
A705	BE_18	Block2	Stim14	E	1	ML	1292	Eng	ML
A706	BE_18	Block2	Stim15	E	1	ML	741	Eng	ML
A707	BE_18	Block2	Stim16	E	1	ML	1973	Eng	ML
A708	BE_18	Block2	Stim34	E	1	ML	1769	Eng	ML
A709	BE_18	Block2	Stim35	E	1	ML	725	Eng	ML
A710	BE_18	Block2	Stim38	E	1	ML	2694	Eng	ML
A711	BE_18	Block2	Stim40	E	1	ML	548	Eng	ML
A746	BE_18	Block3	Stim14	E	1	ML	271	Eng	ML
A747	BE_18	Block3	Stim16	E	1	ML	642	Eng	ML
A748	BE_18	Block3	Stim33	E	1	ML	573	Eng	ML
A749	BE_18	Block3	Stim34	E	1	ML	838	Eng	ML
A750	BE_18	Block3	Stim38	E	1	ML	311	Eng	ML
A751	BE_18	Block3	Stim39	E	1	ML	490	Eng	ML
A784	BE_18	Block4	Stim14	E	1	ML	641	Eng	ML
A785	BE_18	Block4	Stim33	E	1	ML	287	Eng	ML
A786	BE_18	Block4	Stim34	E	1	ML	286	Eng	ML
A787	BE_18	Block4	Stim35	E	1	ML	808	Eng	ML
A788	BE_18	Block4	Stim38	E	1	ML	1017	Eng	ML
A789	BE_18	Block4	Stim39	E	1	ML	1315	Eng	ML
A790	BE_18	Block4	Stim40	E	1	ML	362	Eng	ML
A1461	BE_36	Block1	Stim14	E	1	ML	2153	Eng	ML
A1462	BE_36	Block1	Stim15	E	1	ML	1983	Eng	ML
A1463	BE_36	Block1	Stim16	E	1	ML	1047	Eng	ML
A1464	BE_36	Block1	Stim33	E	1	ML	3608	Eng	ML
A1465	BE_36	Block1	Stim34	E	1	ML	1859	Eng	ML
A1466	BE_36	Block1	Stim35	E	1	ML	1756	Eng	ML
A1467	BE_36	Block1	Stim37	E	1	ML	7450	Eng	ML
A1468	BE_36	Block1	Stim38	E	1	ML	1814	Eng	ML
A1469	BE_36	Block1	Stim39	E	1	ML	1680	Eng	ML
A1470	BE_36	Block1	Stim40	E	1	ML	2399	Eng	ML
A1505	BE_36	Block2	Stim15	E	1	ML	505	Eng	ML
A1506	BE_36	Block2	Stim16	E	1	ML	1724	Eng	ML
A1507	BE_36	Block2	Stim34	E	1	ML	1182	Eng	ML
A1508	BE_36	Block2	Stim38	E	1	ML	538	Eng	ML
A1509	BE_36	Block2	Stim39	E	1	ML	952	Eng	ML
A1510	BE_36	Block2	Stim40	E	1	ML	1384	Eng	ML
A1544	BE_36	Block3	Stim14	E	1	ML	665	Eng	ML
A1545	BE_36	Block3	Stim15	E	1	ML	2270	Eng	ML
A1546	BE_36	Block3	Stim16	E	1	ML	480	Eng	ML
